Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/24/2015,RT,"COPPER, FREE",1022,15-IB-00558-001,N,0.07MG/L,LC001,DS001,KITCHEN SINK/STEVE
9/24/2015,RT,"COPPER, FREE",1022,15-IB-00559-001,N,0.06MG/L,LC001,DS001,KTAITYCLHOERNS S ^I N14K7/L MYANINN  &S T
9/24/2015,RT,"COPPER, FREE",1022,15-IB-00560-001,N,0.04MG/L,LC001,DS001,AKIRTTCIEH EJNA CSOINBKS/  ^J A8C5 KCIOE VEN
9/24/2015,RT,"COPPER, FREE",1022,15-IB-00561-001,N,0.15MG/L,LC001,DS001,GKIATLCLHUEPN ^ S 1I4N8K G/ RAALLYU P RD
9/24/2015,RT,"COPPER, FREE",1022,15-IB-00562-001,Y,,LC001,DS001,KGIITRCOHUEANR SDI N^ K26/ 2G AMRAYIN  ST
9/24/2015,RT,LEAD,1030,15-IB-00558-001,Y,,LC001,DS001,KGIUTICLHLEETNT SEI N^ K3/8S8T CEOVEV ERED
9/24/2015,RT,LEAD,1030,15-IB-00559-001,Y,,LC001,DS001,KTAITYCLHOERNS S ^I N14K7/L MYANINN  &S T
9/24/2015,RT,LEAD,1030,15-IB-00560-001,Y,,LC001,DS001,AKRITTCIHE EJNA CSOINBKS/  ^J A8C5 KCIOE VEN
9/24/2015,RT,LEAD,1030,15-IB-00561-001,Y,,LC001,DS001,KGIATLCLHUEPN ^ S 1I4N8K G/ RAALLYU P RD
9/24/2015,RT,LEAD,1030,15-IB-00562-001,Y,,LC001,DS001,KGIITRCOHUEANR DSI N^ K26/ 2G AMRAYIN  ST
7/23/2013,RT,"COPPER, FREE",1022,13-IC-02517-001,Y,,EP001,TP001,GCOUMILMLEUTNTIET Y^  388 COVERED
7/23/2013,RT,LEAD,1030,13-IC-02517-001,Y,,EP001,TP001,CCOENMTMEURN/KITITYC HEN SINK ^ M
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00732-001,N,0.07MG/L,LC001,DS001,KCIETNCTHEERN/ KSITINCKH/SETNE SVIEN K ^ M
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00733-001,N,0.07MG/L,LC001,DS001,KTAITYCLHOERN R SEINSK ^/ L1Y47N NM A&I N ST
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00734-001,N,0.03MG/L,LC001,DS001,AKIRTTCIEH EJNA CSOINBKS/ J^A 8C5K CIEO VEN
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00735-001,N,0.20MG/L,LC001,DS001,GKIATLCLHOEPN R SEINSK ^/ R14A8Y G ALLOP
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00736-001,N,0.21MG/L,LC001,DS001,GKIITRCOHUEANR SDI N^ K26/G2A MRAYI N ST
9/5/2012,RT,LEAD,1030,12-IB-00732-001,N,0.001MG/L,LC001,DS001,KGIUTICLHLEETNT SEISN K^ /3S8T8E CVOE VERE
9/5/2012,RT,LEAD,1030,12-IB-00733-001,Y,,LC001,DS001,TKAITYCLHOERN R SEINSK ^/ L1Y47N NM A&I N ST
9/5/2012,RT,LEAD,1030,12-IB-00734-001,N,0.002MG/L,LC001,DS001,AKIRTTCIEH EJNA CSOINBKS/ J^A 8C5K CIEO VEN
9/5/2012,RT,LEAD,1030,12-IB-00735-001,Y,,LC001,DS001,KGIATLCLHOEPN R SEINSK ^/ R14A8Y G ALLOP
9/5/2012,RT,LEAD,1030,12-IB-00736-001,Y,,LC001,DS001,GKIITRCOHUEANR DSI N^ K26/G2A MRAYI N ST
8/11/2011,RT,"COPPER, FREE",1022,12I0133,Y,,LC001,DS001,CGOUMILMLEUTNTIETSY  ^C 3T8R8/M CAOINVE SRTE
8/11/2011,RT,LEAD,1030,12I0133,Y,,LC001,DS001,C  OMMU  NI T  YC  T  R/ MA  I NS  T
9/18/2008,RT,"COPPER, FREE",1022,09I0437,N,0.11MG/L,LC001,DS001,L YN  NJ  A  COB  S  / 8  5
9/18/2008,RT,"COPPER, FREE",1022,09I0438,N,0.03MG/L,LC001,DS001,CMOAVREYN ATNRNY R HOGGTESRS  / 1  1  7
9/18/2008,RT,"COPPER, FREE",1022,09I0439,N,0.02MG/L,LC001,DS001,MJAACINK ISET G  AL  L  U  P/ 1  4  8
9/18/2008,RT,"COPPER, FREE",1022,09I0440,N,0.08MG/L,LC001,DS001,GSTAELVLUEP T ARYDL  OR  / 1  4  7MAI N
9/18/2008,RT,"COPPER, FREE",1022,09I0441,N,0.08MG/L,LC001,DS001,CSTH E  TT  A  YL  O  R/ 8  9MA  I NS  T
9/18/2008,RT,LEAD,1030,09I0437,Y,,LC001,DS001,L YN  NJ  A  COB  S  / 8  5
9/18/2008,RT,LEAD,1030,09I0438,Y,,LC001,DS001,CMOARVEYN ATNRNY R HOGGTESRS  / 1  1  7
9/18/2008,RT,LEAD,1030,09I0439,N,0.002MG/L,LC001,DS001,JMAACINK ISET G  AL  L  U  P/ 1  4  8
9/18/2008,RT,LEAD,1030,09I0440,Y,,LC001,DS001,SGTAELVLUEP T ARYDL  OR  / 1  4  7MAI N
9/18/2008,RT,LEAD,1030,09I0441,Y,,LC001,DS001,SCTH E  TT  A  YL  O  R/ 8  9MA  I NS  T
