Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
8/16/2016,RT,"COPPER, FREE",1022,1608-18153-001,N,0.65MG/L,LC001,DS001,WSID 5029 77 CHURCH
8/16/2016,RT,"COPPER, FREE",1022,1608-18153-002,N,0.50MG/L,LC001,DS001,WSTSRIDE E5T0 2  91  5  9  1U  SR  OUT  E
8/16/2016,RT,"COPPER, FREE",1022,1608-18153-003,N,1.1MG/L,LC001,DS001,5W  S  I D5  0  2  91  5GR  AI N  GE  R
8/16/2016,RT,"COPPER, FREE",1022,1608-18153-004,N,0.62MG/L,LC001,DS001,WS  I D5  0  2  91  6  4A  ND  ER  SON
8/16/2016,RT,"COPPER, FREE",1022,1608-18153-005,N,0.44MG/L,LC001,DS001,WS  I D5  0  2  91  8  5C  HUR  CH
8/16/2016,RT,LEAD,1030,1608-18153-001,Y,,LC001,DS001,SWTSRIDE E5T0 2  97  7C  HU  RCH
8/16/2016,RT,LEAD,1030,1608-18153-002,N,0.003MG/L,LC001,DS001,WSTSRIDE E5T0 2  91  5  9  1U  SR  OUT  E
8/16/2016,RT,LEAD,1030,1608-18153-003,N,0.006MG/L,LC001,DS001,W5  S  I D5  0  2  91  5GR  AI N  GE  R
8/16/2016,RT,LEAD,1030,1608-18153-004,N,0.010MG/L,LC001,DS001,WS  I D5  0  2  91  6  4A  ND  ER  SON
8/16/2016,RT,LEAD,1030,1608-18153-005,N,0.006MG/L,LC001,DS001,WS  I D5  0  2  91  8  5C  HUR  CH
7/21/2015,SP,LEAD,1030,146080.01,Y,,RW006,WL006,SNTERWE WETE LL
"",,,,,,,,,
6/5/2015,SP,"COPPER, FREE",1022,144227.01_IOC,N,0.46MG/L,RW006,WL006,NEW WELL
"",,,,,,,,,
6/5/2015,SP,LEAD,1030,144227.01_IOC,N,0.88MG/L,RW006,WL006,NEW WELL
"",,,,,,,,,
8/13/2013,RT,"COPPER, FREE",1022,1308-15671-001,N,0.35MG/L,LC001,DS001,"WSID 5029, GARRY"
8/13/2013,RT,"COPPER, FREE",1022,1308-15671-002,N,0.33MG/L,LC001,DS001,"DWUSNIDB A50R2, 95,2 B CILHLU BRRCAHU SETRR, E"
8/13/2013,RT,"COPPER, FREE",1022,1308-15671-003,N,0.28MG/L,LC001,DS001,"W43S CIDH U50R2C9H, D SUTNRCEAENT"
8/13/2013,RT,"COPPER, FREE",1022,1308-15671-004,N,0.39MG/L,LC001,DS001,"WMCSKIDA 5R0E2N9,,  5K7E CNH RUURTCLHE DSGTER,"
8/13/2013,RT,"COPPER, FREE",1022,1308-15671-005,N,0.52MG/L,LC001,DS001,"WANSDIDE R50S2O9N,  RSOTNR EMEOTRS  E"
8/13/2013,RT,LEAD,1030,1308-15671-001,Y,,LC001,DS001,"WS  I D5  0  2  9  ,GA  RR  Y"
8/13/2013,RT,LEAD,1030,1308-15671-002,Y,,LC001,DS001,"WDUSNIDB A50R2, 95,2 B CILHLU BRRCAHU SETRR, E"
8/13/2013,RT,LEAD,1030,1308-15671-003,Y,,LC001,DS001,"4W3S CIDH U50R2C9H, D SUTNRCEAENT"
8/13/2013,RT,LEAD,1030,1308-15671-004,N,0.002MG/L,LC001,DS001,"WMCSKIDA 5R0E2N9,,  5K7E CNH RUURTCLHE DSGTER,"
8/13/2013,RT,LEAD,1030,1308-15671-005,N,0.002MG/L,LC001,DS001,"AWNSDIDE R50S2O9N,  RSOTNR EMEOTRS  E"
8/2/2010,RT,"COPPER, FREE",1022,IN33453,N,0.83MG/L,LC001,DS001,BB
8/2/2010,RT,"COPPER, FREE",1022,IN33454,N,0.68MG/L,LC001,DS001,R  M
8/2/2010,RT,"COPPER, FREE",1022,IN33456,N,0.26MG/L,LC001,DS001,GD
8/2/2010,RT,"COPPER, FREE",1022,IN33457,N,0.58MG/L,LC001,DS001,LW
8/2/2010,RT,"COPPER, FREE",1022,IN33459,N,0.50MG/L,LC001,DS001,RR
8/2/2010,RT,LEAD,1030,IN33453,Y,,LC001,DS001,BB
8/2/2010,RT,LEAD,1030,IN33454,Y,,LC001,DS001,RM
8/2/2010,RT,LEAD,1030,IN33456,Y,,LC001,DS001,G  D
8/2/2010,RT,LEAD,1030,IN33457,Y,,LC001,DS001,L W
