Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/23/2015,RT,"COPPER, FREE",1022,1509-20599-001,N,0.039MG/L,LC001,DS001,UNIT 6
9/23/2015,RT,"COPPER, FREE",1022,1509-20599-002,N,0.034MG/L,LC001,DS001,U  NI T1  8
9/23/2015,RT,"COPPER, FREE",1022,1509-20599-003,N,0.037MG/L,LC001,DS001,U  NI T1  7
9/23/2015,RT,"COPPER, FREE",1022,1509-20599-004,N,0.12MG/L,LC001,DS001,UNI T2  4
9/23/2015,RT,"COPPER, FREE",1022,1509-20599-005,Y,,LC001,DS001,U  NI T3  4
9/23/2015,RT,LEAD,1030,1509-20599-001,Y,,LC001,DS001,U  NI T6
9/23/2015,RT,LEAD,1030,1509-20599-002,N,0.001MG/L,LC001,DS001,UNI T1  8
9/23/2015,RT,LEAD,1030,1509-20599-003,Y,,LC001,DS001,UNI T1  7
9/23/2015,RT,LEAD,1030,1509-20599-004,N,0.002MG/L,LC001,DS001,UNI T2  4
9/23/2015,RT,LEAD,1030,1509-20599-005,Y,,LC001,DS001,UNI T3  4
7/31/2012,RT,"COPPER, FREE",1022,1208-11526-001,N,0.14MG/L,LC001,DS001,U  NI T3  4
7/31/2012,RT,"COPPER, FREE",1022,1208-11526-002,N,0.048MG/L,LC001,DS001,U  NI T6
7/31/2012,RT,"COPPER, FREE",1022,1208-11526-003,N,0.16MG/L,LC001,DS001,U  NI T2  4
7/31/2012,RT,"COPPER, FREE",1022,1208-11526-004,N,0.051MG/L,LC001,DS001,UNI T8
7/31/2012,RT,"COPPER, FREE",1022,1208-11526-005,N,0.13MG/L,LC001,DS001,U  NI T1  7
7/31/2012,RT,LEAD,1030,1208-11526-001,N,0.006MG/L,LC001,DS001,UNI T3  4
7/31/2012,RT,LEAD,1030,1208-11526-002,N,0.005MG/L,LC001,DS001,UNI T6
7/31/2012,RT,LEAD,1030,1208-11526-003,N,0.017MG/L,LC001,DS001,UNI T2  4
7/31/2012,RT,LEAD,1030,1208-11526-004,N,0.008MG/L,LC001,DS001,UNI T8
7/31/2012,RT,LEAD,1030,1208-11526-005,N,0.012MG/L,LC001,DS001,UNI T1  7
6/9/2009,RT,"COPPER, FREE",1022,0906-07845001,N,0.11MG/L,LC001,DS001,"U  NI T#  6  ,K  I T  CHE  N"
6/9/2009,RT,"COPPER, FREE",1022,0906-07845002,N,0.14MG/L,LC001,DS001,"UNI T#  1  4  ,K  I T  CHE  N"
6/9/2009,RT,"COPPER, FREE",1022,0906-07845003,N,0.28MG/L,LC001,DS001,"UNI T#  1  9  ,B  R"
6/9/2009,RT,"COPPER, FREE",1022,0906-07845004,N,0.52MG/L,LC001,DS001,"UNI T#  2  4  ,B  R"
6/9/2009,RT,"COPPER, FREE",1022,0906-07845005,N,0.085MG/L,LC001,DS001,"U  NI T#  3  1  ,B  R"
6/9/2009,RT,LEAD,1030,0906-07845001,N,0.002MG/L,LC001,DS001,"UNI T#  6  ,K  I T  CHE  N"
6/9/2009,RT,LEAD,1030,0906-07845002,N,0.003MG/L,LC001,DS001,"UNI T#  1  4  ,K  I T  CHE  N"
6/9/2009,RT,LEAD,1030,0906-07845003,N,0.009MG/L,LC001,DS001,"U  NI T#  1  9  ,B  R"
6/9/2009,RT,LEAD,1030,0906-07845004,N,0.011MG/L,LC001,DS001,"UNI T#  2  4  ,B  R"
6/9/2009,RT,LEAD,1030,0906-07845005,N,0.003MG/L,LC001,DS001,"UNI T#  3  1  ,B  R"
11/13/2008,RT,"COPPER, FREE",1022,0811-16753001,N,0.067MG/L,LC001,DS001,U  NI T6K  I T  CHE  N
11/13/2008,RT,"COPPER, FREE",1022,0811-16753002,N,0.16MG/L,LC001,DS001,UNI T1  4K  I T  CHE  N
11/13/2008,RT,"COPPER, FREE",1022,0811-16753003,N,0.18MG/L,LC001,DS001,UNI T1  9B  R
11/13/2008,RT,"COPPER, FREE",1022,0811-16753004,N,0.39MG/L,LC001,DS001,U  NI T2  4B  R
