Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-001,N,0.082MG/L,LC001,DS001,"WSID 21405, ROOM 240"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-002,N,0.14MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,R  OOM2  2  6"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-003,N,0.034MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,R  OOM1  3  5"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-004,N,1.2MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,L  A  B2  3  4"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-005,N,0.18MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,E  XA  MRO  OM"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-006,N,1.3MG/L,LC001,DS001,"2W3S5I D2  1  4  0  5  ,E  XA  MRO  OM"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-007,N,0.078MG/L,LC001,DS001,"2W3S1I D2  1  4  0  5  ,K  I T  CHE  N"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-008,N,0.13MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,P  TPR  EPSI N  K"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-009,N,0.094MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,P  TSI N  K"
12/15/2016,RT,"COPPER, FREE",1022,1612-28572-010,N,0.16MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,C  ORR  I DOR1  4  2"
12/15/2016,RT,LEAD,1030,1612-28572-001,Y,,LC001,DS001,"WS  I D2  1  4  0  5  ,R  OOM2  4  0"
12/15/2016,RT,LEAD,1030,1612-28572-002,Y,,LC001,DS001,"WS  I D2  1  4  0  5  ,R  OOM2  2  6"
12/15/2016,RT,LEAD,1030,1612-28572-003,Y,,LC001,DS001,"WS  I D2  1  4  0  5  ,R  OOM1  3  5"
12/15/2016,RT,LEAD,1030,1612-28572-004,Y,,LC001,DS001,"WS  I D2  1  4  0  5  ,L  A  B2  3  4"
12/15/2016,RT,LEAD,1030,1612-28572-005,Y,,LC001,DS001,"WS  I D2  1  4  0  5  ,E  XA  MRO  OM"
12/15/2016,RT,LEAD,1030,1612-28572-006,Y,,LC001,DS001,"2W3S5I D2  1  4  0  5  ,E  XA  MRO  OM"
12/15/2016,RT,LEAD,1030,1612-28572-007,Y,,LC001,DS001,"2W3S1I D2  1  4  0  5  ,K  I T  CHE  N"
12/15/2016,RT,LEAD,1030,1612-28572-008,N,0.0029MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,P  TPR  EPSI N  K"
12/15/2016,RT,LEAD,1030,1612-28572-009,N,0.0012MG/L,LC001,DS001,"WS  I D2  1  4  0  5  ,P  TSI N  K"
12/15/2016,RT,LEAD,1030,1612-28572-010,Y,,LC001,DS001,"WS  I D2  1  4  0  5  ,C  ORR  I DOR1  4  2"
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-001,Y,,LC001,DS001,C  OR  RI DO  RE1  4  2
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-002,N,0.14MG/L,LC001,DS001,P  TS  I NKA
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-003,N,0.18MG/L,LC001,DS001,P  TS  I NKB
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-004,N,0.28MG/L,LC001,DS001,ROOM1  3  5
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-005,N,0.021MG/L,LC001,DS001,K  I T  CH  ENSI N  K
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-006,N,0.15MG/L,LC001,DS001,ROOM2  3  1
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-007,N,1.0MG/L,LC001,DS001,ROOM2  3  5
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-008,N,0.18MG/L,LC001,DS001,ROOM2  3  4
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-009,N,1.4MG/L,LC001,DS001,ROOM2  2  6
6/3/2016,RT,"COPPER, FREE",1022,1606-11271-010,N,0.10MG/L,LC001,DS001,R  OOM2  4  0
6/3/2016,RT,LEAD,1030,1606-11271-001,Y,,LC001,DS001,C  OR  RI DO  RE1  4  2
6/3/2016,RT,LEAD,1030,1606-11271-002,N,0.002MG/L,LC001,DS001,PTS  I NKA
6/3/2016,RT,LEAD,1030,1606-11271-003,N,0.010MG/L,LC001,DS001,P  TS  I NKB
6/3/2016,RT,LEAD,1030,1606-11271-004,N,0.002MG/L,LC001,DS001,ROOM1  3  5
