Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
7/5/2016,RT,"COPPER, FREE",1022,BN67814,N,0.184MG/L,LC001,DS001,148B
7/5/2016,RT,"COPPER, FREE",1022,BN67815,N,0.069MG/L,LC001,DS001,14 8D
7/5/2016,RT,"COPPER, FREE",1022,BN67816,N,0.121MG/L,LC001,DS001,1 48 E
7/5/2016,RT,"COPPER, FREE",1022,BN67817,N,0.031MG/L,LC001,DS001,1  4 8  G
7/5/2016,RT,"COPPER, FREE",1022,BN67818,N,0.044MG/L,LC001,DS001,1  4  8 H
7/5/2016,RT,LEAD,1030,BN67814,N,0.002MG/L,LC001,DS001,1  4 8  B
7/5/2016,RT,LEAD,1030,BN67815,N,0.001MG/L,LC001,DS001,14  8 D
7/5/2016,RT,LEAD,1030,BN67816,N,0.002MG/L,LC001,DS001,1 48  E
7/5/2016,RT,LEAD,1030,BN67817,Y,,LC001,DS001,1  48 G
7/5/2016,RT,LEAD,1030,BN67818,Y,,LC001,DS001,14 8H
7/9/2013,RT,"COPPER, FREE",1022,BF03731,N,0.073MG/L,LC001,DS001,1 48 B
7/9/2013,RT,"COPPER, FREE",1022,BF03732,N,0.095MG/L,LC001,DS001,1 4  8E
7/9/2013,RT,"COPPER, FREE",1022,BF03733,N,0.169MG/L,LC001,DS001,1  4 8G
7/9/2013,RT,"COPPER, FREE",1022,BF03734,N,0.140MG/L,LC001,DS001,1  4 8H
7/9/2013,RT,"COPPER, FREE",1022,BF03735,N,0.124MG/L,LC001,DS001,14  8 D
7/9/2013,RT,LEAD,1030,BF03731,N,0.002MG/L,LC001,DS001,14  8 B
7/9/2013,RT,LEAD,1030,BF03732,N,0.002MG/L,LC001,DS001,1 4  8  E
7/9/2013,RT,LEAD,1030,BF03733,N,0.002MG/L,LC001,DS001,1  4  8 G
7/9/2013,RT,LEAD,1030,BF03734,N,0.002MG/L,LC001,DS001,1  4  8  H
7/9/2013,RT,LEAD,1030,BF03735,N,0.003MG/L,LC001,DS001,1  4  8  D
7/6/2010,RT,"COPPER, FREE",1022,AZ21387,N,0.053MG/L,LC001,DS001,1 48  D
7/6/2010,RT,"COPPER, FREE",1022,AZ21388,N,0.059MG/L,LC001,DS001,14  8  D
7/6/2010,RT,"COPPER, FREE",1022,AZ21389,N,0.055MG/L,LC001,DS001,1  48 E
7/6/2010,RT,"COPPER, FREE",1022,AZ21390,N,0.057MG/L,LC001,DS001,1  4  8 G
7/6/2010,RT,"COPPER, FREE",1022,AZ21391,N,0.051MG/L,LC001,DS001,1 4  8H
7/6/2010,RT,LEAD,1030,AZ21387,N,0.001MG/L,LC001,DS001,1 48 D
7/6/2010,RT,LEAD,1030,AZ21388,N,0.002MG/L,LC001,DS001,14 8D
7/6/2010,RT,LEAD,1030,AZ21389,N,0.001MG/L,LC001,DS001,1 4  8  E
7/6/2010,RT,LEAD,1030,AZ21390,N,0.002MG/L,LC001,DS001,1  4  8  G
7/6/2010,RT,LEAD,1030,AZ21391,N,0.001MG/L,LC001,DS001,1 4  8  H
7/10/2007,RT,"COPPER, FREE",1022,AJ30726,N,0.05MG/L,EP001,WL001,1 48  D
7/10/2007,RT,"COPPER, FREE",1022,AJ30727,N,0.074MG/L,LC001,DS001,1  4  8B
7/10/2007,RT,"COPPER, FREE",1022,AJ30728,N,0.048MG/L,LC001,DS001,1  4  8  E
7/10/2007,RT,"COPPER, FREE",1022,AJ30729,N,0.02MG/L,LC001,DS001,1 4  8  G
