Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
7/24/2017,SP,"COPPER, FREE",1022,1707-16631-001,N,0.15MG/L,LC001,DS001,PRE-K CLASSROOM
7/24/2017,SP,LEAD,1030,1707-16631-001,Y,,LC001,DS001,DPRAEY-CKA CRLEA  S  SR  OOM
8/25/2016,RT,"COPPER, FREE",1022,1608-19073-001,N,0.23MG/L,LC001,DS001,D#1A YKCITACRHEE N
8/25/2016,RT,"COPPER, FREE",1022,1608-19073-002,N,0.19MG/L,LC001,DS001,"#2GI RL  ' SL  A  VL  OB  B  YS  I NK"
8/25/2016,RT,"COPPER, FREE",1022,1608-19073-003,N,0.18MG/L,LC001,DS001,"#  32N  DG  RA  DESI N  K"
8/25/2016,RT,"COPPER, FREE",1022,1608-19073-004,N,0.20MG/L,LC001,DS001,"#  44  T  HGRA  DES  I NK"
8/25/2016,RT,"COPPER, FREE",1022,1608-19073-005,N,0.17MG/L,LC001,DS001,"#  5PR  ES  CH  OOLS  I NK"
8/25/2016,RT,LEAD,1030,1608-19073-001,Y,,LC001,DS001,"#  1KI T  CH  EN"
8/25/2016,RT,LEAD,1030,1608-19073-002,Y,,LC001,DS001,"#  2GI RL  ' SL  A  VL  OB  B  YS  I NK"
8/25/2016,RT,LEAD,1030,1608-19073-003,Y,,LC001,DS001,"#  32N  DG  RA  DESI N  K"
8/25/2016,RT,LEAD,1030,1608-19073-004,Y,,LC001,DS001,"#44  T  HGRA  DES  I NK"
8/25/2016,RT,LEAD,1030,1608-19073-005,Y,,LC001,DS001,"#  5PR  ES  CH  OOLS  I NK"
7/2/2013,RT,"COPPER, FREE",1022,1307-12056-001,N,0.11MG/L,LC001,DS001,K  I T  CH  EN
7/2/2013,RT,"COPPER, FREE",1022,1307-12056-002,N,0.082MG/L,LC001,DS001,GI RL  SL  AVL  OB  BYS  I NK
7/2/2013,RT,"COPPER, FREE",1022,1307-12056-003,N,0.11MG/L,LC001,DS001,F  O  URT  HGRA  DESI N  K
7/2/2013,RT,"COPPER, FREE",1022,1307-12056-004,N,0.081MG/L,LC001,DS001,SE  CON  DGR  AD  ES  I NK
7/2/2013,RT,"COPPER, FREE",1022,1307-12056-005,N,0.096MG/L,LC001,DS001,P  R  E- S  CHO  OLSI N  K
7/2/2013,RT,LEAD,1030,1307-12056-001,Y,,LC001,DS001,K  I T  CH  EN
7/2/2013,RT,LEAD,1030,1307-12056-002,Y,,LC001,DS001,G  I RL  SL  AVL  OB  BYS  I NK
7/2/2013,RT,LEAD,1030,1307-12056-003,N,0.001MG/L,LC001,DS001,FO  URT  HGRA  DESI N  K
7/2/2013,RT,LEAD,1030,1307-12056-004,Y,,LC001,DS001,SE  CON  DGR  AD  ES  I NK
7/2/2013,RT,LEAD,1030,1307-12056-005,N,0.002MG/L,LC001,DS001,P  R  E- S  CHO  OLSI N  K
7/19/2010,RT,"COPPER, FREE",1022,11I0056,N,0.14MG/L,LC001,DS001,L  I TC  HE  N
7/19/2010,RT,"COPPER, FREE",1022,11I0057,N,0.16MG/L,LC001,DS001,G  I RL  SBA  T  HR  OOML  OB  BY
7/19/2010,RT,"COPPER, FREE",1022,11I0058,N,0.14MG/L,LC001,DS001,2  N  DG  RA  DEROOM
7/19/2010,RT,"COPPER, FREE",1022,11I0059,N,0.13MG/L,LC001,DS001,4  T  HGRA  DERO  OM
7/19/2010,RT,"COPPER, FREE",1022,11I0060,N,0.15MG/L,LC001,DS001,PR  ES  CH  OOLCL  A  S  SR  OOM
7/19/2010,RT,LEAD,1030,11I0056,Y,,LC001,DS001,L I  T  C  HE  N
7/19/2010,RT,LEAD,1030,11I0057,N,0.001MG/L,LC001,DS001,GI RL  SBA  T  HR  OOML  OB  BY
7/19/2010,RT,LEAD,1030,11I0058,N,0.002MG/L,LC001,DS001,2  NDG  RA  DEROOM
7/19/2010,RT,LEAD,1030,11I0059,N,0.002MG/L,LC001,DS001,4 THGRA  DERO  OM
7/19/2010,RT,LEAD,1030,11I0060,N,0.002MG/L,LC001,DS001,PR  ES  CH  OOLCL  A  S  SR  OOM
7/15/2009,RT,"COPPER, FREE",1022,10I0041,N,0.13MG/L,LC001,DS001,ED  ENCE  NT  RA  LSC  HOO  L
7/15/2009,RT,LEAD,1030,10I0041,Y,,LC001,DS001,KEIDTECNH ECNE N  T  RA  LSC  HOOL
