Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
5/30/2007,RT,LEAD,1030,300117,Y,,EP001,WL001,LADIES BATH DOWNSTAIRS
1/30/2007,RT,"COPPER, FREE",1022,292188,N,0.232MG/L,EP001,WL001,MEN  SR  OOMDO  WN  ST  A  I RS
1/30/2007,RT,LEAD,1030,292188,N,0.024MG/L,EP001,WL001,MEN  SR  OOMDO  WN  ST  A  I RS
1/29/2007,RT,"COPPER, FREE",1022,292186,N,0.162MG/L,LC001,DS001,L AD  I ESROO  M
1/29/2007,RT,"COPPER, FREE",1022,292187,N,0.028MG/L,LC001,DS001,LUAPDSITEASI RRSO/1OSMT  DRAW
1/29/2007,RT,"COPPER, FREE",1022,292189,N,0.021MG/L,LC001,DS001,CDAOFWEN LSOTUANIRGSE
1/29/2007,RT,"COPPER, FREE",1022,292190,N,0.049MG/L,LC001,DS001,MEN  SR  OOMDO  WN  ST  A  I RS
1/29/2007,RT,LEAD,1030,292186,N,0.014MG/L,LC001,DS001,LA  D  I ESROO  M
1/29/2007,RT,LEAD,1030,292187,N,0.002MG/L,LC001,DS001,LUAPDSITEASI RRSO/1OSMT  DRAW
1/29/2007,RT,LEAD,1030,292189,N,0.001MG/L,LC001,DS001,DCAOFWEN LSOTUANIRGSE
1/29/2007,RT,LEAD,1030,292190,N,0.004MG/L,LC001,DS001,MEN  SR  OOMDO  WN  ST  A  I RS
8/16/2006,RT,"COPPER, FREE",1022,280553,Y,,LC001,DS001,PL  A  T  ER  OOM
8/16/2006,RT,"COPPER, FREE",1022,280554,N,1.67MG/L,LC001,DS001,DB  AT  HR  OOM
8/16/2006,RT,"COPPER, FREE",1022,280555,N,0.045MG/L,LC001,DS001,EB  AT  H  ROOM
8/16/2006,RT,"COPPER, FREE",1022,280556,Y,,LC001,DS001,1  0  4  AS  PI G  OT
8/16/2006,RT,"COPPER, FREE",1022,280557,N,0.098MG/L,LC001,DS001,DA  RKROOM
8/16/2006,RT,LEAD,1030,280553,N,0.003MG/L,LC001,DS001,P  L  A  T  ER  OOM
8/16/2006,RT,LEAD,1030,280554,N,0.100MG/L,LC001,DS001,DB  AT  HR  OOM
8/16/2006,RT,LEAD,1030,280555,N,0.003MG/L,LC001,DS001,EB  AT  H  ROOM
8/16/2006,RT,LEAD,1030,280556,N,0.138MG/L,LC001,DS001,1 04 AS  PI G  OT
8/16/2006,RT,LEAD,1030,280557,N,0.195MG/L,LC001,DS001,D  A  RKROOM
12/19/2003,RT,"COPPER, FREE",1022,P0427042,N,0.02MG/L,EP001,WL001,
12/19/2003,RT,LEAD,1030,P0427042,Y,,EP001,WL001,
7/11/2003,RT,"COPPER, FREE",1022,P04213689,N,0.05MG/L,EP001,WL001,
7/11/2003,RT,"COPPER, FREE",1022,P04213690,N,0.081MG/L,EP001,WL001,
7/11/2003,RT,"COPPER, FREE",1022,P04213691,N,0.106MG/L,EP001,WL001,
7/11/2003,RT,"COPPER, FREE",1022,P04213692,N,0.052MG/L,EP001,WL001,
7/11/2003,RT,"COPPER, FREE",1022,P04213694,N,2.63MG/L,EP001,WL001,
7/11/2003,RT,LEAD,1030,P04213689,N,0.003MG/L,EP001,WL001,
7/11/2003,RT,LEAD,1030,P04213690,Y,,EP001,WL001,
7/11/2003,RT,LEAD,1030,P04213691,N,0.026MG/L,EP001,WL001,
7/11/2003,RT,LEAD,1030,P04213692,Y,,EP001,WL001,
7/11/2003,RT,LEAD,1030,P04213694,N,0.082MG/L,EP001,WL001,
7/8/2002,RT,"COPPER, FREE",1022,P03196150,Y,,EP001,WL001,
