Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/19/2016,RT,"COPPER, FREE",1022,BV21254,N,0.128MG/L,LC001,DS001,37503/#6
9/19/2016,RT,"COPPER, FREE",1022,BV21255,N,1.26MG/L,LC001,DS001,37  5 0  4/PU  MPH  OUS  E
9/19/2016,RT,"COPPER, FREE",1022,BV21256,N,0.033MG/L,LC001,DS001,3  7  50  5 /  # 1  4
9/19/2016,RT,"COPPER, FREE",1022,BV21257,N,0.378MG/L,LC001,DS001,3  7 5  0  6/ # 12
9/19/2016,RT,"COPPER, FREE",1022,BV21258,N,0.013MG/L,LC001,DS001,37  5 07  /#8
9/19/2016,RT,LEAD,1030,BV21254,N,0.006MG/L,LC001,DS001,3  7  5  03 / #6
9/19/2016,RT,LEAD,1030,BV21255,N,0.005MG/L,LC001,DS001,3 75  0 4  /  P  U  MPH  OUS  E
9/19/2016,RT,LEAD,1030,BV21256,N,0.005MG/L,LC001,DS001,3  7  5  05 /  # 1  4
9/19/2016,RT,LEAD,1030,BV21257,N,0.005MG/L,LC001,DS001,3  7  5  0 6  / #1  2
9/19/2016,RT,LEAD,1030,BV21258,Y,,LC001,DS001,3 7  50  7 / #8
7/23/2013,RT,"COPPER, FREE",1022,BF10936,N,0.011MG/L,LC001,DS001,"#  2"
7/23/2013,RT,"COPPER, FREE",1022,BF10937,N,0.011MG/L,LC001,DS001,"#8"
7/23/2013,RT,"COPPER, FREE",1022,BF10938,N,0.009MG/L,LC001,DS001,"#  12"
7/23/2013,RT,"COPPER, FREE",1022,BF10939,N,0.009MG/L,LC001,DS001,"# 14"
7/23/2013,RT,"COPPER, FREE",1022,BF10940,N,0.011MG/L,LC001,DS001,PU  MPH  OUS  E
7/23/2013,RT,LEAD,1030,BF10936,N,0.001MG/L,LC001,DS001,"#2"
7/23/2013,RT,LEAD,1030,BF10937,N,0.001MG/L,LC001,DS001,"#  8"
7/23/2013,RT,LEAD,1030,BF10938,Y,,LC001,DS001,"# 1  2"
7/23/2013,RT,LEAD,1030,BF10939,Y,,LC001,DS001,"#  14"
7/23/2013,RT,LEAD,1030,BF10940,N,0.001MG/L,LC001,DS001,P  U  MPH  OUS  E
7/27/2010,RT,"COPPER, FREE",1022,AZ28181,N,0.042MG/L,LC001,DS001,"# 2"
7/27/2010,RT,"COPPER, FREE",1022,AZ28182,N,0.016MG/L,LC001,DS001,"#  8"
7/27/2010,RT,"COPPER, FREE",1022,AZ28183,N,0.014MG/L,LC001,DS001,"#1 2"
7/27/2010,RT,"COPPER, FREE",1022,AZ28184,N,0.014MG/L,LC001,DS001,"#  1  4"
7/27/2010,RT,"COPPER, FREE",1022,AZ28185,N,0.014MG/L,LC001,DS001,"#  P  U  MPH  OUS  E"
7/27/2010,RT,LEAD,1030,AZ28181,N,0.010MG/L,LC001,DS001,"# 2"
7/27/2010,RT,LEAD,1030,AZ28182,N,0.003MG/L,LC001,DS001,"# 8"
7/27/2010,RT,LEAD,1030,AZ28183,N,0.002MG/L,LC001,DS001,"# 12"
7/27/2010,RT,LEAD,1030,AZ28184,N,0.002MG/L,LC001,DS001,"#  14"
7/27/2010,RT,LEAD,1030,AZ28185,N,0.002MG/L,LC001,DS001,"# PU  MPH  OUS  E"
8/28/2007,RT,"COPPER, FREE",1022,AJ45284,N,0.019MG/L,LC001,DS001,"# 2"
8/28/2007,RT,"COPPER, FREE",1022,AJ45285,N,0.017MG/L,LC001,DS001,"#  8"
8/28/2007,RT,"COPPER, FREE",1022,AJ45286,N,0.019MG/L,LC001,DS001,"#  1  2"
8/28/2007,RT,"COPPER, FREE",1022,AJ45287,N,0.022MG/L,LC001,DS001,"#1 4"
