Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
6/2/2016,RT,"COPPER, FREE",1022,1606-11235-001,Y,,LC001,DS001,"WSID 21182, SCHOOL,"
6/2/2016,RT,"COPPER, FREE",1022,1606-11235-002,N,0.063MG/L,LC001,DS001,"WKISTCIDH 2E1N1 8S2IN, WK OME  NS"
6/2/2016,RT,"COPPER, FREE",1022,1606-11235-003,N,0.11MG/L,LC001,DS001,"BWASTIDH  2U1P1S8T2A, MIRESN  SB  A  TH"
6/2/2016,RT,"COPPER, FREE",1022,1606-11235-004,N,0.099MG/L,LC001,DS001,"WUPSSIDT A2I1R1S8 2  ,K  I T  CHE  N,"
6/2/2016,RT,"COPPER, FREE",1022,1606-11235-005,N,0.022MG/L,LC001,DS001,"WUPSSIDT A2I1R1S8 2  ,ME  NSBA  T  H"
6/2/2016,RT,LEAD,1030,1606-11235-001,Y,,LC001,DS001,"DWOSWIDN 2S1T1A8I2R, SS CH  OOL  ,"
6/2/2016,RT,LEAD,1030,1606-11235-002,Y,,LC001,DS001,"KWISTCIDH 2E1N1 8S2IN, WK OME  NS"
6/2/2016,RT,LEAD,1030,1606-11235-003,Y,,LC001,DS001,"BWASTIDH  2U1P1S8T2A, MIRESN  SB  AT  H"
6/2/2016,RT,LEAD,1030,1606-11235-004,Y,,LC001,DS001,"WUPSSIDT A2I1R1S8 2  ,K  I TC  HE  N,"
6/2/2016,RT,LEAD,1030,1606-11235-005,Y,,LC001,DS001,"UWPSSIDT A2I1R1S8 2  ,ME  NSBA  T  H"
7/30/2013,RT,"COPPER, FREE",1022,1307-14209-001,Y,,LC001,DS001,PDOOIWNNT S#T1AI R  S
7/30/2013,RT,"COPPER, FREE",1022,1307-14209-002,N,0.091MG/L,LC001,DS001,P  T#  2
7/30/2013,RT,"COPPER, FREE",1022,1307-14209-003,Y,,LC001,DS001,PT#  3
7/30/2013,RT,"COPPER, FREE",1022,1307-14209-004,Y,,LC001,DS001,PT#  4
7/30/2013,RT,"COPPER, FREE",1022,1307-14209-005,Y,,LC001,DS001,PT#  5
7/30/2013,RT,LEAD,1030,1307-14209-001,N,0.001MG/L,LC001,DS001,POI N  T#  1
7/30/2013,RT,LEAD,1030,1307-14209-002,Y,,LC001,DS001,PT#  2
7/30/2013,RT,LEAD,1030,1307-14209-003,Y,,LC001,DS001,PT#  3
7/30/2013,RT,LEAD,1030,1307-14209-004,Y,,LC001,DS001,P  T#  4
7/30/2013,RT,LEAD,1030,1307-14209-005,Y,,LC001,DS001,PT#  5
7/9/2012,RT,"COPPER, FREE",1022,1207-09874-001,Y,,LC001,DS001,"#  2W/ RUP  ST  A  I RS"
7/9/2012,RT,"COPPER, FREE",1022,1207-09874-002,Y,,LC001,DS001,"#  3M  / RUP  S  TA  I RS"
7/9/2012,RT,"COPPER, FREE",1022,1207-09874-003,Y,,LC001,DS001,"# 4K  I T  CHUP  ST  A  I RS"
7/9/2012,RT,"COPPER, FREE",1022,1207-09874-004,Y,,LC001,DS001,"#  5M  / RDO  WN  ST  A  I RS"
7/9/2012,RT,"COPPER, FREE",1022,1207-09874-005,Y,,LC001,DS001,"#  6CON  FD  OWNS  TA  I RS"
7/9/2012,RT,LEAD,1030,1207-09874-001,Y,,LC001,DS001,"#2W/ RUP  ST  A  I RS"
7/9/2012,RT,LEAD,1030,1207-09874-002,Y,,LC001,DS001,"#  3M  / RUP  S  TA  I RS"
7/9/2012,RT,LEAD,1030,1207-09874-003,Y,,LC001,DS001,"#  4KI T  CHUP  ST  A  I RS"
7/9/2012,RT,LEAD,1030,1207-09874-004,Y,,LC001,DS001,"#5M  / RDO  WN  ST  A  I RS"
7/9/2012,RT,LEAD,1030,1207-09874-005,Y,,LC001,DS001,"# 6CON  FD  OWNS  TA  I RS"
7/27/2011,RT,"COPPER, FREE",1022,1107-10566-001,Y,,LC001,DS001,KI T  CH  ENSI N  K
7/27/2011,RT,"COPPER, FREE",1022,1107-10566-002,N,0.02MG/L,LC001,DS001,WOME  NR  OOM/ U  PS  T  AI R  S
7/27/2011,RT,"COPPER, FREE",1022,1107-10566-003,N,0.022MG/L,LC001,DS001,M  ENROOM/ U  PS  T  AI R  S
7/27/2011,RT,"COPPER, FREE",1022,1107-10566-004,Y,,LC001,DS001,K  I T  CH  EN  ET  T  E
