Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/31/2017,RT,"COPPER, FREE",1022,1708-20603-001,N,0.043MG/L,LC001,DS001,"WSID 20406, LOBBY",
8/31/2017,RT,"COPPER, FREE",1022,1708-20603-002,Y,,LC001,DS001,"WS  I D2  0  4  0  6  ,S  OUT  HRM",
8/31/2017,RT,"COPPER, FREE",1022,1708-20603-003,Y,,LC001,DS001,"WS  I D2  0  4  0  6  ,N  ORT  HR  M",
8/31/2017,RT,"COPPER, FREE",1022,1708-20603-004,N,0.031MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,L  OB  B  Y",
8/31/2017,RT,"COPPER, FREE",1022,1708-20603-005,N,0.039MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,S  OUT  HRM",
8/31/2017,RT,LEAD,1030,1708-20603-001,N,0.0023MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,L  OB  B  Y",
8/31/2017,RT,LEAD,1030,1708-20603-002,Y,,LC001,DS001,"WS  I D2  0  4  0  6  ,S  OUT  HRM",
8/31/2017,RT,LEAD,1030,1708-20603-003,Y,,LC001,DS001,"WS  I D2  0  4  0  6  ,N  ORT  HR  M",
8/31/2017,RT,LEAD,1030,1708-20603-004,N,0.0012MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,L  OB  B  Y",
8/31/2017,RT,LEAD,1030,1708-20603-005,N,0.0029MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,S  OUT  HRM",
8/29/2014,RT,"COPPER, FREE",1022,1409-17964-001,N,0.026MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,S  OUT  HROO",M
8/29/2014,RT,"COPPER, FREE",1022,1409-17964-002,N,0.023MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,L  OB  B  Y",
8/29/2014,RT,"COPPER, FREE",1022,1409-17964-003,N,0.072MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,N  ORT  HR  OO",M
8/29/2014,RT,"COPPER, FREE",1022,1409-17964-004,N,0.025MG/L,LC001,DS001,"WS  I D2  0  4  0  6  ,B  AT  H  ROOM",
8/29/2014,RT,"COPPER, FREE",1022,1409-17964-005,N,0.021MG/L,LC001,DS001,"WONSEID2  0  4  0  6  ,B  AT  HR  OOM",
8/29/2014,RT,LEAD,1030,1409-17964-001,Y,,LC001,DS001,"WTWSOID2 0  40 6,  SOU  T  HRO  O",M
8/29/2014,RT,LEAD,1030,1409-17964-002,Y,,LC001,DS001,"WS  I D2  0  4  0  6  ,L  OB  B  Y",
8/29/2014,RT,LEAD,1030,1409-17964-003,Y,,LC001,DS001,"WS  I D2  0  4  0  6  ,N  ORT  HR  OO",M
8/29/2014,RT,LEAD,1030,1409-17964-004,Y,,LC001,DS001,"WS  I D2  0  4  0  6  ,B  AT  H  ROOM",
8/29/2014,RT,LEAD,1030,1409-17964-005,Y,,LC001,DS001,"WONSEID2  0  4  0  6  ,B  AT  HR  OOM",
7/14/2011,RT,"COPPER, FREE",1022,IN34326,Y,,LC001,DS001,TGWIROL SB  R,
7/14/2011,RT,"COPPER, FREE",1022,IN36656,Y,,LC001,DS001,FR  ONL  O  BB  Y,
7/14/2011,RT,"COPPER, FREE",1022,IN36668,Y,,LC001,DS001,ST  A  FFB  R,
7/14/2011,RT,"COPPER, FREE",1022,IN36671,Y,,LC001,DS001,B  OY  SBR,
7/14/2011,RT,"COPPER, FREE",1022,IN36674,Y,,LC001,DS001,DRO  OM,
7/14/2011,RT,LEAD,1030,IN34326,Y,,LC001,DS001,G  I RL  SBR,
7/14/2011,RT,LEAD,1030,IN36656,Y,,LC001,DS001,FR  ONL  O  BB  Y,
7/14/2011,RT,LEAD,1030,IN36668,Y,,LC001,DS001,ST  A  FFB  R,
7/14/2011,RT,LEAD,1030,IN36671,Y,,LC001,DS001,BOY  SBR,
7/14/2011,RT,LEAD,1030,IN36674,Y,,LC001,DS001,DRO  OM,
8/21/2008,RT,"COPPER, FREE",1022,0808-12011001,N,0.63MG/L,LC001,DS001,FR  ONTL  OB  B  Y,
8/21/2008,RT,"COPPER, FREE",1022,0808-12011002,N,0.13MG/L,LC001,DS001,D  E  NNARO  OM,
8/21/2008,RT,"COPPER, FREE",1022,0808-12011003,N,0.078MG/L,LC001,DS001,G  I RL  SBR,
8/21/2008,RT,"COPPER, FREE",1022,0808-12011004,N,0.056MG/L,LC001,DS001,BOY  SBR,
