Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/16/2017,RT,"COPPER, FREE",1022,1708-19386-001,Y,,LC001,DS001,"WSID 20790, UNIT 18",
8/16/2017,RT,"COPPER, FREE",1022,1708-19386-002,N,0.34MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T2",
8/16/2017,RT,"COPPER, FREE",1022,1708-19386-003,Y,,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  6",
8/16/2017,RT,"COPPER, FREE",1022,1708-19386-004,N,0.13MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  9",
8/16/2017,RT,"COPPER, FREE",1022,1708-19386-005,N,0.19MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1",
8/16/2017,RT,LEAD,1030,1708-19386-001,Y,,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  8",
8/16/2017,RT,LEAD,1030,1708-19386-002,N,0.0038MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T2",
8/16/2017,RT,LEAD,1030,1708-19386-003,Y,,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  6",
8/16/2017,RT,LEAD,1030,1708-19386-004,N,0.0038MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  9",
8/16/2017,RT,LEAD,1030,1708-19386-005,Y,,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1",
11/30/2016,RT,"COPPER, FREE",1022,1612-27204-001,N,0.19MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T3",
11/30/2016,RT,"COPPER, FREE",1022,1612-27204-002,N,0.17MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T2",
11/30/2016,RT,"COPPER, FREE",1022,1612-27204-003,N,0.067MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  6",
11/30/2016,RT,"COPPER, FREE",1022,1612-27204-004,N,0.044MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  8",
11/30/2016,RT,"COPPER, FREE",1022,1612-27204-005,N,0.094MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  9",
11/30/2016,RT,LEAD,1030,1612-27204-001,N,0.0022MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T3",
11/30/2016,RT,LEAD,1030,1612-27204-002,Y,,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T2",
11/30/2016,RT,LEAD,1030,1612-27204-003,N,0.0017MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  6",
11/30/2016,RT,LEAD,1030,1612-27204-004,N,0.0055MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  8",
11/30/2016,RT,LEAD,1030,1612-27204-005,N,0.0021MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T1  9",
5/18/2016,RT,"COPPER, FREE",1022,1605-10115-001,N,0.21MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T#  1  ,B",L  D  G
5/18/2016,RT,"COPPER, FREE",1022,1605-10115-002,N,0.14MG/L,LC001,DS001,"W#1S  I D2  0  7  9  0  ,U  NI T#  2  ,B",L  D  G
5/18/2016,RT,"COPPER, FREE",1022,1605-10115-003,N,0.051MG/L,LC001,DS001,"#W2S  I D2  0  7  9  0  ,U  NI T#  1  6  ,",
5/18/2016,RT,"COPPER, FREE",1022,1605-10115-004,N,0.072MG/L,LC001,DS001,"WBLSDIDG  2#067  9  0  ,UN  I T#  1  8  ,",
5/18/2016,RT,"COPPER, FREE",1022,1605-10115-005,Y,,LC001,DS001,"WBLSDIDG  2#067  9  0  ,UN  I T#  1  9  ,",
5/18/2016,RT,LEAD,1030,1605-10115-001,Y,,LC001,DS001,"WBLSDIDG  2#077  9  0  ,UN  I T#  1  ,B",L  D  G
5/18/2016,RT,LEAD,1030,1605-10115-002,Y,,LC001,DS001,"#W1S  I D2  0  7  9  0  ,U  NI T#  2  ,B",L  D  G
5/18/2016,RT,LEAD,1030,1605-10115-003,Y,,LC001,DS001,"W#2S  I D2  0  7  9  0  ,U  NI T#  1  6  ,",
5/18/2016,RT,LEAD,1030,1605-10115-004,Y,,LC001,DS001,"WBLSDIDG  2#067  9  0  ,UN  I T#  1  8  ,",
5/18/2016,RT,LEAD,1030,1605-10115-005,Y,,LC001,DS001,"BWLSDIDG  2#067  9  0  ,UN  I T#  1  9  ,",
11/11/2015,RT,"COPPER, FREE",1022,1511-24423-001,N,0.18MG/L,LC001,DS001,"BWLSDIDG  2#077  9  0  ,UN  I T#  2",
11/11/2015,RT,LEAD,1030,1511-24423-001,Y,,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T#  2",
10/13/2015,RT,"COPPER, FREE",1022,1510-22403-001,N,0.092MG/L,LC001,DS001,"WS  I D2  0  7  9  0  ,U  NI T#  2  ,",
10/13/2015,RT,"COPPER, FREE",1022,1510-22403-002,Y,,LC001,DS001,"KWISTCIDH 2E0N7 9S0IN, SKOUR  CE#  1  ,",
