Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-001,N,0.023MG/L,LC001,DS001,"WSID 5170, 511 UPPER",
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-002,N,0.047MG/L,LC001,DS001,"PWLSAIDIN 5  1  7  0  ,5  2  4N  O.",
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-003,N,0.11MG/L,LC001,DS001,"WPLSEIDAS 5A1N70T,  S5T4 8N  O.",
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-004,N,0.19MG/L,LC001,DS001,"PWLSEIDAS 5A1N70T,  S3T4 8",
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-005,N,0.17MG/L,LC001,DS001,"FWASIRIDG 5R1O7U0,N 1D3 5R CDAR  SO  N",L  N
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-006,N,0.031MG/L,LC001,DS001,"WS  I D5  1  7  0  ,3  9",
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-007,N,0.090MG/L,LC001,DS001,"FWASIRIDG 5R1O7U0,N 1D0 0R DDOB  BI N  S",L  N
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-008,N,0.21MG/L,LC001,DS001,"WS  I D5  1  7  0  ,2  0  7MA  I NS  T",
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-009,N,0.16MG/L,LC001,DS001,"WS  I D5  1  7  0  ,9  4D  EP  OTST",
8/9/2017,RT,"COPPER, FREE",1022,1708-18306-010,N,0.022MG/L,LC001,DS001,"WS  I D5  1  7  0  ,1  2  3  3L  OWE  R",
8/9/2017,RT,LEAD,1030,1708-18306-001,Y,,LC001,DS001,"PWLSAIDIN 5  1  7  0  ,5  1  1UP  PE  R",
8/9/2017,RT,LEAD,1030,1708-18306-002,N,0.0012MG/L,LC001,DS001,"WPLSAIDIN 5  1  7  0  ,5  2  4NO.",
8/9/2017,RT,LEAD,1030,1708-18306-003,N,0.0017MG/L,LC001,DS001,"WPLSEIDAS 5A1N70T,  S5T4 8N  O.",
8/9/2017,RT,LEAD,1030,1708-18306-004,N,0.0062MG/L,LC001,DS001,"PWLSEIDAS 5A1N70T,  S3T4 8",
8/9/2017,RT,LEAD,1030,1708-18306-005,N,0.0028MG/L,LC001,DS001,"FWASIRIDG 5R1O7U0,N 1D3 5R CDAR  SO  N",L  N
8/9/2017,RT,LEAD,1030,1708-18306-006,Y,,LC001,DS001,"WS  I D5  1  7  0  ,3  9",
8/9/2017,RT,LEAD,1030,1708-18306-007,Y,,LC001,DS001,"FWASIRIDG 5R1O7U0,N 1D0 0R DDOB  BI N  S",L  N
8/9/2017,RT,LEAD,1030,1708-18306-008,N,0.0024MG/L,LC001,DS001,"WS  I D5  1  7  0  ,2  0  7MA  I NS  T",
8/9/2017,RT,LEAD,1030,1708-18306-009,N,0.0015MG/L,LC001,DS001,"WS  I D5  1  7  0  ,9  4D  EP  OTST",
8/9/2017,RT,LEAD,1030,1708-18306-010,Y,,LC001,DS001,"WS  I D5  1  7  0  ,1  2  3  3L  OWE  R",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-001,Y,,LC001,DS001,"PWLSAIDIN 5  1  7  0  ,5  1  1U  P  PE  R",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-002,N,0.28MG/L,LC001,DS001,"PWLSAIDIN 5  1  7  0  ,5  3  5UP  PE  R",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-003,N,0.18MG/L,LC001,DS001,"PWLSAIDIN 5  1  7  0  ,5  7  4NO.",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-004,N,0.093MG/L,LC001,DS001,"PWLSEIDAS 5A1N70T,  S5T4 8N  O.",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-005,N,0.24MG/L,LC001,DS001,"WPLSEIDAS 5A1N70T,  S1T3 0",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-006,N,0.17MG/L,LC001,DS001,"WFASIRIDG 5R1O7U0,N 9D1  RHOIGAHD ST",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-007,N,0.25MG/L,LC001,DS001,"WS  I D5  1  7  0  ,3  4  8",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-008,N,0.086MG/L,LC001,DS001,"WFASIRIDG 5R1O7U0,N 1D3 5R CDAR  SO  N",L  N
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-009,N,0.10MG/L,LC001,DS001,"WS  I D5  1  7  0  ,3  9",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-010,N,0.086MG/L,LC001,DS001,"WFASIRIDG 5R1O7U0,N 1D0 0R DDOB  BI N  S",L  N
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-011,Y,,LC001,DS001,"WS  I D5  1  7  0  ,5  5  3N  O.",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-012,N,0.044MG/L,LC001,DS001,"WPLSEIDAS 5A1N70T,  S1T1 0S  U  NRI S  E",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-013,N,0.17MG/L,LC001,DS001,"WDRS I D5  1  7  0  ,2  0  7MA  I NS  T",
11/9/2016,RT,"COPPER, FREE",1022,1611-25777-014,N,0.44MG/L,LC001,DS001,"WS  I D5  1  7  0  ,1  1  2  8L  OWE  R",
