Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
9/15/2015,RT,"COPPER, FREE",1022,1509-19856-001,N,0.11MG/L,LC001,DS001,"WSID 20838, RESCUE",
9/15/2015,RT,"COPPER, FREE",1022,1509-19856-002,N,0.077MG/L,LC001,DS001,"WSQSUIDA D20 K8I3T8C, HREENS C  UE",
9/15/2015,RT,"COPPER, FREE",1022,1509-19856-003,N,0.074MG/L,LC001,DS001,"WSQSUIDA D20, 8U3T8I,L LITAYB",
9/15/2015,RT,"COPPER, FREE",1022,1509-19856-004,N,0.11MG/L,LC001,DS001,"WS  I D2  0  8  3  8  ,B  AT  H  ROOM",
9/15/2015,RT,"COPPER, FREE",1022,1509-19856-005,N,0.13MG/L,LC001,DS001,"WS  I D2  0  8  3  8  ,ME  DR  OOM",
9/15/2015,RT,LEAD,1030,1509-19856-001,N,0.020MG/L,LC001,DS001,"WS  I D2  0  8  3  8  ,R  ES  CU  E",
9/15/2015,RT,LEAD,1030,1509-19856-002,N,0.002MG/L,LC001,DS001,"SWQSUIDA D20 K8I3T8C, HREENS C  UE",
9/15/2015,RT,LEAD,1030,1509-19856-003,N,0.006MG/L,LC001,DS001,"SWQSUIDA D20, 8U3T8I,L LITAYB",
9/15/2015,RT,LEAD,1030,1509-19856-004,N,0.003MG/L,LC001,DS001,"WS  I D2  0  8  3  8  ,B  AT  H  ROOM",
9/15/2015,RT,LEAD,1030,1509-19856-005,N,0.005MG/L,LC001,DS001,"WS  I D2  0  8  3  8  ,ME  DR  OOM",
9/25/2012,RT,"COPPER, FREE",1022,IN41294,N,0.11MG/L,LC001,DS001,RE  SC  UESQU  ADUT  I L  T  I Y,
9/25/2012,RT,"COPPER, FREE",1022,IN41475,Y,,LC001,DS001,RREOSOCMU  ESQ  UA  DK  I TC  HE  N,
9/25/2012,RT,"COPPER, FREE",1022,IN41479,Y,,LC001,DS001,TA  L  L  UL  A  HSB  AT  HR  OOM,
9/25/2012,RT,"COPPER, FREE",1022,IN41580,N,0.10MG/L,LC001,DS001,H  E  AL  T  HC  EN  T  ERCOF  F  EE,
9/25/2012,RT,"COPPER, FREE",1022,IN41592,Y,,LC001,DS001,HREOAOLMT HC  E  NT  ERL  AB,
9/25/2012,RT,LEAD,1030,IN41294,N,0.011MG/L,LC001,DS001,R  E  SC  UESQU  ADUT  I L  T  I Y,
9/25/2012,RT,LEAD,1030,IN41475,N,0.007MG/L,LC001,DS001,RREOSOCMU  ESQ  UA  DK  I TC  HE  N,
9/25/2012,RT,LEAD,1030,IN41479,Y,,LC001,DS001,T  A  L  L  UL  A  HSB  AT  HR  OOM,
9/25/2012,RT,LEAD,1030,IN41580,N,0.008MG/L,LC001,DS001,HE  AL  T  HC  EN  T  ERCOF  F  EE,
9/25/2012,RT,LEAD,1030,IN41592,N,0.004MG/L,LC001,DS001,HROEAOLMT HC  E  NT  ERL  AB,
9/29/2011,RT,"COPPER, FREE",1022,IN35689,N,0.39MG/L,LC001,DS001,D  V  HCE  X  AMR  OOM#4,
9/29/2011,RT,"COPPER, FREE",1022,IN35696,N,0.11MG/L,LC001,DS001,R  E  SC  UESQU  ADUT  I L  T  I Y,
9/29/2011,RT,"COPPER, FREE",1022,IN35711,Y,,LC001,DS001,SRTOOORMEB  A  TH  ROO  M,
9/29/2011,RT,"COPPER, FREE",1022,IN35727,N,0.10MG/L,LC001,DS001,RE  SC  UESQU  ADKI T  C  HE  N,
9/29/2011,RT,"COPPER, FREE",1022,IN35728,N,0.13MG/L,LC001,DS001,DV  HCR  ES  T  ROO  M,
9/29/2011,RT,LEAD,1030,IN35689,Y,,LC001,DS001,D  V  HCE  X  AMR  OOM#4,
9/29/2011,RT,LEAD,1030,IN35696,Y,,LC001,DS001,R  E  SC  UESQU  ADUT  I L  T  I Y,
9/29/2011,RT,LEAD,1030,IN35711,Y,,LC001,DS001,RSTOOORMEB  AT  H  ROO  M,
9/29/2011,RT,LEAD,1030,IN35727,N,0.004MG/L,LC001,DS001,R  E  SC  UESQU  ADKI T  C  HE  N,
9/29/2011,RT,LEAD,1030,IN35728,N,0.002MG/L,LC001,DS001,DV  HCR  ES  T  ROO  M,
9/22/2010,RT,"COPPER, FREE",1022,IN34042,Y,,LC001,DS001,HE  AL  T  HC  EN  T  ERKI T  CH  E,N
9/22/2010,RT,"COPPER, FREE",1022,IN34044,Y,,LC001,DS001,S  T  OR  EB  AT  H  ROOM#  2,
9/22/2010,RT,"COPPER, FREE",1022,IN34075,Y,,LC001,DS001,HE  AL  T  HC  EN  T  ERL  ABSI N  K,
9/22/2010,RT,"COPPER, FREE",1022,IN34086,Y,,LC001,DS001,R  E  SC  UESQU  ADSI N  K,
