Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
7/7/2015,RT,"COPPER, FREE",1022,1507-13520-001,N,0.15MG/L,LC001,DS001,"WSID 6624, LIBRARY",
7/7/2015,RT,"COPPER, FREE",1022,1507-13520-002,N,0.073MG/L,LC001,DS001,"WS  I D6  6  2  4  ,J  O  HNR  OGE  R",S
7/7/2015,RT,"COPPER, FREE",1022,1507-13520-003,N,0.13MG/L,LC001,DS001,"WDOSRIDM 6  6  2  4  ,RE  Y  NOL  D  S",
7/7/2015,RT,"COPPER, FREE",1022,1507-13520-004,N,0.062MG/L,LC001,DS001,"WS  I D6  6  2  4  ,B  OY  SD  OR",M
7/7/2015,RT,"COPPER, FREE",1022,1507-13520-005,N,0.062MG/L,LC001,DS001,"WS  I D6  6  2  4  ,H  US  EB  YD  O",RM
7/7/2015,RT,LEAD,1030,1507-13520-001,N,0.003MG/L,LC001,DS001,"WS  I D6  6  2  4  ,L  I B  RA  RY",
7/7/2015,RT,LEAD,1030,1507-13520-002,N,0.014MG/L,LC001,DS001,"WS  I D6  6  2  4  ,J  O  HNR  OGE  R",S
7/7/2015,RT,LEAD,1030,1507-13520-003,N,0.011MG/L,LC001,DS001,"DWOSRIDM 6  6  2  4  ,RE  Y  NOL  D  S",
7/7/2015,RT,LEAD,1030,1507-13520-004,N,0.013MG/L,LC001,DS001,"WS  I D6  6  2  4  ,B  OY  SD  OR",M
7/7/2015,RT,LEAD,1030,1507-13520-005,Y,,LC001,DS001,"WS  I D6  6  2  4  ,H  US  EB  YD  O",RM
9/11/2012,RT,"COPPER, FREE",1022,IN40321,Y,,LC001,DS001,HUS  E  BY,
9/11/2012,RT,"COPPER, FREE",1022,IN40413,Y,,LC001,DS001,BOY  S,
9/11/2012,RT,"COPPER, FREE",1022,IN41302,Y,,LC001,DS001,L  I BR  AR  Y,
9/11/2012,RT,"COPPER, FREE",1022,IN41330,Y,,LC001,DS001,R  E  YN  OL  DS,
9/11/2012,RT,"COPPER, FREE",1022,IN41348,Y,,LC001,DS001,J  R,
9/11/2012,RT,LEAD,1030,IN40321,Y,,LC001,DS001,H  US  E  BY,
9/11/2012,RT,LEAD,1030,IN40413,N,0.007MG/L,LC001,DS001,B  OY  S,
9/11/2012,RT,LEAD,1030,IN41302,Y,,LC001,DS001,LI B  R  AR  Y,
9/11/2012,RT,LEAD,1030,IN41330,Y,,LC001,DS001,R  E  YN  OL  DS,
9/11/2012,RT,LEAD,1030,IN41348,N,0.004MG/L,LC001,DS001,J R,
9/10/2009,RT,"COPPER, FREE",1022,IN230133,Y,,LC002,DS002,CHE  MI I I,
9/10/2009,RT,"COPPER, FREE",1022,IN30130,N,0.11MG/L,LC001,DS001,L I  B  R  AR  Y1,
9/10/2009,RT,"COPPER, FREE",1022,IN30134,Y,,LC001,DS001,CHE  M1,
9/10/2009,RT,"COPPER, FREE",1022,IN30158,Y,,LC002,DS002,L  I BR  AR  YI I,
9/10/2009,RT,"COPPER, FREE",1022,IN30164,Y,,LC001,DS001,BI OL  O  GY1,
9/10/2009,RT,LEAD,1030,IN230133,Y,,LC002,DS002,CHE  MI I I,
9/10/2009,RT,LEAD,1030,IN30130,Y,,LC001,DS001,LI B  R  AR  Y1,
9/10/2009,RT,LEAD,1030,IN30134,Y,,LC001,DS001,C  HE  M1,
9/10/2009,RT,LEAD,1030,IN30158,Y,,LC002,DS002,L I BR  AR  YI I,
9/10/2009,RT,LEAD,1030,IN30164,Y,,LC001,DS001,BI OL  O  GY1,
8/24/2009,RT,"COPPER, FREE",1022,IN25033,N,0.18MG/L,LC001,DS001,L I BR  AR  Y1  1,
8/24/2009,RT,"COPPER, FREE",1022,IN25044,N,0.13MG/L,LC001,DS001,C  HE  M1,
8/24/2009,RT,"COPPER, FREE",1022,IN25045,N,0.11MG/L,LC001,DS001,L  IBR  AR  Y1,
8/24/2009,RT,"COPPER, FREE",1022,IN25057,Y,,LC001,DS001,B  I OL1,
