Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
12/13/2009,RT,"COPPER, FREE",1022,0912-18223001,N,0.036MG/L,LC001,DS001,355 SHALLOW BROOK
12/13/2009,RT,"COPPER, FREE",1022,0912-18223002,Y,,LC001,DS001,24 3S  H  AL  L  OWB  ROOK
12/13/2009,RT,"COPPER, FREE",1022,0912-18223003,N,0.043MG/L,LC001,DS001,4 9  9S  H  AL  L  OWB  ROOK
12/13/2009,RT,"COPPER, FREE",1022,0912-18223004,N,0.054MG/L,LC001,DS001,54  8S  H  AL  L  OWB  ROOK
12/13/2009,RT,"COPPER, FREE",1022,0912-18223005,Y,,LC001,DS001,5  4 8SH  AL  L  OWB  ROOK
12/13/2009,RT,LEAD,1030,0912-18223001,Y,,LC001,DS001,3  5  5SH  AL  L  OWB  ROOK
12/13/2009,RT,LEAD,1030,0912-18223002,Y,,LC001,DS001,2  4  3SH  AL  L  OWB  ROOK
12/13/2009,RT,LEAD,1030,0912-18223003,Y,,LC001,DS001,49 9S  H  AL  L  OWB  ROOK
12/13/2009,RT,LEAD,1030,0912-18223004,Y,,LC001,DS001,5  4 8S  H  AL  L  OWB  ROOK
12/13/2009,RT,LEAD,1030,0912-18223005,Y,,LC001,DS001,5 48S  H  AL  L  OWB  ROOK
