Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
8/22/2016,RT,"COPPER, FREE",1022,1608-18632-001,N,0.15MG/L,LC001,DS001,"WSID 5499, LOT 9 KITCHEN"
8/22/2016,RT,"COPPER, FREE",1022,1608-18632-002,N,0.061MG/L,LC001,DS001,"SWISNIKD5  4  9  9  ,L  OT3  9KI T  CH  EN"
8/22/2016,RT,"COPPER, FREE",1022,1608-18632-003,N,0.065MG/L,LC001,DS001,"SWISNIKD5  4  9  9  ,L  OT5  7KI T  CH  EN"
8/22/2016,RT,"COPPER, FREE",1022,1608-18632-004,N,0.066MG/L,LC001,DS001,"SWISNIKD5  4  9  9  ,L  OT2  1KI T  CH  EN"
8/22/2016,RT,"COPPER, FREE",1022,1608-18632-005,Y,,LC001,DS001,"WSISNIKD5  4  9  9  ,L  OT2  9KI T  CH  EN"
8/22/2016,RT,LEAD,1030,1608-18632-001,Y,,LC001,DS001,"SWISNIKD5  4  9  9  ,L  OT9KI T  CH  EN"
8/22/2016,RT,LEAD,1030,1608-18632-002,N,0.001MG/L,LC001,DS001,"SWISNIKD5  4  9  9  ,L  OT3  9KI T  CH  EN"
8/22/2016,RT,LEAD,1030,1608-18632-003,Y,,LC001,DS001,"SWISNIKD5  4  9  9  ,L  OT5  7KI T  CH  EN"
8/22/2016,RT,LEAD,1030,1608-18632-004,Y,,LC001,DS001,"WSISNIKD5  4  9  9  ,L  OT2  1KI T  CH  EN"
8/22/2016,RT,LEAD,1030,1608-18632-005,Y,,LC001,DS001,"SWISNIKD5  4  9  9  ,L  OT2  9KI T  CH  EN"
9/30/2013,RT,"COPPER, FREE",1022,1310-19976-001,N,0.12MG/L,LC001,DS001,"WSISNIKD5  4  9  9  ,L  OT7  5  ,2  3  0  6E."
9/30/2013,RT,"COPPER, FREE",1022,1310-19976-002,Y,,LC001,DS001,"WPISTTIDS F5O49R9D,  LROOTA 9D,  1  1  8  9"
9/30/2013,RT,"COPPER, FREE",1022,1310-19976-003,N,0.080MG/L,LC001,DS001,"WCOSLIDO N54IA9L9 ,D LROITV E5 7  ,7  5  6"
9/30/2013,RT,"COPPER, FREE",1022,1310-19976-004,N,0.072MG/L,LC001,DS001,"WCOSLIDO N54IA9L9 ,D LROITV E2 1  ,5  4  3"
9/30/2013,RT,"COPPER, FREE",1022,1310-19976-005,N,0.057MG/L,LC001,DS001,"CWOSLIDO N54IA9L9 ,D LROITV E1 ,B  AS  E  ,9  5"
9/30/2013,RT,LEAD,1030,1310-19976-001,Y,,LC001,DS001,"WGESOIDR 5G4E9 9A,N LNOAT  B7O5,U 2L3E0V6A ER."
9/30/2013,RT,LEAD,1030,1310-19976-002,Y,,LC001,DS001,"WPISTTIDS F54O9R9D,  LROOTA 9D,  1  1  8  9"
9/30/2013,RT,LEAD,1030,1310-19976-003,N,0.002MG/L,LC001,DS001,"WCOSLIDO N54IA9L9 ,D LROITV E5 7  ,7  5  6"
9/30/2013,RT,LEAD,1030,1310-19976-004,N,0.002MG/L,LC001,DS001,"CWOSLIDO N54IA9L9 ,D LROITV E2 1  ,5  4  3"
9/30/2013,RT,LEAD,1030,1310-19976-005,N,0.002MG/L,LC001,DS001,"CWOSLIDO N54IA9L9 ,D LROITV E1 ,B  AS  E  ,9  5"
8/3/2010,RT,"COPPER, FREE",1022,IN33866,Y,,LC001,DS001,9G3E8O CROGLEO ANNIANLA D BRO  UL  E  V  AR
8/3/2010,RT,"COPPER, FREE",1022,IN33970,N,0.28MG/L,LC001,DS001,23 06EP  I T  TS  F  ORDRD
8/3/2010,RT,"COPPER, FREE",1022,IN33979,Y,,LC001,DS001,5  43COL  ON  I ALD  R
8/3/2010,RT,"COPPER, FREE",1022,IN33980,Y,,LC001,DS001,11  8 9C  OL  ON  I ALD  R
8/3/2010,RT,"COPPER, FREE",1022,IN33987,N,0.11MG/L,LC001,DS001,7  56COL  ON  I ALD  R
8/3/2010,RT,LEAD,1030,IN33866,Y,,LC001,DS001,93  8COL  ON  I ALD  R
8/3/2010,RT,LEAD,1030,IN33970,Y,,LC001,DS001,23 0  6EP  I T  TS  F  ORDRD
8/3/2010,RT,LEAD,1030,IN33979,Y,,LC001,DS001,5  4  3C  OL  ON  I ALD  R
8/3/2010,RT,LEAD,1030,IN33980,Y,,LC001,DS001,11  8 9COL  ON  I ALD  R
8/3/2010,RT,LEAD,1030,IN33987,Y,,LC001,DS001,7  56COL  ON  I ALD  R
8/28/2009,RT,"COPPER, FREE",1022,IN25698,Y,,LC001,DS001,1  1  8  9C  OL  ON  I ALD  R
8/28/2009,RT,"COPPER, FREE",1022,IN25731,Y,,LC001,DS001,5 4  3COL  ON  I ALD  R
8/28/2009,RT,"COPPER, FREE",1022,IN25733,Y,,LC001,DS001,1  5 2C  OL  ON  I ALD  R
8/28/2009,RT,"COPPER, FREE",1022,IN25737,N,0.10MG/L,LC001,DS001,2  3  0  6EP  I T  TS  F  I EL  DRD
