Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
6/20/2017,RT,"COPPER, FREE",1022,17-IB-00568-001,Y,,LC001,DS001,1F ^ 28 BURKE LAND LN,
6/20/2017,RT,"COPPER, FREE",1022,17-IB-00569-001,Y,,LC001,DS001,AP  T2  A^2  8B  UR  KEL  A  ND,
6/20/2017,RT,"COPPER, FREE",1022,17-IB-00570-001,Y,,LC001,DS001,LANP T3  B^2  8B  URK  EL  AN  D,
6/20/2017,RT,"COPPER, FREE",1022,17-IB-00571-001,Y,,LC001,DS001,LANP T4  B^2  8B  URK  EL  AN  D,
6/20/2017,RT,"COPPER, FREE",1022,17-IB-00572-001,Y,,LC001,DS001,LBNA S  EM  EN  T^2  8BU  RK  E,
6/20/2017,RT,LEAD,1030,17-IB-00568-001,Y,,LC001,DS001,1LFA N^ D2 8L NB U  RK  EL  A  NDL  N,
6/20/2017,RT,LEAD,1030,17-IB-00569-001,Y,,LC001,DS001,AP  T2  A^2  8B  UR  KEL  A  ND,
6/20/2017,RT,LEAD,1030,17-IB-00570-001,Y,,LC001,DS001,LANP T3  B^2  8B  URK  EL  AN  D,
6/20/2017,RT,LEAD,1030,17-IB-00571-001,Y,,LC001,DS001,ALNP T4  B^2  8B  URK  EL  AN  D,
6/20/2017,RT,LEAD,1030,17-IB-00572-001,Y,,LC001,DS001,LBNA S  E  MEN  T^2  8BU  RK  E,
12/20/2016,RT,"COPPER, FREE",1022,16-IB-01235-001,Y,,LC001,DS001,ALAPNTD 1 FL N^  2  8BU  RK  EL  A  ND,L  N
12/20/2016,RT,"COPPER, FREE",1022,16-IB-01236-001,Y,,LC001,DS001,A  P  T2  A^B  UR  KEL  A  NDL  N,
12/20/2016,RT,"COPPER, FREE",1022,16-IB-01237-001,Y,,LC001,DS001,BA  SEP  T^2  8BU  RK  EL  A  N,D
12/20/2016,RT,"COPPER, FREE",1022,16-IB-01238-001,Y,,LC001,DS001,ALNP T4  B^2  8B  URK  EL  AN  D,
12/20/2016,RT,"COPPER, FREE",1022,16-IB-01239-001,Y,,LC001,DS001,ALNP T3  B^2  8B  URK  EL  AN  D,
12/20/2016,RT,LEAD,1030,16-IB-01235-001,Y,,LC001,DS001,ALNP T1  F^2  8B  UR  KEL  AN  D,L  N
12/20/2016,RT,LEAD,1030,16-IB-01236-001,Y,,LC001,DS001,AP  T2  A^B  UR  KEL  A  NDL  N,
12/20/2016,RT,LEAD,1030,16-IB-01237-001,Y,,LC001,DS001,BA  SEP  T^2  8BU  RK  EL  A  N,D
12/20/2016,RT,LEAD,1030,16-IB-01238-001,Y,,LC001,DS001,ALNP T4  B^2  8B  URK  EL  AN  D,
12/20/2016,RT,LEAD,1030,16-IB-01239-001,Y,,LC001,DS001,LANP T3  B^2  8B  URK  EL  AN  D,
3/16/2016,RT,LEAD,1030,15-IB-00750-001,Y,,LC001,DS001,LANP T3  B^2  8B  URK  EL  AN  D,
3/16/2016,RT,LEAD,1030,15-IB-00751-001,Y,,LC001,DS001,BLNA S  EPOI N  T^2  8BU  RK  E,
3/16/2016,RT,LEAD,1030,15-IB-00752-001,Y,,LC001,DS001,LAAPNTD 1 FL N^  2  8BU  RK  EL  A  ND,L  N
3/16/2016,RT,LEAD,1030,15-IB-00753-001,Y,,LC001,DS001,A  P  T2  A^2  8B  UR  KEL  A  ND,
3/16/2016,RT,LEAD,1030,15-IB-00754-001,Y,,LC001,DS001,LANP T4  B^2  8B  URK  EL  AN  D,
12/30/2015,SP,LEAD,1030,15-IB-00755-001,Y,,LC001,DS001,LWNE  L  L^2  8BU  RK  EL  A  NDL  N,
9/16/2015,RT,"COPPER, FREE",1022,15-IB-00294-001,N,0.10MG/L,LC001,DS001,I  C^2  8B  UR  KE  L  AN  DL  A  NE,
9/16/2015,RT,"COPPER, FREE",1022,15-IB-00618-001,N,0.08MG/L,LC001,DS001,B  A  SEP  OI NT^2  8B  UR  KE,
9/16/2015,RT,"COPPER, FREE",1022,15-IB-00619-001,N,0.08MG/L,LC001,DS001,2LAA N^D 2 8L ABNUER KE  L  A  NDL  N,
9/16/2015,RT,"COPPER, FREE",1022,15-IB-00620-001,N,0.05MG/L,LC001,DS001,5A^2  8B  UR  KE  L  A  NDL  N,
9/16/2015,RT,"COPPER, FREE",1022,15-IB-00621-001,N,0.04MG/L,LC001,DS001,3  B^2  8B  UR  KEL  A  NDL  N,
9/16/2015,RT,LEAD,1030,15-IB-00294-001,N,0.002MG/L,LC001,DS001,I C^2  8B  UR  KE  L  AN  DL  A  NE,
9/16/2015,RT,LEAD,1030,15-IB-00618-001,Y,,LC001,DS001,BA  SEP  OI NT^2  8B  UR  KE,
9/16/2015,RT,LEAD,1030,15-IB-00619-001A,N,0.191MG/L,LC001,DS001,2LAAN ^D 2 8L ABNUER KE  L  A  NDL  N,
