Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
8/24/2017,RT,"COPPER, FREE",1022,1708-20011-001,N,0.034MG/L,LC001,DS001,"WSID 5597, UNIT 1 KITCHEN"
8/24/2017,RT,"COPPER, FREE",1022,1708-20011-002,N,0.030MG/L,LC001,DS001,"WS  I D5  5  9  7  ,U  NI T1  0"
8/24/2017,RT,"COPPER, FREE",1022,1708-20011-003,N,0.055MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T2  0"
8/24/2017,RT,"COPPER, FREE",1022,1708-20011-004,N,0.055MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T2  5"
8/24/2017,RT,"COPPER, FREE",1022,1708-20011-005,N,0.055MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T4  0"
8/24/2017,RT,LEAD,1030,1708-20011-001,N,0.0029MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T1KI T  CH  EN"
8/24/2017,RT,LEAD,1030,1708-20011-002,N,0.0017MG/L,LC001,DS001,"WS  I D5  5  9  7  ,U  NI T1  0"
8/24/2017,RT,LEAD,1030,1708-20011-003,Y,,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T2  0"
8/24/2017,RT,LEAD,1030,1708-20011-004,Y,,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T2  5"
8/24/2017,RT,LEAD,1030,1708-20011-005,Y,,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T4  0"
9/29/2016,RT,"COPPER, FREE",1022,1609-22393-001,N,0.068MG/L,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T3  6  ,"
9/29/2016,RT,"COPPER, FREE",1022,1609-22393-002,N,0.063MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T4  0  ,"
9/29/2016,RT,"COPPER, FREE",1022,1609-22393-003,N,0.057MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T5  0  ,"
9/29/2016,RT,"COPPER, FREE",1022,1609-22393-004,N,0.056MG/L,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T6  0  ,"
9/29/2016,RT,"COPPER, FREE",1022,1609-22393-005,N,0.052MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T7  0  ,"
9/29/2016,RT,LEAD,1030,1609-22393-001,Y,,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T3  6  ,"
9/29/2016,RT,LEAD,1030,1609-22393-002,Y,,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T4  0  ,"
9/29/2016,RT,LEAD,1030,1609-22393-003,Y,,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T5  0  ,"
9/29/2016,RT,LEAD,1030,1609-22393-004,Y,,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T6  0  ,"
9/29/2016,RT,LEAD,1030,1609-22393-005,Y,,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T7  0  ,"
9/3/2015,RT,"COPPER, FREE",1022,1509-18974-001,N,0.21MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T5  0"
9/3/2015,RT,"COPPER, FREE",1022,1509-18974-002,N,0.21MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T3  0"
9/3/2015,RT,"COPPER, FREE",1022,1509-18974-003,N,0.20MG/L,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T1  5"
9/3/2015,RT,"COPPER, FREE",1022,1509-18974-004,N,0.21MG/L,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T2  0"
9/3/2015,RT,"COPPER, FREE",1022,1509-18974-005,N,0.25MG/L,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T4KI T  CH  EN"
9/3/2015,RT,LEAD,1030,1509-18974-001,N,0.005MG/L,LC001,DS001,"WS  I D5  5  9  7  ,U  NI T5  0"
9/3/2015,RT,LEAD,1030,1509-18974-002,Y,,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T3  0"
9/3/2015,RT,LEAD,1030,1509-18974-003,Y,,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T1  5"
9/3/2015,RT,LEAD,1030,1509-18974-004,Y,,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T2  0"
9/3/2015,RT,LEAD,1030,1509-18974-005,N,0.008MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T4KI T  CH  EN"
10/2/2014,RT,"COPPER, FREE",1022,1410-20632-001,N,0.082MG/L,LC001,DS001,"WS  I D5  5  9  7  ,U  NI T2  6  ,"
10/2/2014,RT,"COPPER, FREE",1022,1410-20632-002,N,0.22MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T5  0  ,"
10/2/2014,RT,"COPPER, FREE",1022,1410-20632-003,N,0.12MG/L,LC001,DS001,"WKISTCIDH 5E5N9 7  ,UN  I T1  ,"
10/2/2014,RT,"COPPER, FREE",1022,1410-20632-004,N,0.21MG/L,LC001,DS001,"KWISTCIDH 5E5N9 7  ,UN  I T3  0  ,"
