Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/25/2015,RT,"COPPER, FREE",1022,1508-18106-002,N,0.17MG/L,LC001,DS001,6441 US RTE 2,
8/25/2015,RT,LEAD,1030,1508-18106-002,Y,,LC001,DS001,6 44  1U  SRT  E2,
8/24/2015,RT,"COPPER, FREE",1022,1508-18106-001,N,0.067MG/L,LC001,DS001,2  6 4  5L AK  EV  I E  WD  R,
8/24/2015,RT,LEAD,1030,1508-18106-001,Y,,LC001,DS001,26 45L AK  EV  I E  WD  R,
8/23/2015,RT,"COPPER, FREE",1022,1508-18106-003,Y,,LC001,DS001,7  6  61USRT  E2,
8/23/2015,RT,"COPPER, FREE",1022,1508-18106-004,Y,,LC001,DS001,52 5  0U  SRT  E2,
8/23/2015,RT,"COPPER, FREE",1022,1508-18106-005,N,0.10MG/L,LC001,DS001,34  1FE  EFR  EEP  T,
8/23/2015,RT,"COPPER, FREE",1022,1508-18106-006,N,0.11MG/L,LC001,DS001,3  6HI B  BA  RDPT,
8/23/2015,RT,"COPPER, FREE",1022,1508-18106-007,N,0.22MG/L,LC001,DS001,7  1A  L  K  I NSBA  Y,
8/23/2015,RT,"COPPER, FREE",1022,1508-18106-008,N,0.057MG/L,LC001,DS001,75 6WE  STS  HOR  ER  D,
8/23/2015,RT,"COPPER, FREE",1022,1508-18106-009,Y,,LC001,DS001,3  29MAR  COMBBA  Y,
8/23/2015,RT,"COPPER, FREE",1022,1508-18106-010,N,0.051MG/L,LC001,DS001,1  34BR  I DGERD,
8/23/2015,RT,LEAD,1030,1508-18106-003,Y,,LC001,DS001,7  6  6  1USRT  E2,
8/23/2015,RT,LEAD,1030,1508-18106-004,Y,,LC001,DS001,52  5  0U  SRT  E2,
8/23/2015,RT,LEAD,1030,1508-18106-005,Y,,LC001,DS001,3  4 1F  E  EFR  EEP  T,
8/23/2015,RT,LEAD,1030,1508-18106-006,Y,,LC001,DS001,3 6H  I B  BA  RDPT,
8/23/2015,RT,LEAD,1030,1508-18106-007,Y,,LC001,DS001,7 1A  L  K  I NSBA  Y,
8/23/2015,RT,LEAD,1030,1508-18106-008,Y,,LC001,DS001,7  5  6WE  STS  HOR  ER  D,
8/23/2015,RT,LEAD,1030,1508-18106-009,Y,,LC001,DS001,3  2  9MAR  COMBBA  Y,
8/23/2015,RT,LEAD,1030,1508-18106-010,Y,,LC001,DS001,13 4B  R  I DGERD,
9/21/2012,RT,"COPPER, FREE",1022,1209-14756-001,N,0.12MG/L,LC001,DS001,64  4  1USRT  E2,
9/21/2012,RT,LEAD,1030,1209-14756-001,N,0.005MG/L,LC001,DS001,6  44 1U  SRT  E2,
9/7/2012,RT,"COPPER, FREE",1022,1209-13626-001,N,0.10MG/L,LC001,DS001,7 66  1RT2,
9/7/2012,RT,LEAD,1030,1209-13626-001,Y,,LC001,DS001,76 6  1RT2,
9/6/2012,RT,"COPPER, FREE",1022,1209-13440-001,N,0.034MG/L,LC001,DS001,3 9  5(  A  K  A3  5  1  )F  EE  F  EE,P  T
9/6/2012,RT,"COPPER, FREE",1022,1209-13440-003,N,0.13MG/L,LC001,DS001,7  1A  T  L  A  NSBA  Y,
9/6/2012,RT,"COPPER, FREE",1022,1209-13440-004,N,0.10MG/L,LC001,DS001,7  56WE  STS  HOR  ER  D,
9/6/2012,RT,"COPPER, FREE",1022,1209-13440-005,N,0.026MG/L,LC001,DS001,36HI B  BA  RDPT,
9/6/2012,RT,"COPPER, FREE",1022,1209-13440-006,Y,,LC001,DS001,1 00CA  RRYB  AYL  AN  E,
9/6/2012,RT,"COPPER, FREE",1022,1209-13440-007,N,0.10MG/L,LC001,DS001,5 2  50RT2,
9/6/2012,RT,"COPPER, FREE",1022,1209-13440-008,N,0.15MG/L,LC001,DS001,2  6 45L AK  EV  I E  WD  R,
9/6/2012,RT,LEAD,1030,1209-13440-001,Y,,LC001,DS001,39 5( A  K  A3  5  1  )F  EE  F  EE,P  T
9/6/2012,RT,LEAD,1030,1209-13440-003,Y,,LC001,DS001,71A  T  L  A  NSBA  Y,
9/6/2012,RT,LEAD,1030,1209-13440-004,Y,,LC001,DS001,7 56WE  STS  HOR  ER  D,
