Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
7/6/2017,RT,"COPPER, FREE",1022,1707-14946-001,N,0.30MG/L,LC001,DS001,"WSID 20399, ENGINEERING"
7/6/2017,RT,"COPPER, FREE",1022,1707-14946-002,N,0.31MG/L,LC001,DS001,"OWFSFIDIC 2E0 K39IT9C, HWEONM SEINN'KS"
7/6/2017,RT,"COPPER, FREE",1022,1707-14946-003,N,0.11MG/L,LC001,DS001,"WRESSIDT R2O03O9M9,EMP  L  OY  EE"
7/6/2017,RT,"COPPER, FREE",1022,1707-14946-004,N,0.33MG/L,LC001,DS001,"KWISTCIDH 2E0N3 9S9IN, RKES  T  ROO  M"
7/6/2017,RT,"COPPER, FREE",1022,1707-14946-005,N,0.25MG/L,LC001,DS001,"SWISNIKD  B2Y0 3M9A9,I NSTAELNEASN OCFEF I CE"
7/6/2017,RT,LEAD,1030,1707-14946-001,Y,,LC001,DS001,"WKISTCIDH 2E0N3 9S9IN, EKNGI N  EE  R  I NG"
7/6/2017,RT,LEAD,1030,1707-14946-002,N,0.0020MG/L,LC001,DS001,"WOFSFIDIC 2E0 K39IT9C, HWEONM SEINN'KS"
7/6/2017,RT,LEAD,1030,1707-14946-003,N,0.0021MG/L,LC001,DS001,"RWESSIDT R2O03O9M9,EMP  L  OY  EE"
7/6/2017,RT,LEAD,1030,1707-14946-004,N,0.0269MG/L,LC001,DS001,"KWISTCIDH 2E0N3 9S9IN, RKES  T  ROO  M"
7/6/2017,RT,LEAD,1030,1707-14946-005,N,0.0061MG/L,LC001,DS001,"WSISNIKD  B2Y0 3M9A9,I NSTAELNEASN OCFEF I CE"
7/7/2016,RT,"COPPER, FREE",1022,1607-14455-001,N,0.46MG/L,LC001,DS001,"WKISTCIDH 2E0N3 9S9IN, BKAT  H  ROO  M"
7/7/2016,RT,"COPPER, FREE",1022,1607-14455-002,N,0.27MG/L,LC001,DS001,"LWOSBIDB Y2 0A3R9E9A, K  I TC  HE  NS  I NK"
7/7/2016,RT,"COPPER, FREE",1022,1607-14455-003,N,0.32MG/L,LC001,DS001,"BWYS ISDA 2L0E3S9 9O,F MFEICNE'SROOM"
7/7/2016,RT,"COPPER, FREE",1022,1607-14455-004,N,0.20MG/L,LC001,DS001,"BWYS MIDA 2IN03T9E9N, AKNITCCEH  E  NS  I NK"
7/7/2016,RT,"COPPER, FREE",1022,1607-14455-005,N,0.84MG/L,LC001,DS001,"WENSGIDIN 2E0E3R99IN, GW OOMFFEINC'ES"
7/7/2016,RT,LEAD,1030,1607-14455-001,N,0.004MG/L,LC001,DS001,"RWOSOIDM 2 B03Y9 E9M, BPALTOHYREOEO EMN TR"
7/7/2016,RT,LEAD,1030,1607-14455-002,Y,,LC001,DS001,"WLOSBIDB Y2 0A3R9E9A, K  I TC  HE  NS  I NK"
7/7/2016,RT,LEAD,1030,1607-14455-003,N,0.009MG/L,LC001,DS001,"BWYS ISDA 2L0E3S9 9O,F MFEICNE'SROOM"
7/7/2016,RT,LEAD,1030,1607-14455-004,N,0.005MG/L,LC001,DS001,"WBYS IMDA 2IN03T9E9N, AKNITCCEH  E  NS  I NK"
7/7/2016,RT,LEAD,1030,1607-14455-005,N,0.009MG/L,LC001,DS001,"WENSGIDIN 2E0E3R99IN, GW OOMFFEINC'ES"
7/23/2015,RT,"COPPER, FREE",1022,1507-15076-001,N,0.33MG/L,LC001,DS001,"RWOSOIDM 2 B03Y9 E9M, LPOLBOBYYE E ENTR"
7/23/2015,RT,"COPPER, FREE",1022,1507-15076-002,N,0.23MG/L,LC001,DS001,"RWESSIDT R2O03O9M9,UP  ST  A  I RS"
7/23/2015,RT,"COPPER, FREE",1022,1507-15076-003,N,0.31MG/L,LC001,DS001,"WRESSIDT R2O03O9M9,SA  L  E  SOF  F  I C  E"
7/23/2015,RT,"COPPER, FREE",1022,1507-15076-004,N,0.19MG/L,LC001,DS001,"WKISTCIDH 2E0N3 9S9IN, EKNGI N  EE  R  I NG"
7/23/2015,RT,"COPPER, FREE",1022,1507-15076-005,N,0.27MG/L,LC001,DS001,"WOFSFIDIC 2E0  3  9  9  ,WOME  N' S"
7/23/2015,RT,LEAD,1030,1507-15076-001,N,0.004MG/L,LC001,DS001,"RWESSIDT R2O03O9M9,L  OB  BY"
7/23/2015,RT,LEAD,1030,1507-15076-002,N,0.004MG/L,LC001,DS001,"RWESSIDT R2O03O9M9,UP  ST  A  I RS"
7/23/2015,RT,LEAD,1030,1507-15076-003,Y,,LC001,DS001,"WRESSIDT R2O03O9M9,SA  L  E  SOF  F  I C  E"
7/23/2015,RT,LEAD,1030,1507-15076-004,N,0.004MG/L,LC001,DS001,"KWISTCIDH 2E0N3 9S9IN, EKNGI N  E  ER  I NG"
7/23/2015,RT,LEAD,1030,1507-15076-005,N,0.003MG/L,LC001,DS001,"WOFSFIDIC 2E0  3  9  9  ,WOME  N' S"
8/21/2014,RT,"COPPER, FREE",1022,1408-17167-001,N,0.49MG/L,LC001,DS001,"WRESSIDT R2O03O9M9,OF  F  I CE"
