Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,,
"",,,,,,,Point,ID,,,
9/28/2016,RT,"COPPER, FREE",1022,1609-22357-001,N,0.045MG/L,LC001,DS001,161 ROUTE 302,,
9/28/2016,RT,"COPPER, FREE",1022,1609-22357-002,N,0.12MG/L,LC001,DS001,S  &  WR  EN  T  AL,,
9/28/2016,RT,"COPPER, FREE",1022,1609-22357-003,N,0.058MG/L,LC001,DS001,4  1  7R  T3  0  2,,
9/28/2016,RT,"COPPER, FREE",1022,1609-22357-004,N,0.24MG/L,LC001,DS001,5 42US3  0  2,,
9/28/2016,RT,"COPPER, FREE",1022,1609-22357-005,N,0.031MG/L,LC001,DS001,TR  AI L  E  RP  A  RK,,
9/28/2016,RT,LEAD,1030,1609-22357-001,Y,,LC001,DS001,1  6 1ROU  TE3  0  2,,
9/28/2016,RT,LEAD,1030,1609-22357-002,Y,,LC001,DS001,S  &  WR  EN  T  AL,,
9/28/2016,RT,LEAD,1030,1609-22357-003,Y,,LC001,DS001,4  1  7RT3  0  2,,
9/28/2016,RT,LEAD,1030,1609-22357-004,N,0.0133MG/L,LC001,DS001,5  42U  S3  0  2,,
9/28/2016,RT,LEAD,1030,1609-22357-005,Y,,LC001,DS001,TR  AI L  E  RP  A  RK,,
6/24/2013,RT,"COPPER, FREE",1022,13-IB-00438-001,N,0.06MG/L,LC001,DS001,FA  L  L  / #  1^H  I GHL  A  NDAV  E,,
6/24/2013,RT,"COPPER, FREE",1022,13-IB-00439-001,N,0.10MG/L,LC001,DS001,TR  AI L  O  RP  AR  K/ #  2,,
6/24/2013,RT,"COPPER, FREE",1022,13-IB-00440-001,N,0.15MG/L,LC001,DS001,SA  NDWR  EN  TA  L  S  / #  3,,
6/24/2013,RT,"COPPER, FREE",1022,13-IB-00441-001,N,0.04MG/L,LC001,DS001,HE  RI T  AG  EOF  F  I CE,,
6/24/2013,RT,"COPPER, FREE",1022,13-IB-00442-001,N,0.15MG/L,LC001,DS001,DBUUINLKDIINN GD/O#4N UT  S  / #  5,,
6/24/2013,RT,LEAD,1030,13-IB-00438-001,N,0.005MG/L,LC001,DS001,F  A  L  L  / #  1^H  I GHL  A  NDAV  E,,
6/24/2013,RT,LEAD,1030,13-IB-00439-001,N,0.001MG/L,LC001,DS001,T  R  AI L  O  RP  AR  K/ #  2,,
6/24/2013,RT,LEAD,1030,13-IB-00440-001,Y,,LC001,DS001,SA  NDWR  EN  TA  L  S  / #  3,,
6/24/2013,RT,LEAD,1030,13-IB-00441-001,Y,,LC001,DS001,HE  RI T  AG  EOF  F  I CE,,
6/24/2013,RT,LEAD,1030,13-IB-00442-001,N,0.001MG/L,LC001,DS001,DBUUINLKDIINN GD/O#4N UT  S  / #  5,,
10/20/2010,RT,"COPPER, FREE",1022,11C0973,Y,,EP001,TP001,Z  O  NEBA  SES  TWRE  NT  A  L,,
10/20/2010,RT,LEAD,1030,11C0973,Y,,EP001,TP001,ZROONUET EB A30S2EST  WRE  NT  A,L,
9/21/2010,RT,"COPPER, FREE",1022,11I0382,N,0.05MG/L,LC001,DS001,R32O3U LTOET 3 #042/ RI V  E  RR  UN,,
9/21/2010,RT,"COPPER, FREE",1022,11I0383,N,0.12MG/L,LC001,DS001,CMEONBTILREA HL OVMT EU RO  L  OGY  / 5  4  2,,
9/21/2010,RT,LEAD,1030,11I0382,Y,,LC001,DS001,3B2A3R LROET M #O4/NRTIVPE RRD RU  N,,
9/21/2010,RT,LEAD,1030,11I0383,N,0.006MG/L,LC001,DS001,MCEONBTILREA HL OVMT EU RO  L  OGY  / 5  4  2,,
9/20/2010,RT,"COPPER, FREE",1022,11I0380,N,0.03MG/L,LC001,DS001,LBEARRORYE  FMAOLNLTSP H RIGDH  L  AN  D,,
9/20/2010,RT,"COPPER, FREE",1022,11I0381,N,0.04MG/L,LC001,DS001,BAVERE L  I NBA  P  TI S  TCH  UR,C  H,/
9/20/2010,RT,"COPPER, FREE",1022,11I0384,N,0.14MG/L,LC001,DS001,6C8O VMI NEEC OSTNRE  V/ R  T3  0  2  / 3  2  7,,
9/20/2010,RT,LEAD,1030,11I0380,N,0.001MG/L,LC001,DS001,BLEARRORYE  FMAOLNLTSP H RIGDH  L  AN  D,,
9/20/2010,RT,LEAD,1030,11I0381,N,0.002MG/L,LC001,DS001,BAEVER L  I NBA  P  TI S  TCH  UR,C  H,/
9/20/2010,RT,LEAD,1030,11I0384,N,0.001MG/L,LC001,DS001,6C8O VMI NEEC OSTNRE  V/ R  T3  0  2  / 3  2  7,,
9/25/2007,RT,"COPPER, FREE",1022,08I0563,N,0.08MG/L,LC001,DS001,BRAT R3R02E  AMROMNYT PR ERCDR  UI T  I N,G,
9/25/2007,RT,"COPPER, FREE",1022,08I0565,N,0.20MG/L,LC001,DS001,RT3  0  2HE  RI T  A  GEB  L  DG,,
