Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/11/2014,RT,"COPPER, FREE",1022,14-IB-00144-001,N,0.09MG/L,LC001,DS001,HALLWAY DRINKING
9/11/2014,RT,"COPPER, FREE",1022,14-IB-00145-001A,N,0.49MG/L,LC001,DS001,RFOOUONMT 1A1IN5/ G^ R48A5D0E W 1A ^T 4E8R5 0T
9/11/2014,RT,"COPPER, FREE",1022,14-IB-00146-001A,N,0.36MG/L,LC001,DS001,WA  T  ERTO  WE  RR  D
9/11/2014,RT,"COPPER, FREE",1022,14-IB-00147-001A,N,0.95MG/L,LC001,DS001,R  OOM1  1  4  / S  CH  OOL^4  8  5  0
9/11/2014,RT,"COPPER, FREE",1022,14-IB-00148-001,N,0.13MG/L,LC001,DS001,TWOAWTENR C TLOEWRKE RO FRFDICE^
9/11/2014,RT,LEAD,1030,14-IB-00144-001,N,0.004MG/L,LC001,DS001,H44A8L4L WWAAYTE DRR TINOKWINEGR  RD
9/11/2014,RT,LEAD,1030,14-IB-00145-001,N,0.001MG/L,LC001,DS001,RFOOUONMT 1A1IN5/ G^ R48A5D0E W 1A ^T 4E8R5 0T
9/11/2014,RT,LEAD,1030,14-IB-00146-001,N,0.001MG/L,LC001,DS001,SWCAHTOERO LT OHAWLELR/D RRDIN  K  I NG
9/11/2014,RT,LEAD,1030,14-IB-00147-001,N,0.003MG/L,LC001,DS001,FROOUONMT 1A1IN4/ S^ C48H5O0O WL A^T 4E8R5 0T
9/11/2014,RT,LEAD,1030,14-IB-00148-001,N,0.004MG/L,LC001,DS001,TWOAWTENR C TLOEWRKE RO FRFDICE^
6/20/2011,RT,"COPPER, FREE",1022,11I1008,N,0.05MG/L,LC001,DS001,B44A8T4H WROATOEMR S TINOKW/TEORW RND
6/20/2011,RT,"COPPER, FREE",1022,11I1009,N,0.13MG/L,LC001,DS001,BGAATRHARGOEOMS  I NK  / T  OWN
6/20/2011,RT,"COPPER, FREE",1022,11I1010,N,1.20MG/L,LC001,DS001,CROLEORMK S11 O4 FNFEICWE GRA  DE8
6/20/2011,RT,"COPPER, FREE",1022,11I1011,N,0.42MG/L,LC001,DS001,R  OOM1  1  5G  RA  DE1
6/20/2011,RT,"COPPER, FREE",1022,11I1012,N,0.52MG/L,LC001,DS001,H  A  L  L  WA  YD  RI N  KI N  G
6/20/2011,RT,"COPPER, FREE",1022,11I1013,N,0.60MG/L,LC001,DS001,FAOLTU NSITTAEI NR OOM#  1  1  6
6/20/2011,RT,LEAD,1030,11I1008,N,0.003MG/L,LC001,DS001,BGARTAHDREO 2O  MSI N  K/ T  OWN
6/20/2011,RT,LEAD,1030,11I1009,N,0.004MG/L,LC001,DS001,GBAATRHARGOEOMS  I NK  / T  OWN
6/20/2011,RT,LEAD,1030,11I1010,N,0.001MG/L,LC001,DS001,CRLOEORMK S11 O4F NFEICWE  G  RA  DE8
6/20/2011,RT,LEAD,1030,11I1011,N,0.002MG/L,LC001,DS001,R  OOM1  1  5G  RA  DE1
6/20/2011,RT,LEAD,1030,11I1012,N,0.002MG/L,LC001,DS001,HA  L  L  WA  YD  RI N  KI N  G
6/20/2011,RT,LEAD,1030,11I1013,N,0.002MG/L,LC001,DS001,AFOLTU NSITTAEI NR OOM#  1  1  6
5/4/2011,RT,"COPPER, FREE",1022,11C2779,N,0.041MG/L,EP001,TP001,GBORIALDEER  2R OOM
5/4/2011,RT,LEAD,1030,11C2779,N,0.002MG/L,EP001,TP001,BOI L  E  RR  OOM
7/22/2008,RT,"COPPER, FREE",1022,09I0161,N,0.53MG/L,LC001,DS001,RMHA  L  L  WAYWA  T  ER
7/22/2008,RT,"COPPER, FREE",1022,09I0162,N,0.52MG/L,LC001,DS001,RFOMU 1N1T6A GINR AD  E2
7/22/2008,RT,"COPPER, FREE",1022,09I0163,N,1.63MG/L,LC001,DS001,1 15G  RA  DE1
7/22/2008,RT,"COPPER, FREE",1022,09I0164,N,0.08MG/L,LC001,DS001,RM1  1  4NE  W8GRA  DE
7/22/2008,RT,"COPPER, FREE",1022,09I0165,N,0.77MG/L,LC001,DS001,RM1  2  50  1  DO  FF  I C  E
7/22/2008,RT,LEAD,1030,09I0161,N,0.002MG/L,LC001,DS001,BRAMT HHARLOLOWMA YWA  T  ER
7/22/2008,RT,LEAD,1030,09I0162,N,0.002MG/L,LC001,DS001,FROMU 1N1T6A GINR AD  E2
7/22/2008,RT,LEAD,1030,09I0163,N,0.002MG/L,LC001,DS001,1  1 5G  RA  DE1
7/22/2008,RT,LEAD,1030,09I0164,Y,,LC001,DS001,R  M1  1  4NE  W8GRA  DE
7/22/2008,RT,LEAD,1030,09I0165,N,0.001MG/L,LC001,DS001,RM1  2  50  1  DO  FF  I C  E
