Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
5/10/2017,SP,LEAD,1030,1705-09753-001,N,0.0013MG/L,EP001,TP001,KITCHENFIRST DRAW,
7/23/2015,RT,"COPPER, FREE",1022,1507-15085-001,N,0.46MG/L,LC001,DS001,L#6E A  D,
7/23/2015,RT,"COPPER, FREE",1022,1507-15085-002,N,0.53MG/L,LC001,DS001,2  2 0U  NI O  N,
7/23/2015,RT,LEAD,1030,1507-15085-001,N,0.001MG/L,LC001,DS001,"#6",
7/23/2015,RT,LEAD,1030,1507-15085-002,N,0.001MG/L,LC001,DS001,22 0U  NI O  N,
7/16/2015,RT,"COPPER, FREE",1022,1507-14573-001,N,0.38MG/L,LC001,DS001,"#  21  6  5MAP  L  ES  T  RE  ET",
7/16/2015,RT,"COPPER, FREE",1022,1507-14573-002,N,1.1MG/L,LC001,DS001,"#  32  29U  NI O  NS  TR  EE  T",
7/16/2015,RT,"COPPER, FREE",1022,1507-14573-003,N,0.75MG/L,LC001,DS001,"# 44  0WI N  TE  RS  T  RE  ET",
7/16/2015,RT,"COPPER, FREE",1022,1507-14573-004,N,0.62MG/L,LC001,DS001,"# 54  52WA  SH  I NGT  ONHWY",
7/16/2015,RT,"COPPER, FREE",1022,1507-14573-005,N,0.98MG/L,LC001,DS001,"#  75 2H  A  RRI S  ONAV  E",
7/16/2015,RT,"COPPER, FREE",1022,1507-14573-006,N,0.53MG/L,LC001,DS001,"# 81  8 7U  NI O  NS  TR  EE  T",
7/16/2015,RT,"COPPER, FREE",1022,1507-14573-007,N,0.54MG/L,LC001,DS001,"# 931 2U  P  PE  RMA  I NS  T  RE  E",T
7/16/2015,RT,"COPPER, FREE",1022,1507-14573-008,N,0.58MG/L,LC001,DS001,"#1  023  7M  AP  L  ES  T  RE  ET",
7/16/2015,RT,LEAD,1030,1507-14573-001,N,0.002MG/L,LC001,DS001,"#  21 65M  AP  L  ES  T  RE  ET",
7/16/2015,RT,LEAD,1030,1507-14573-002,Y,,LC001,DS001,"# 32 29U  NI O  NS  TR  EE  T",
7/16/2015,RT,LEAD,1030,1507-14573-003,N,0.002MG/L,LC001,DS001,"#  44  0WI N  TE  RS  T  RE  ET",
7/16/2015,RT,LEAD,1030,1507-14573-004,N,0.001MG/L,LC001,DS001,"#54  52WA  SH  I NGT  ONHWY",
7/16/2015,RT,LEAD,1030,1507-14573-005,N,0.002MG/L,LC001,DS001,"#  75 2HA  RRI S  ONAV  E",
7/16/2015,RT,LEAD,1030,1507-14573-006,Y,,LC001,DS001,"#  81 87UNI O  NS  TR  EE  T",
7/16/2015,RT,LEAD,1030,1507-14573-007,Y,,LC001,DS001,"#931  2U  P  PE  RMA  I NS  T  RE  E",T
7/16/2015,RT,LEAD,1030,1507-14573-008,N,0.006MG/L,LC001,DS001,"# 1  02  3 7M  AP  L  ES  T  RE  ET",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-001,N,0.48MG/L,LC001,DS001,"WS  I D5  1  6  0  ,2  3  0U  NI ONST  .",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-002,N,0.36MG/L,LC001,DS001,"WS  I D5  1  6  0  ,1  6  5MA  PL  ES  T.",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-003,N,0.95MG/L,LC001,DS001,"WS  I D5  1  6  0  ,2  2  9U  NI ONST  .",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-004,N,0.79MG/L,LC001,DS001,"WS  I D5  1  6  0  ,4  0WI NT  E  RS  T.",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-005,N,0.88MG/L,LC001,DS001,"WS  I D5  1  6  0  ,4  5  2",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-006,N,0.64MG/L,LC001,DS001,"WWASISDH 5IN1G60T,O 8N24 H EWLYM ORES  T",.
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-007,N,0.28MG/L,LC001,DS001,"WS  I D5  1  6  0  ,5  2H  AR  RI S  ON",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-008,N,0.55MG/L,LC001,DS001,"AWVSEID.5  1  6  0  ,1  8  7U  NI ONST  .",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-009,N,0.69MG/L,LC001,DS001,"WS  I D5  1  6  0  ,3  1  2U  PP  ER",
8/9/2012,RT,"COPPER, FREE",1022,1208-11818-010,N,0.64MG/L,LC001,DS001,"WMASIIND  S5T16. 0  ,2  3  7MAP  L  EST  .",
8/9/2012,RT,LEAD,1030,1208-11818-001,N,0.001MG/L,LC001,DS001,"WS  I D5  1  6  0  ,2  3  0U  NI ONST  .",
8/9/2012,RT,LEAD,1030,1208-11818-002,N,0.001MG/L,LC001,DS001,"WS  I D5  1  6  0  ,1  6  5MA  PL  ES  T.",
8/9/2012,RT,LEAD,1030,1208-11818-003,Y,,LC001,DS001,"WS  I D5  1  6  0  ,2  2  9U  NI ONST  .",
