Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
11/8/2016,SP,"COPPER, FREE",1022,1611-25696-001,N,0.21MG/L,LC001,DS001,"WSID 5305, UTILITY SINK,"
11/8/2016,SP,"COPPER, FREE",1022,1611-25696-002,N,0.32MG/L,LC001,DS001,"RWESYIDN O53L0D5S,  KUINTICTH, SEYNS STIENMK,  E"
11/8/2016,SP,LEAD,1030,1611-25696-001,N,0.0017MG/L,LC001,DS001,"WRESYIDN O53L0D5S,  UUTNIILTI,T SYY SSINTEKM,  E"
11/8/2016,SP,LEAD,1030,1611-25696-002,Y,,LC001,DS001,"RWESYIDN O53L0D5S,  KUINTICTH, SEYNS STIENMK,  E"
9/20/2016,RT,"COPPER, FREE",1022,1609-21416-004,N,0.035MG/L,LC001,DS001,"RWESYIDN O53L0D5S,  3U8N VITA, NSTYASGTEE M E"
9/20/2016,RT,"COPPER, FREE",1022,1609-21416-005,N,0.66MG/L,LC001,DS001,"PWOSIINDT 5  3  0  5  ,1  6V  AN  T  AGE"
9/20/2016,RT,"COPPER, FREE",1022,1609-21416-006,N,0.20MG/L,LC001,DS001,"PWOSIINDT 5  3  0  5  ,D  -  1  3O  BE  RT  A  L"
9/20/2016,RT,"COPPER, FREE",1022,1609-21416-007,N,0.34MG/L,LC001,DS001,"WS  I D5  3  0  5  ,D  -  3  3O  BE  RT  A  L"
9/20/2016,RT,"COPPER, FREE",1022,1609-21416-008,N,0.42MG/L,LC001,DS001,"WS  I D5  3  0  5  ,A  - 7SL  OP  E  SI D  E"
9/20/2016,RT,"COPPER, FREE",1022,1609-21416-009,N,0.57MG/L,LC001,DS001,"WS  I D5  3  0  5  ,C  -  7S  L  OP  ES  I DE"
9/20/2016,RT,"COPPER, FREE",1022,1609-21416-010,N,0.45MG/L,LC001,DS001,"WS  I D5  3  0  5  ,E  - 1  0SL  OP  E  SI D  E"
9/20/2016,RT,"COPPER, FREE",1022,1609-21416-011,N,0.37MG/L,LC001,DS001,"WS  I D5  3  0  5  ,F  - 2SL  O  PE  SI D  E"
9/20/2016,RT,LEAD,1030,1609-21416-004,Y,,LC001,DS001,"WS  I D5  3  0  5  ,3  8V  AN  T  AGE"
9/20/2016,RT,LEAD,1030,1609-21416-005,N,0.004MG/L,LC001,DS001,"PWOSIINDT 5  3  0  5  ,1  6V  AN  T  AGE"
9/20/2016,RT,LEAD,1030,1609-21416-006,N,0.001MG/L,LC001,DS001,"PWOSIINDT 5  3  0  5  ,D  -  1  3O  BE  RT  A  L"
9/20/2016,RT,LEAD,1030,1609-21416-007,N,0.001MG/L,LC001,DS001,"WS  I D5  3  0  5  ,D  -  3  3O  BE  RT  A  L"
9/20/2016,RT,LEAD,1030,1609-21416-008,N,0.002MG/L,LC001,DS001,"WS  I D5  3  0  5  ,A  - 7SL  OP  E  SI D  E"
9/20/2016,RT,LEAD,1030,1609-21416-009,N,0.003MG/L,LC001,DS001,"WS  I D5  3  0  5  ,C  -  7S  L  OP  ES  I DE"
9/20/2016,RT,LEAD,1030,1609-21416-010,N,0.003MG/L,LC001,DS001,"WS  I D5  3  0  5  ,E  - 1  0SL  OP  E  SI D  E"
9/20/2016,RT,LEAD,1030,1609-21416-011,N,0.011MG/L,LC001,DS001,"WS  I D5  3  0  5  ,F  - 2SL  O  PE  SI D  E"
9/19/2016,RT,"COPPER, FREE",1022,1609-21416-001,Y,,LC001,DS001,"WS  I D5  3  0  5  ,3  0  7S  T  YL  E  S"
9/19/2016,RT,"COPPER, FREE",1022,1609-21416-002,N,0.031MG/L,LC001,DS001,"BWRSOIDO 5K3  0  5  ,4  0  8S  T  YL  E  S"
9/19/2016,RT,"COPPER, FREE",1022,1609-21416-003,N,0.057MG/L,LC001,DS001,"BWRSOIDO 5K3  0  5  ,8  0  7S  TY  L  E  S"
9/19/2016,RT,LEAD,1030,1609-21416-001,Y,,LC001,DS001,"WBRSOIDO 5K3  0  5  ,3  0  7S  T  YL  E  S"
9/19/2016,RT,LEAD,1030,1609-21416-002,N,0.002MG/L,LC001,DS001,"WBRSOIDO 5K3  0  5  ,4  0  8S  TY  L  E  S"
9/19/2016,RT,LEAD,1030,1609-21416-003,N,0.004MG/L,LC001,DS001,"BWRSOIDO 5K3  0  5  ,8  0  7S  TY  L  E  S"
9/6/2016,RT,"COPPER, FREE",1022,1609-19842-001,N,1.0MG/L,LC001,DS001,"WBRSOIDO 5K3  0  5  ,P  ORT  O"
9/6/2016,RT,"COPPER, FREE",1022,1609-19842-002,N,0.27MG/L,LC001,DS001,"WS  I D5  3  0  5  ,U  NI T5  0  ,"
9/6/2016,RT,"COPPER, FREE",1022,1609-19842-003,N,0.21MG/L,LC001,DS001,"WVASNIDT A5G30E5 P, VOIIGNNT O  L  A"
9/6/2016,RT,"COPPER, FREE",1022,1609-19842-004,N,0.37MG/L,LC001,DS001,"WS  I D5  3  0  5  ,R  EI N  GOL  D"
9/6/2016,RT,"COPPER, FREE",1022,1609-19842-005,N,0.32MG/L,LC001,DS001,"WS  I D5  3  0  5  ,R  AB  OY"
9/6/2016,RT,"COPPER, FREE",1022,1609-19842-006,N,0.13MG/L,LC001,DS001,"WS  I D5  3  0  5  ,R  EE  D"
9/6/2016,RT,"COPPER, FREE",1022,1609-19842-007,N,0.27MG/L,LC001,DS001,"WS  I D5  3  0  5  ,P  AR  T  ON"
9/6/2016,RT,"COPPER, FREE",1022,1609-19842-008,N,0.29MG/L,LC001,DS001,"WS  I D5  3  0  5  ,N  AT  RI L  L  O"
