Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/26/2014,RT,"COPPER, FREE",1022,1408-17572-001,N,0.047MG/L,LC001,DS001,"WSID 6649, NURSE",
8/26/2014,RT,"COPPER, FREE",1022,1408-17572-002,N,0.056MG/L,LC001,DS001,"WS  I D6  6  4  9  ,U  PB  AT  HSI N  K",
8/26/2014,RT,"COPPER, FREE",1022,1408-17572-003,N,0.049MG/L,LC001,DS001,"WS  I D6  6  4  9  ,B  AS  EFT  N",
8/26/2014,RT,"COPPER, FREE",1022,1408-17572-004,N,0.064MG/L,LC001,DS001,"WS  I D6  6  4  9  ,K  I T  CHE  N",
8/26/2014,RT,"COPPER, FREE",1022,1408-17572-005,N,0.048MG/L,LC001,DS001,"WS  I D6  6  4  9  ,T  OWNH  AL  L",
8/26/2014,RT,LEAD,1030,1408-17572-001,Y,,LC001,DS001,"WS  I D6  6  4  9  ,N  URS  E",
8/26/2014,RT,LEAD,1030,1408-17572-002,Y,,LC001,DS001,"WS  I D6  6  4  9  ,U  PB  AT  HSI N  K",
8/26/2014,RT,LEAD,1030,1408-17572-003,N,0.001MG/L,LC001,DS001,"WS  I D6  6  4  9  ,B  AS  EFT  N",
8/26/2014,RT,LEAD,1030,1408-17572-004,N,0.001MG/L,LC001,DS001,"WS  I D6  6  4  9  ,K  I T  CHE  N",
8/26/2014,RT,LEAD,1030,1408-17572-005,N,0.010MG/L,LC001,DS001,"WS  I D6  6  4  9  ,T  OWNH  AL  L",
5/4/2014,RT,"COPPER, FREE",1022,1405-07791-001,N,0.032MG/L,LC001,DS001,"WS  I D6  6  4  9  ,1  S  TFL  O  OR",
5/4/2014,RT,"COPPER, FREE",1022,1405-07791-002,Y,,LC001,DS001,"WBASTIDH R6O64O9M, HA  ND  I CA  P",
5/4/2014,RT,"COPPER, FREE",1022,1405-07791-003,N,0.052MG/L,LC001,DS001,"WS  I D6  6  4  9  ,B  AS  E  MEN  T",
5/4/2014,RT,"COPPER, FREE",1022,1405-07791-004,N,0.028MG/L,LC001,DS001,"FWOSUIDN T6A64IN9 ,K  I T  CH  EN  ,N",E  W
5/4/2014,RT,"COPPER, FREE",1022,1405-07791-005,N,0.059MG/L,LC001,DS001,"SWISNIKD6  6  4  9  ,TO  WNHA  L  L",
5/4/2014,RT,LEAD,1030,1405-07791-001,Y,,LC001,DS001,"WS  I D6  6  4  9  ,1  S  TFL  O  OR",
5/4/2014,RT,LEAD,1030,1405-07791-002,N,0.001MG/L,LC001,DS001,"BWASTIDH R6O64O9M, HA  ND  I CA  P",
5/4/2014,RT,LEAD,1030,1405-07791-003,Y,,LC001,DS001,"WS  I D6  6  4  9  ,B  AS  E  MEN  T",
5/4/2014,RT,LEAD,1030,1405-07791-004,Y,,LC001,DS001,"WFOSUIDN T6A64IN9 ,K  I T  CH  EN  ,N",E  W
5/4/2014,RT,LEAD,1030,1405-07791-005,N,0.029MG/L,LC001,DS001,"WSISNIKD6  6  4  9  ,TO  WNHA  L  L",
8/21/2013,RT,"COPPER, FREE",1022,1308-16456-001,N,0.043MG/L,LC001,DS001,"WS  I D6  6  4  9  ,N  URS  E  SS  I N",K
8/21/2013,RT,"COPPER, FREE",1022,1308-16456-002,N,0.058MG/L,LC001,DS001,"WS  I D6  6  4  9  ,1  S  TFL  O  OR",
8/21/2013,RT,"COPPER, FREE",1022,1308-16456-003,N,0.048MG/L,LC001,DS001,"WFOSUIDN T6A64IN9 ,G  YMF  OU  N",T  A  I N
8/21/2013,RT,"COPPER, FREE",1022,1308-16456-004,N,0.042MG/L,LC001,DS001,"WS  I D6  6  4  9  ,K  I T  CHE  NS  I N",K
8/21/2013,RT,"COPPER, FREE",1022,1308-16456-005,Y,,LC001,DS001,"WS  I D6  6  4  9  ,T  OWNH  AL  L",
8/21/2013,RT,LEAD,1030,1308-16456-001,N,0.002MG/L,LC001,DS001,"WS  I D6  6  4  9  ,N  URS  E  SS  I N",K
8/21/2013,RT,LEAD,1030,1308-16456-002,Y,,LC001,DS001,"WS  I D6  6  4  9  ,1  S  TFL  O  OR",
8/21/2013,RT,LEAD,1030,1308-16456-003,N,0.003MG/L,LC001,DS001,"WFOSUIDN T6A64IN9 ,G  YMF  OU  N",T  A  I N
8/21/2013,RT,LEAD,1030,1308-16456-004,N,0.096MG/L,LC001,DS001,"WS  I D6  6  4  9  ,K  I T  CHE  NS  I N",K
8/21/2013,RT,LEAD,1030,1308-16456-005,Y,,LC001,DS001,"WS  I D6  6  4  9  ,T  OWNH  AL  L",
9/9/2012,RT,"COPPER, FREE",1022,IN41117,Y,,LC001,DS001,K  I T  CH  EN,
9/9/2012,RT,"COPPER, FREE",1022,IN41126,N,0.12MG/L,LC001,DS001,T  O  WNHA  L  L,
9/9/2012,RT,"COPPER, FREE",1022,IN41141,Y,,LC001,DS001,,
9/9/2012,RT,"COPPER, FREE",1022,IN41158,Y,,LC001,DS001,B  A  T  H1  S  TF  L  OO  R,
