Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
6/15/2017,RT,"COPPER, FREE",1022,1706-13103-001,Y,,LC001,DS001,"WSID 6723, KITCHEN PREP"
6/15/2017,RT,"COPPER, FREE",1022,1706-13103-002,N,0.034MG/L,LC001,DS001,"WSISNIKD6  7  2  3  ,FO  UNT  A  I N"
6/15/2017,RT,"COPPER, FREE",1022,1706-13103-003,N,0.071MG/L,LC001,DS001,"WOLSDIDS I6D7E2 3H,A GLRLAWDAEY  2"
6/15/2017,RT,"COPPER, FREE",1022,1706-13103-004,N,0.076MG/L,LC001,DS001,"WFOSUIDN T6A72IN3 ,G  RA  DE5"
6/15/2017,RT,"COPPER, FREE",1022,1706-13103-005,Y,,LC001,DS001,"FWOSUIDN T6A72IN3 ,K  I ND  ER  GA  RT  E  N"
6/15/2017,RT,LEAD,1030,1706-13103-001,Y,,LC001,DS001,"WFOSUIDN T6A72IN3 ,K  I T  CH  ENPR  EP"
6/15/2017,RT,LEAD,1030,1706-13103-002,Y,,LC001,DS001,"WSISNIKD6  7  2  3  ,FO  UNT  A  I N"
6/15/2017,RT,LEAD,1030,1706-13103-003,N,0.0031MG/L,LC001,DS001,"OWLSDIDS I6D7E2 3H,A GLRLAWDAEY  2"
6/15/2017,RT,LEAD,1030,1706-13103-004,N,0.0034MG/L,LC001,DS001,"FWOSUIDN T6A72IN3 ,G  RA  DE5"
6/15/2017,RT,LEAD,1030,1706-13103-005,N,0.0021MG/L,LC001,DS001,"FWOSUIDN T6A72IN3 ,K  I ND  E  RGA  RT  E  N"
6/26/2014,RT,"COPPER, FREE",1022,1406-12282-001,N,0.061MG/L,LC001,DS001,"FWOSUIDN T6A72IN3 ,K  I T  CH  EN"
6/26/2014,RT,"COPPER, FREE",1022,1406-12282-002,N,0.086MG/L,LC001,DS001,"WS  I D6  7  2  3  ,N  URS  E  SR  OOM"
6/26/2014,RT,"COPPER, FREE",1022,1406-12282-003,N,0.11MG/L,LC001,DS001,"WS  I D6  7  2  3  ,T  E  AC  HE  R' S"
6/26/2014,RT,"COPPER, FREE",1022,1406-12282-004,N,0.070MG/L,LC001,DS001,"WROSOIDM 6  7  2  3  ,WA  TE  R"
6/26/2014,RT,"COPPER, FREE",1022,1406-12282-005,N,0.11MG/L,LC001,DS001,"FWOSUIDN T6A72IN3,,  HWAALTLEWRA Y MAIN"
6/26/2014,RT,LEAD,1030,1406-12282-001,Y,,LC001,DS001,"FWOSUIDN T6A72IN3,,  GKIYTMC H  EN"
6/26/2014,RT,LEAD,1030,1406-12282-002,Y,,LC001,DS001,"WS  I D6  7  2  3  ,N  URS  E  SR  OOM"
6/26/2014,RT,LEAD,1030,1406-12282-003,N,0.001MG/L,LC001,DS001,"WS  I D6  7  2  3  ,T  E  AC  HE  R' S"
6/26/2014,RT,LEAD,1030,1406-12282-004,Y,,LC001,DS001,"RWOSOIDM 6  7  2  3  ,WA  TE  R"
6/26/2014,RT,LEAD,1030,1406-12282-005,Y,,LC001,DS001,"WFOSUIDN T6A72IN3,,  HWAALTLEWRA Y MAIN"
1/22/2013,RT,"COPPER, FREE",1022,13-IC-00009-001,Y,,EP001,TP001,"FKOITUCNHTEANI NS,I NGKY M^  6  8  6"
1/22/2013,RT,LEAD,1030,13-IC-00009-001,Y,,EP001,TP001,KSCITHCOHOENL  HSOINUKS ^E 6 R8D6
6/20/2011,RT,"COPPER, FREE",1022,11I0978,N,0.04MG/L,LC001,DS001,SKCITHCOHOENL /H68O6U SSCEH RODO  L
6/20/2011,RT,"COPPER, FREE",1022,11I0979,N,0.04MG/L,LC001,DS001,FHOOUUNSTEA RIND  OU  T  SI D  E/ 6  8  6
6/20/2011,RT,"COPPER, FREE",1022,11I0980,N,0.06MG/L,LC001,DS001,NSCUHROSEOSL  RHMO/U6S86E  SRCDH  OOL
6/20/2011,RT,"COPPER, FREE",1022,11I0981,N,0.06MG/L,LC001,DS001,THEOAUCSHEE RRDSRM/ 6  8  6S  CH  OOL
6/20/2011,RT,"COPPER, FREE",1022,11I0982,N,0.05MG/L,LC001,DS001,HGOYMUS FEO RUDN T  A  I  N  / 6  8  6
6/20/2011,RT,LEAD,1030,11I0978,Y,,LC001,DS001,KSCITHCOHOELN /H6O86U SSCEH RODO  L
6/20/2011,RT,LEAD,1030,11I0979,Y,,LC001,DS001,HFOOUUNSTEA RIND  OU  T  SI D  E/ 6  8  6
6/20/2011,RT,LEAD,1030,11I0980,N,0.003MG/L,LC001,DS001,SNCUHROSEOSL  RHMO/U6S86E  SRCDH  OOL
6/20/2011,RT,LEAD,1030,11I0981,Y,,LC001,DS001,THEOAUCSHEE RRDSRM/ 6  8  6S  CH  OOL
6/20/2011,RT,LEAD,1030,11I0982,N,0.002MG/L,LC001,DS001,HGOYMUS FEO RUDN T  A  I N/ 6  8  6
6/9/2008,RT,"COPPER, FREE",1022,08I1047,N,0.10MG/L,LC001,DS001,SGCYHMO SOIDLE H WOUASTEER R D
6/9/2008,RT,"COPPER, FREE",1022,08I1048,N,0.09MG/L,LC001,DS001,FOOLDU NSTIDAEIN WAT  E  R
