Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
7/7/2016,RT,"COPPER, FREE",1022,1607-15207-001,N,0.22MG/L,LC001,DS001,UNIT 101,
7/7/2016,RT,"COPPER, FREE",1022,1607-15207-002,N,0.21MG/L,LC001,DS001,UNI T1  0  4,
7/7/2016,RT,"COPPER, FREE",1022,1607-15207-003,N,0.11MG/L,LC001,DS001,U  NI T1  0  7,
7/7/2016,RT,"COPPER, FREE",1022,1607-15207-004,N,0.22MG/L,LC001,DS001,UNI T1  1  0,
7/7/2016,RT,"COPPER, FREE",1022,1607-15207-005,N,0.15MG/L,LC001,DS001,UNI T2  1  2,
7/7/2016,RT,LEAD,1030,1607-15207-001,Y,,LC001,DS001,UNI T1  0  1,
7/7/2016,RT,LEAD,1030,1607-15207-002,Y,,LC001,DS001,U  NI T1  0  4,
7/7/2016,RT,LEAD,1030,1607-15207-003,Y,,LC001,DS001,U  NI T1  0  7,
7/7/2016,RT,LEAD,1030,1607-15207-004,Y,,LC001,DS001,UNI T1  1  0,
7/7/2016,RT,LEAD,1030,1607-15207-005,Y,,LC001,DS001,U  NI T2  1  2,
9/4/2013,RT,"COPPER, FREE",1022,1309-17535-001,N,0.13MG/L,LC001,DS001,COMMU  NI T  YK  I T  CH  E,N
9/4/2013,RT,"COPPER, FREE",1022,1309-17535-002,N,0.13MG/L,LC001,DS001,UNI T1  0  1,
9/4/2013,RT,"COPPER, FREE",1022,1309-17535-003,N,0.12MG/L,LC001,DS001,U  NI T1  0  4,
9/4/2013,RT,"COPPER, FREE",1022,1309-17535-004,N,0.10MG/L,LC001,DS001,U  NI T2  0  6,
9/4/2013,RT,"COPPER, FREE",1022,1309-17535-005,N,0.091MG/L,LC001,DS001,U  NI T2  0  2,
9/4/2013,RT,LEAD,1030,1309-17535-001,Y,,LC001,DS001,COMMU  NI T  YK  I T  CH  E,N
9/4/2013,RT,LEAD,1030,1309-17535-002,Y,,LC001,DS001,U  NI T1  0  1,
9/4/2013,RT,LEAD,1030,1309-17535-003,Y,,LC001,DS001,UNI T1  0  4,
9/4/2013,RT,LEAD,1030,1309-17535-004,Y,,LC001,DS001,UNI T2  0  6,
9/4/2013,RT,LEAD,1030,1309-17535-005,Y,,LC001,DS001,UNI T2  0  2,
7/18/2012,RT,"COPPER, FREE",1022,1207-10551-001,N,0.19MG/L,LC001,DS001,A  P  T2  0  6,
7/18/2012,RT,"COPPER, FREE",1022,1207-10551-002,N,0.12MG/L,LC001,DS001,AP  T1  0  3,
7/18/2012,RT,"COPPER, FREE",1022,1207-10551-003,N,0.088MG/L,LC001,DS001,C  OMMU  NI T  YK  I T  CH  E,N
7/18/2012,RT,"COPPER, FREE",1022,1207-10551-004,N,0.26MG/L,LC001,DS001,A  P  T1  1  0,
7/18/2012,RT,"COPPER, FREE",1022,1207-10551-005,N,0.34MG/L,LC001,DS001,AP  T1  0  4,
7/18/2012,RT,LEAD,1030,1207-10551-001,Y,,LC001,DS001,AP  T2  0  6,
7/18/2012,RT,LEAD,1030,1207-10551-002,Y,,LC001,DS001,AP  T1  0  3,
7/18/2012,RT,LEAD,1030,1207-10551-003,Y,,LC001,DS001,COMMU  NI T  YK  I T  CH  E,N
7/18/2012,RT,LEAD,1030,1207-10551-004,Y,,LC001,DS001,AP  T1  1  0,
7/18/2012,RT,LEAD,1030,1207-10551-005,Y,,LC001,DS001,AP  T1  0  4,
7/6/2011,RT,"COPPER, FREE",1022,1107-09263-006,N,0.070MG/L,LC001,DS001,A  P  T1  0  1,
7/6/2011,RT,LEAD,1030,1107-09263-006,Y,,LC001,DS001,A  P  T1  0  1,
7/5/2011,RT,"COPPER, FREE",1022,1107-09263-002,N,0.095MG/L,LC001,DS001,AP  T2  0  6,
7/5/2011,RT,"COPPER, FREE",1022,1107-09263-003,N,0.11MG/L,LC001,DS001,AP  T1  0  3,
