Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
3/28/2017,SP,"COPPER, FREE",1022,1704-06723-002,Y,,RW001,WL001,"WSID 5541, SOURCE,"
"",,,,,,,,,SYSTEM EVALUATION
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-001,N,0.13MG/L,LC001,DS001,"WSID 5541, 1B BATH"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-002,N,0.20MG/L,LC001,DS001,"WS  I D5  5  4  1  ,4  BBA  T  H"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-003,N,0.16MG/L,LC001,DS001,"WS  I D5  5  4  1  ,8  ABA  T  H"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-004,N,0.34MG/L,LC001,DS001,"WS  I D5  5  4  1  ,1  2  ABA  T  H"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-005,N,0.22MG/L,LC001,DS001,"WS  I D5  5  4  1  ,1  5  ABA  T  H"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-006,N,0.17MG/L,LC001,DS001,"WS  I D5  5  4  1  ,1  8  ABA  T  H"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-007,N,0.32MG/L,LC001,DS001,"WS  I D5  5  4  1  ,2  2  ABA  T  H"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-008,N,0.30MG/L,LC001,DS001,"WS  I D5  5  4  1  ,3  7  BBA  T  H"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-009,N,0.31MG/L,LC001,DS001,"WS  I D5  5  4  1  ,4  3  ABA  T  H"
3/28/2017,RT,"COPPER, FREE",1022,1704-06744-010,N,0.18MG/L,LC001,DS001,"WS  I D5  5  4  1  ,5  0  BBA  T  H"
3/28/2017,SP,LEAD,1030,1704-06723-002,N,0.0063MG/L,RW001,WL001,"WS  I D5  5  4  1  ,S  OUR  CE  ,"
"",,,,,,,,,SYSTEM EVALUATION
3/28/2017,RT,LEAD,1030,1704-06744-001,N,0.0060MG/L,LC001,DS001,"WSID 5541, 1B BATH"
3/28/2017,RT,LEAD,1030,1704-06744-002,N,0.0028MG/L,LC001,DS001,"WS  I D5  5  4  1  ,4  BBA  T  H"
3/28/2017,RT,LEAD,1030,1704-06744-003,N,0.0045MG/L,LC001,DS001,"WS  I D5  5  4  1  ,8  ABA  T  H"
3/28/2017,RT,LEAD,1030,1704-06744-004,N,0.0017MG/L,LC001,DS001,"WS  I D5  5  4  1  ,1  2  ABA  T  H"
3/28/2017,RT,LEAD,1030,1704-06744-005,N,0.0146MG/L,LC001,DS001,"WS  I D5  5  4  1  ,1  5  ABA  T  H"
3/28/2017,RT,LEAD,1030,1704-06744-006,N,0.0051MG/L,LC001,DS001,"WS  I D5  5  4  1  ,1  8  ABA  T  H"
3/28/2017,RT,LEAD,1030,1704-06744-007,N,0.0045MG/L,LC001,DS001,"WS  I D5  5  4  1  ,2  2  ABA  T  H"
3/28/2017,RT,LEAD,1030,1704-06744-008,N,0.0097MG/L,LC001,DS001,"WS  I D5  5  4  1  ,3  7  BBA  T  H"
3/28/2017,RT,LEAD,1030,1704-06744-009,N,0.0152MG/L,LC001,DS001,"WS  I D5  5  4  1  ,4  3  ABA  T  H"
3/28/2017,RT,LEAD,1030,1704-06744-010,N,0.0029MG/L,LC001,DS001,"WS  I D5  5  4  1  ,5  0  BBA  T  H"
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-001,N,0.22MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T1  BB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-002,N,0.25MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T4  BB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-003,N,0.44MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T8  AB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-004,N,0.32MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T1  2  AB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-005,N,0.18MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T1  5  AB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-006,N,0.26MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T1  8  AB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-007,N,0.24MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T2  2  BB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-008,N,0.36MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T3  7  BB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-009,N,0.29MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T4  3  AB  A  TH
12/15/2016,RT,"COPPER, FREE",1022,1612-28745-010,N,0.41MG/L,LC001,DS001,WS  I D5  5  4  1U  NI T5  0  B
12/15/2016,RT,LEAD,1030,1612-28745-001,N,0.0247MG/L,LC001,DS001,WKISTCIDH 5E5N4 1UN  I T1  BB  AT  H
