Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-001,Y,,LC001,DS001,"WSID 20743, DP004",
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-002,Y,,LC001,DS001,"HWOSWIDL 2A0N7D4 3  ,D  P0  1  8",
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-003,Y,,LC001,DS001,"WMASTIDH E20R7  4  3  ,D  P0  1  7",
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-004,N,0.021MG/L,LC001,DS001,"WS  I D2  0  7  4  3  ,D  P0  1  2",
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-005,Y,,LC001,DS001,"WDASLIDR Y2M07P4L3E,  DP  0  1  6",
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-006,Y,,LC001,DS001,"HWESNIDD R20IC7K43S,D  P0  0  9",
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-007,Y,,LC001,DS001,"WRASNIDD O20M7 4N3O, RDTPH00  8",
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-008,N,0.022MG/L,LC001,DS001,"WRASNIDD O20M7 4S3O, UDTPH00  7HA  P",P  Y
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-009,Y,,LC001,DS001,"WVASLIDLE 2Y0 7  4  3  ,DP  0  0  6",
9/27/2016,RT,"COPPER, FREE",1022,1609-22051-010,Y,,LC001,DS001,"SWCSHIDN A20D7E4R3 ,D  P0  2  7  ,",
9/27/2016,RT,LEAD,1030,1609-22051-001,Y,,LC001,DS001,"WAUSDIDIT 2O0R7I4U3M, DP  0  0  4",
9/27/2016,RT,LEAD,1030,1609-22051-002,Y,,LC001,DS001,"WHOSWIDL 2A0N7D4 3  ,D  P0  1  8",
9/27/2016,RT,LEAD,1030,1609-22051-003,Y,,LC001,DS001,"MWASTIDH E20R7  4  3  ,D  P0  1  7",
9/27/2016,RT,LEAD,1030,1609-22051-004,Y,,LC001,DS001,"WS  I D2  0  7  4  3  ,D  P0  1  2",
9/27/2016,RT,LEAD,1030,1609-22051-005,Y,,LC001,DS001,"DWASLIDR Y2M07P4L3E,  DP  0  1  6",
9/27/2016,RT,LEAD,1030,1609-22051-006,Y,,LC001,DS001,"HWESNIDD R20IC7K43S,D  P0  0  9",
9/27/2016,RT,LEAD,1030,1609-22051-007,Y,,LC001,DS001,"WRASNIDD O20M7 4N3O, RDTPH00  8",
9/27/2016,RT,LEAD,1030,1609-22051-008,Y,,LC001,DS001,"WRASNIDD O20M7 4S3O, UDTPH00  7HA  P",P  Y
9/27/2016,RT,LEAD,1030,1609-22051-009,Y,,LC001,DS001,"WVASLIDLE 2Y0 7  4  3  ,DP  0  0  6",
9/27/2016,RT,LEAD,1030,1609-22051-010,Y,,LC001,DS001,"WSCSHIDN A20D7E4R3 ,D  P0  2  7  ,",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-001,Y,,LC001,DS001,"AWUSDIDIT 2O0R8I7U5M, DP  0  0  4",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-002,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  1  8",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-003,N,0.032MG/L,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  1  7",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-004,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  1  2",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-005,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  1  6",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-006,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  0  9",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-007,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  0  8",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-008,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  0  7",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-009,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  0  6",
9/25/2014,RT,"COPPER, FREE",1022,1409-20060-010,N,0.082MG/L,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  2  7",
9/25/2014,RT,LEAD,1030,1409-20060-001,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  0  4",
9/25/2014,RT,LEAD,1030,1409-20060-002,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  1  8",
9/25/2014,RT,LEAD,1030,1409-20060-003,N,0.002MG/L,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  1  7",
9/25/2014,RT,LEAD,1030,1409-20060-004,Y,,LC001,DS001,"WS  I D2  0  8  7  5  ,D  P0  1  2",
