Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
7/5/2016,RT,"COPPER, FREE",1022,1607-14250-001,N,0.040MG/L,LC001,DS001,"WSID 6212, PURPLE ROOM"
7/5/2016,RT,LEAD,1030,1607-14250-001,N,0.002MG/L,LC001,DS001,"WS  I D6  2  1  2  ,P  UR  PL  EROO  M"
6/13/2016,RT,"COPPER, FREE",1022,1606-12054-001,N,0.093MG/L,LC001,DS001,"WS  I D6  2  1  2  ,K  I T  CHE  N"
6/13/2016,RT,"COPPER, FREE",1022,1606-12054-002,N,0.14MG/L,LC001,DS001,"WS  I D6  2  1  2  ,N  URS  E  RY"
6/13/2016,RT,"COPPER, FREE",1022,1606-12054-003,N,0.13MG/L,LC001,DS001,"WS  I D6  2  1  2  ,OF  F  I CE"
6/13/2016,RT,"COPPER, FREE",1022,1606-12054-004,N,0.12MG/L,LC001,DS001,"WS  I D6  2  1  2  ,P  UR  PL  EROO  M"
6/13/2016,RT,"COPPER, FREE",1022,1606-12054-005,N,0.16MG/L,LC001,DS001,"WS  I D6  2  1  2  ,OR  AN  GE"
6/13/2016,RT,LEAD,1030,1606-12054-001,Y,,LC001,DS001,"WS  I D6  2  1  2  ,K  I T  CHE  N"
6/13/2016,RT,LEAD,1030,1606-12054-002,N,0.003MG/L,LC001,DS001,"WS  I D6  2  1  2  ,N  URS  E  RY"
6/13/2016,RT,LEAD,1030,1606-12054-003,N,0.002MG/L,LC001,DS001,"WS  I D6  2  1  2  ,OF  F  I CE"
6/13/2016,RT,LEAD,1030,1606-12054-004,N,0.026MG/L,LC001,DS001,"WS  I D6  2  1  2  ,P  UR  PL  EROO  M"
6/13/2016,RT,LEAD,1030,1606-12054-005,Y,,LC001,DS001,"WS  I D6  2  1  2  ,OR  AN  GE"
7/15/2013,RT,"COPPER, FREE",1022,1307-12865-001,N,0.078MG/L,LC001,DS001,"WS  I D6  2  1  2  ,K  I T  CHE  N"
7/15/2013,RT,"COPPER, FREE",1022,1307-12865-002,N,0.072MG/L,LC001,DS001,"WS  I D6  2  1  2  ,OR  AN  GEROOM"
7/15/2013,RT,"COPPER, FREE",1022,1307-12865-003,N,0.071MG/L,LC001,DS001,"WS  I D6  2  1  2  ,Y  EL  L  O  WR  OOM"
7/15/2013,RT,"COPPER, FREE",1022,1307-12865-004,N,0.071MG/L,LC001,DS001,"WS  I D6  2  1  2  ,N  URS  E  RY"
7/15/2013,RT,"COPPER, FREE",1022,1307-12865-005,N,0.13MG/L,LC001,DS001,"WS  I D6  2  1  2  ,OF  F  I CE"
7/15/2013,RT,LEAD,1030,1307-12865-001,N,0.002MG/L,LC001,DS001,"WS  I D6  2  1  2  ,K  I T  CHE  N"
7/15/2013,RT,LEAD,1030,1307-12865-002,N,0.001MG/L,LC001,DS001,"WS  I D6  2  1  2  ,OR  AN  GEROOM"
7/15/2013,RT,LEAD,1030,1307-12865-003,N,0.003MG/L,LC001,DS001,"WS  I D6  2  1  2  ,Y  EL  L  O  WR  OOM"
7/15/2013,RT,LEAD,1030,1307-12865-004,N,0.004MG/L,LC001,DS001,"WS  I D6  2  1  2  ,N  URS  E  RY"
7/15/2013,RT,LEAD,1030,1307-12865-005,N,0.005MG/L,LC001,DS001,"WS  I D6  2  1  2  ,OF  F  I CE"
7/27/2010,RT,"COPPER, FREE",1022,IN33156,N,0.16MG/L,LC001,DS001,K  I T  CH  ENSI N  K
7/27/2010,RT,"COPPER, FREE",1022,IN33165,N,0.17MG/L,LC001,DS001,OF  FI C  EB  A  TH  ROO  M
7/27/2010,RT,"COPPER, FREE",1022,IN33167,N,0.11MG/L,LC001,DS001,ORA  NGERO  OM
7/27/2010,RT,"COPPER, FREE",1022,IN33172,Y,,LC001,DS001,T  E  A  CHE  RSB  AT  HR  OOM
7/27/2010,RT,"COPPER, FREE",1022,IN33173,N,0.12MG/L,LC001,DS001,Y  E  L  L  OWROOM
7/27/2010,RT,LEAD,1030,IN33156,N,0.002MG/L,LC001,DS001,K  I T  CH  ENSI N  K
7/27/2010,RT,LEAD,1030,IN33165,N,0.007MG/L,LC001,DS001,O  F  FI C  EB  A  TH  ROO  M
7/27/2010,RT,LEAD,1030,IN33167,Y,,LC001,DS001,O  RA  NGERO  OM
7/27/2010,RT,LEAD,1030,IN33172,Y,,LC001,DS001,TE  A  CHE  RSB  AT  HR  OOM
7/27/2010,RT,LEAD,1030,IN33173,Y,,LC001,DS001,Y  E  L  L  OWROOM
6/15/2007,RT,"COPPER, FREE",1022,IN22725,N,0.10MG/L,LC001,DS001,K  I T  CH  ENSI N  K
6/15/2007,RT,"COPPER, FREE",1022,IN22726,N,0.10MG/L,LC001,DS001,T  E  A  CHE  RSB  AT  HR  OOM
