Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/8/2015,RT,"COPPER, FREE",1022,1509-19055-001,N,0.15MG/L,LC001,DS001,"WSID 5329, JACKIE HARVEY"
9/8/2015,RT,"COPPER, FREE",1022,1509-19055-002,N,0.085MG/L,LC001,DS001,"WS  I D5  3  2  9  ,D  AV  EH  AR  VE  Y"
9/8/2015,RT,"COPPER, FREE",1022,1509-19055-003,N,0.13MG/L,LC001,DS001,"WS  I D5  3  2  9  ,WI L  L  I AM"
9/8/2015,RT,"COPPER, FREE",1022,1509-19055-004,N,0.26MG/L,LC001,DS001,"WMCSDIDO 5N3A2L9D, ER  I C"
9/8/2015,RT,"COPPER, FREE",1022,1509-19055-005,N,0.058MG/L,LC001,DS001,"WBESLIDAN 5G32E9R,  SE  ANK  EOWN"
9/8/2015,RT,LEAD,1030,1509-19055-001,Y,,LC001,DS001,"WS  I D5  3  2  9  ,J  A  CK  I EHA  RV  EY"
9/8/2015,RT,LEAD,1030,1509-19055-002,N,0.001MG/L,LC001,DS001,"WS  I D5  3  2  9  ,D  AV  EH  AR  VE  Y"
9/8/2015,RT,LEAD,1030,1509-19055-003,N,0.001MG/L,LC001,DS001,"WS  I D5  3  2  9  ,WI L  L  I AM"
9/8/2015,RT,LEAD,1030,1509-19055-004,Y,,LC001,DS001,"WMCSDIDO 5N3A2L9D, ER  I C"
9/8/2015,RT,LEAD,1030,1509-19055-005,Y,,LC001,DS001,"BWESLIDAN 5G32E9R,  SE  ANK  EOWN"
8/28/2012,RT,"COPPER, FREE",1022,1208-12809-004,Y,,LC001,DS001,WS  I D5  3  2  9MI K  ES  HE  P  AR  D
8/28/2012,RT,LEAD,1030,1208-12809-004,Y,,LC001,DS001,WS  I D5  3  2  9MI K  ES  HE  P  AR  D
8/27/2012,RT,"COPPER, FREE",1022,1208-12809-001,N,0.098MG/L,LC001,DS001,WS  I D5  3  2  9E  RI CBE  L  AN  GE  R
8/27/2012,RT,"COPPER, FREE",1022,1208-12809-002,N,0.042MG/L,LC001,DS001,WS  I D5  3  2  9D  AV  EH  AR  VE  Y
8/27/2012,RT,"COPPER, FREE",1022,1208-12809-003,N,0.11MG/L,LC001,DS001,WS  I D5  3  2  9J  A  CK  I EHA  RV  EY
8/27/2012,RT,"COPPER, FREE",1022,1208-12809-005,N,0.041MG/L,LC001,DS001,WS  I D5  3  2  9B  I L  LBL  A  I R
8/27/2012,RT,LEAD,1030,1208-12809-001,N,0.001MG/L,LC001,DS001,WS  I D5  3  2  9E  RI CBE  L  AN  GE  R
8/27/2012,RT,LEAD,1030,1208-12809-002,Y,,LC001,DS001,WS  I D5  3  2  9D  AV  EH  AR  VE  Y
8/27/2012,RT,LEAD,1030,1208-12809-003,N,0.002MG/L,LC001,DS001,WS  I D5  3  2  9J  A  CK  I EHA  RV  EY
8/27/2012,RT,LEAD,1030,1208-12809-005,Y,,LC001,DS001,WS  I D5  3  2  9B  I L  LBL  A  I R
7/22/2009,RT,"COPPER, FREE",1022,0907-10329001,N,0.067MG/L,LC001,DS001,J AC  KI EHA  RV  E  Y
7/22/2009,RT,"COPPER, FREE",1022,0907-10329002,N,0.058MG/L,LC001,DS001,DA  VEHA  RV  EY
7/22/2009,RT,"COPPER, FREE",1022,0907-10329003,N,0.14MG/L,LC001,DS001,DA  VEHA  RV  EYRE  NT  A  L
7/22/2009,RT,"COPPER, FREE",1022,0907-10329004,N,0.10MG/L,LC001,DS001,WI L  L  I A  MMCD  ONA  L  D
7/22/2009,RT,"COPPER, FREE",1022,0907-10329005,N,0.043MG/L,LC001,DS001,BI L  LB  L  AI R
7/22/2009,RT,LEAD,1030,0907-10329001,Y,,LC001,DS001,J  AC  KI EHA  RV  E  Y
7/22/2009,RT,LEAD,1030,0907-10329002,N,0.001MG/L,LC001,DS001,DA  VEHA  RV  EY
7/22/2009,RT,LEAD,1030,0907-10329003,Y,,LC001,DS001,DA  VEHA  RV  EYRE  NT  A  L
7/22/2009,RT,LEAD,1030,0907-10329004,Y,,LC001,DS001,WI L  L  I A  MMCD  ONA  L  D
7/22/2009,RT,LEAD,1030,0907-10329005,Y,,LC001,DS001,B  I L  LB  L  AI R
9/18/2006,RT,"COPPER, FREE",1022,0609-04721001,N,0.07MG/L,LC001,DS001,B  I L  LB  L  AI R
9/18/2006,RT,"COPPER, FREE",1022,0609-04721002,N,0.07MG/L,LC001,DS001,D  A  VEHA  RV  EY
9/18/2006,RT,"COPPER, FREE",1022,0609-04721004,N,0.12MG/L,LC001,DS001,WI L  L  I A  MMCD  OND  AL  D
9/18/2006,RT,"COPPER, FREE",1022,0609-04721005,N,0.12MG/L,LC001,DS001,J  AC  KI EHA  RV  E  Y
