Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
9/29/2008,RT,"COPPER, FREE",1022,0809-14160001,N,0.22MG/L,LC001,DS001,KITCHEN SINK,
9/29/2008,RT,"COPPER, FREE",1022,0809-14160002,N,0.058MG/L,LC001,DS001,S  H  OPS  I NK,
9/29/2008,RT,"COPPER, FREE",1022,0809-14160003,N,0.21MG/L,LC001,DS001,BA  T  HRO  OMSI N  K,
9/29/2008,RT,"COPPER, FREE",1022,0809-14160004,N,0.041MG/L,LC001,DS001,NE  ED  O,
9/29/2008,RT,"COPPER, FREE",1022,0809-14160005,N,0.095MG/L,LC001,DS001,B  L  U  EF  L  A  ME,
9/29/2008,RT,LEAD,1030,0809-14160001,Y,,LC001,DS001,KI T  CH  ENSI N  K,
9/29/2008,RT,LEAD,1030,0809-14160002,N,0.001MG/L,LC001,DS001,S  H  OPS  I NK,
9/29/2008,RT,LEAD,1030,0809-14160003,N,0.001MG/L,LC001,DS001,BA  T  HRO  OMSI N  K,
9/29/2008,RT,LEAD,1030,0809-14160004,Y,,LC001,DS001,NE  ED  O,
9/29/2008,RT,LEAD,1030,0809-14160005,N,0.003MG/L,LC001,DS001,BL  U  EF  L  A  ME,
9/17/2007,RT,"COPPER, FREE",1022,307547,N,0.248MG/L,LC001,DS001,SC  I,
9/17/2007,RT,"COPPER, FREE",1022,307548,N,0.038MG/L,LC001,DS001,N. E  . T. O  .,
9/17/2007,RT,"COPPER, FREE",1022,307549,N,0.154MG/L,LC001,DS001,B  L  U  EF  L  A  ME,
9/17/2007,RT,"COPPER, FREE",1022,307550,N,0.310MG/L,LC001,DS001,C  HU  RC  H,
9/17/2007,RT,LEAD,1030,307547,Y,,LC001,DS001,S  C  I,
9/17/2007,RT,LEAD,1030,307548,N,0.004MG/L,LC001,DS001,N  . E  . T. O  .,
9/17/2007,RT,LEAD,1030,307549,N,0.002MG/L,LC001,DS001,B  L  U  EF  L  A  ME,
9/17/2007,RT,LEAD,1030,307550,N,0.001MG/L,LC001,DS001,C  HU  RC  H,
12/12/2006,SP,"COPPER, FREE",1022,289919,N,0.105MG/L,LC001,DS001,SC  IBA  T  HRO  OM,
12/12/2006,SP,"COPPER, FREE",1022,289920,N,0.234MG/L,LC001,DS001,S  C  IKI T  CH  EN,
12/12/2006,SP,LEAD,1030,289919,Y,,LC001,DS001,SC  IBA  T  HRO  OM,
12/12/2006,SP,LEAD,1030,289920,N,0.001MG/L,LC001,DS001,SC  IKI T  CH  EN,
12/6/2006,SP,"COPPER, FREE",1022,289916,N,0.148MG/L,LC001,DS001,,
12/6/2006,SP,"COPPER, FREE",1022,289917,N,0.120MG/L,LC001,DS001,NETO BATHROOM,
12/6/2006,SP,"COPPER, FREE",1022,289918,N,0.306MG/L,LC001,DS001,J EH  OV  AHCHU  RC  H,
12/6/2006,SP,LEAD,1030,289916,N,0.001MG/L,LC001,DS001,KITCHEN,
12/6/2006,SP,LEAD,1030,289917,Y,,LC001,DS001,NETO BATHROOM,
12/6/2006,SP,LEAD,1030,289918,N,0.003MG/L,LC001,DS001,J  EH  OV  AHCHU  RC  H,
9/29/2005,RT,"COPPER, FREE",1022,261597,N,0.441MG/L,LC001,DS001,JKEITHCOHVEANHC  HU  RCH,
9/29/2005,RT,"COPPER, FREE",1022,261598,N,0.109MG/L,LC001,DS001,HI GH  L  I TE  SBA  T  HRO  O,M
9/29/2005,RT,"COPPER, FREE",1022,261599,N,0.171MG/L,LC001,DS001,H  I GH  L  I TE  SKI T  CH  EN,
9/29/2005,RT,LEAD,1030,261597,N,0.006MG/L,LC001,DS001,J  EH  OV  AHCHU  RC  H,
9/29/2005,RT,LEAD,1030,261598,N,0.005MG/L,LC001,DS001,H  I GH  L  I TE  SBA  T  HRO  O,M
9/29/2005,RT,LEAD,1030,261599,N,0.001MG/L,LC001,DS001,HI GH  L  I TE  SKI T  CH  EN,
