Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
10/6/2016,RT,"COPPER, FREE",1022,1610-23119-001,N,0.066MG/L,LC001,DS001,KITCHEN BASE 1,
10/6/2016,RT,"COPPER, FREE",1022,1610-23119-002,N,0.054MG/L,LC001,DS001,H  E  AL  T  HR  OOMB  AS  E2,
10/6/2016,RT,"COPPER, FREE",1022,1610-23119-003,N,0.047MG/L,LC001,DS001,R  OOM1  0  8,
10/6/2016,RT,"COPPER, FREE",1022,1610-23119-004,N,0.043MG/L,LC001,DS001,L  AD  I ESROO  M,
10/6/2016,RT,"COPPER, FREE",1022,1610-23119-005,N,0.043MG/L,LC001,DS001,R  OOM1  0  3,
10/6/2016,RT,LEAD,1030,1610-23119-001,Y,,LC001,DS001,KI T  CH  ENBA  S  E1,
10/6/2016,RT,LEAD,1030,1610-23119-002,Y,,LC001,DS001,H  E  AL  T  HR  OOMB  AS  E2,
10/6/2016,RT,LEAD,1030,1610-23119-003,Y,,LC001,DS001,R  OOM1  0  8,
10/6/2016,RT,LEAD,1030,1610-23119-004,Y,,LC001,DS001,L  A  D  I ESROO  M,
10/6/2016,RT,LEAD,1030,1610-23119-005,Y,,LC001,DS001,ROOM1  0  3,
9/19/2016,RT,"COPPER, FREE",1022,1609-21239-001,N,0.032MG/L,LC001,DS001,K  I T  CH  EN,
9/19/2016,RT,LEAD,1030,1609-21239-001,Y,,LC001,DS001,K  I T  CH  EN,
8/14/2013,RT,"COPPER, FREE",1022,1308-15849-001,N,0.078MG/L,LC001,DS001,KI T  CH  ENBA  S  E1,
8/14/2013,RT,"COPPER, FREE",1022,1308-15849-002,N,0.045MG/L,LC001,DS001,HE  AL  T  HA  RE  ABA  SE2,
8/14/2013,RT,"COPPER, FREE",1022,1308-15849-003,N,0.039MG/L,LC001,DS001,R  OOM1  0  8B  A  C1,
8/14/2013,RT,"COPPER, FREE",1022,1308-15849-004,N,0.047MG/L,LC001,DS001,G  I RL  SROO  MBA  C3,
8/14/2013,RT,"COPPER, FREE",1022,1308-15849-005,N,0.092MG/L,LC001,DS001,ROOM1  0  3B  A  C6,
8/14/2013,RT,LEAD,1030,1308-15849-001,N,0.001MG/L,LC001,DS001,KI T  CH  ENBA  S  E1,
8/14/2013,RT,LEAD,1030,1308-15849-002,Y,,LC001,DS001,HE  AL  T  HA  RE  ABA  SE2,
8/14/2013,RT,LEAD,1030,1308-15849-003,Y,,LC001,DS001,R  OOM1  0  8B  A  C1,
8/14/2013,RT,LEAD,1030,1308-15849-004,N,0.001MG/L,LC001,DS001,G  I RL  SROO  MBA  C3,
8/14/2013,RT,LEAD,1030,1308-15849-005,N,0.002MG/L,LC001,DS001,R  OOM1  0  3B  A  C6,
9/9/2008,RT,"COPPER, FREE",1022,0809-12998001,N,0.10MG/L,LC001,DS001,P  R  ES  CH  OOL( F  ORME  R,L  Y
9/9/2008,RT,"COPPER, FREE",1022,0809-12998003,N,0.18MG/L,LC001,DS001,BAROTY S&  RMOUOSMIC ),
9/9/2008,RT,"COPPER, FREE",1022,0809-12998003,N,0.080MG/L,LC001,DS001,G  I RL  SROO  M,
9/9/2008,RT,"COPPER, FREE",1022,0809-12998004,N,0.082MG/L,LC001,DS001,KI T  CH  EN,
9/9/2008,RT,"COPPER, FREE",1022,0809-12998005,N,0.084MG/L,LC001,DS001,H  E  AL  T  HR  OOM0  . 0  1  2,
9/9/2008,RT,LEAD,1030,0809-12998001,N,0.003MG/L,LC001,DS001,PR  ES  CH  OOL( F  ORME  R,L  Y
9/9/2008,RT,LEAD,1030,0809-12998003,N,0.007MG/L,LC001,DS001,BAORTY S&  RMOUOSMIC ),
9/9/2008,RT,LEAD,1030,0809-12998003,N,0.003MG/L,LC001,DS001,GI RL  SROO  M,
9/9/2008,RT,LEAD,1030,0809-12998004,N,0.002MG/L,LC001,DS001,K  I T  CH  EN,
9/9/2008,RT,LEAD,1030,0809-12998005,N,0.012MG/L,LC001,DS001,H  E  AL  T  HR  OOM0  . 0  1  2,
9/11/2007,RT,"COPPER, FREE",1022,0709-07465001,N,0.085MG/L,LC001,DS001,AR  T&MUS  I CR  OOM,
9/11/2007,RT,"COPPER, FREE",1022,0709-07465002,N,0.047MG/L,LC001,DS001,B  OY  SBA  T  HRO  OM,
