Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/28/2015,RT,"COPPER, FREE",1022,14-IB-00015-001,Y,,LC001,DS001,KITCHEN SINK ^ 27 FERN ST
9/28/2015,RT,"COPPER, FREE",1022,14-IB-00016-001,Y,,LC001,DS001,K  I T  CH  ENSI N  K^1  9FE  RNST
9/28/2015,RT,"COPPER, FREE",1022,14-IB-00017-001,N,0.03MG/L,LC001,DS001,K  I T  CH  ENSI N  K^7BL  A  KE
9/28/2015,RT,"COPPER, FREE",1022,14-IB-00018-001,N,0.03MG/L,LC001,DS001,KDIRT C  HE  NS  I NK^3  3F  ER  NS  T
9/28/2015,RT,"COPPER, FREE",1022,15-IB-00404-001,N,0.04MG/L,LC001,DS001,K  I T  CH  ENSI N  K/C  RA  I G
9/28/2015,RT,LEAD,1030,14-IB-00015-001,N,0.002MG/L,LC001,DS001,HKIATRCTHMEANN S  I N  K^2  7F  E  RNST
9/28/2015,RT,LEAD,1030,14-IB-00016-001,N,0.004MG/L,LC001,DS001,KI T  CH  ENSI N  K^1  9FE  RNST
9/28/2015,RT,LEAD,1030,14-IB-00017-001,Y,,LC001,DS001,K  I T  CH  ENSI N  K^7BL  A  KE
9/28/2015,RT,LEAD,1030,14-IB-00018-001,N,0.001MG/L,LC001,DS001,KDIRT CH  E  NS  I NK^3  3F  ER  NS  T
9/28/2015,RT,LEAD,1030,15-IB-00404-001,N,0.002MG/L,LC001,DS001,KI T  CH  ENSI N  K/C  RA  I G
9/24/2014,RT,"COPPER, FREE",1022,14-IB-00010-001,N,0.04MG/L,LC001,DS001,7H ABRLATMKEA ND R
9/24/2014,RT,"COPPER, FREE",1022,14-IB-00011-001,Y,,LC001,DS001,1  9FE  RNST
9/24/2014,RT,"COPPER, FREE",1022,14-IB-00012-001,Y,,LC001,DS001,27FE  RNST
9/24/2014,RT,"COPPER, FREE",1022,14-IB-00013-001,Y,,LC001,DS001,1  5B  L  A  KEDR
9/24/2014,RT,"COPPER, FREE",1022,14-IB-00014-001,N,0.02MG/L,LC001,DS001,3 3F  E  RNST
9/24/2014,RT,LEAD,1030,14-IB-00010-001,Y,,LC001,DS001,7BL  A  KEDR
9/24/2014,RT,LEAD,1030,14-IB-00011-001,Y,,LC001,DS001,1  9F  E  RNST
9/24/2014,RT,LEAD,1030,14-IB-00012-001,N,0.003MG/L,LC001,DS001,2  7F  E  RNST
9/24/2014,RT,LEAD,1030,14-IB-00013-001,Y,,LC001,DS001,1  5BL  A  KEDR
9/24/2014,RT,LEAD,1030,14-IB-00014-001,Y,,LC001,DS001,33F  E  RNST
12/9/2013,RT,"COPPER, FREE",1022,13-IB-00109-001,Y,,LC001,DS001,K  I T  CH  EN^7B  L  AK  ED  RI V  E
12/9/2013,RT,LEAD,1030,13-IB-00109-001,Y,,LC001,DS001,KI T  CH  EN^7B  L  AK  ED  RI V  E
11/6/2013,RT,"COPPER, FREE",1022,13-IB-00534-001,Y,,LC001,DS001,K  I T  CH  ENSI N  K^1  9FE  RNST
11/6/2013,RT,"COPPER, FREE",1022,13-IB-00535-001,Y,,LC001,DS001,KI T  CH  ENSI N  K^2  7FE  RNST
11/6/2013,RT,"COPPER, FREE",1022,13-IB-00536-001,N,0.02MG/L,LC001,DS001,KI T  CH  ENSI N  K^3  3FE  RNST
11/6/2013,RT,"COPPER, FREE",1022,13-IB-00537-001,Y,,LC001,DS001,KI T  CH  ENSI N  K^1  5BL  A  KE
11/6/2013,RT,LEAD,1030,13-IB-00534-001,N,0.004MG/L,LC001,DS001,KDIRTICVHEENSI N  K^1  9FE  RNST
11/6/2013,RT,LEAD,1030,13-IB-00535-001,N,0.012MG/L,LC001,DS001,KI T  CH  ENSI N  K^2  7FE  RNST
11/6/2013,RT,LEAD,1030,13-IB-00536-001,Y,,LC001,DS001,K  I T  CH  ENSI N  K^3  3FE  RNST
11/6/2013,RT,LEAD,1030,13-IB-00537-001,Y,,LC001,DS001,KI T  CH  ENSI N  K^1  5BL  A  KE
6/13/2013,RT,"COPPER, FREE",1022,13-IB-00107-001,Y,,LC001,DS001,KDIRTICVHEENSI N  K^2  7FE  RNST
6/13/2013,RT,"COPPER, FREE",1022,13-IB-00108-001,Y,,LC001,DS001,K  I T  CH  ENSI N  K^7BL  A  KE
6/13/2013,RT,"COPPER, FREE",1022,13-IB-00110-001,Y,,LC001,DS001,DKIRT CH  E  NS  I NK^1  5BL  A  K  E
6/13/2013,RT,"COPPER, FREE",1022,13-IB-00111-001,Y,,LC001,DS001,KDIRT C  HE  NS  I NK^1  9F  ER  NS  T
