Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
6/15/2016,RT,"COPPER, FREE",1022,1606-12518-001,N,0.068MG/L,LC001,DS001,"WSID 6622, DINING HALL, 17"
6/15/2016,RT,"COPPER, FREE",1022,1606-12518-002,N,0.069MG/L,LC001,DS001,"GWRSEIDE N66W2O2,O BDA SLAEN, SEI,N PKU, T1N5 E"
6/15/2016,RT,"COPPER, FREE",1022,1606-12518-003,Y,,LC001,DS001,"GWRSEIDE N66W2O2,O ODF LFAICNEE S, PINUKT,N 1E4"
6/15/2016,RT,"COPPER, FREE",1022,1606-12518-004,N,0.048MG/L,LC001,DS001,"GWRSEIDE N66W2O2,O DDO LRAMN ER,O POUMT N  E"
6/15/2016,RT,"COPPER, FREE",1022,1606-12518-005,N,0.085MG/L,LC001,DS001,"WS  I D6  6  2  2  ,C  OT  TA  GESI N  K"
6/15/2016,RT,LEAD,1030,1606-12518-001,Y,,LC001,DS001,"WS  I D6  6  2  2  ,D  I NI NGHA  L  L  ,1  7"
6/15/2016,RT,LEAD,1030,1606-12518-002,Y,,LC001,DS001,"GWRSEIDE N66W2O2,O BDA SLAEN, SEI,N PKU, T1N5 E"
6/15/2016,RT,LEAD,1030,1606-12518-003,Y,,LC001,DS001,"WGRSEIDE N66W2O2,O ODF LFAICNEE S, PINUKT,N 1E4"
6/15/2016,RT,LEAD,1030,1606-12518-004,Y,,LC001,DS001,"GWRSEIDE N66W2O2,O DDO LRAMN ER,O POUMT N  E"
6/15/2016,RT,LEAD,1030,1606-12518-005,Y,,LC001,DS001,"WS  I D6  6  2  2  ,C  OT  TA  GESI N  K"
7/11/2013,RT,"COPPER, FREE",1022,1307-12810-001,N,0.14MG/L,LC001,DS001,"WS  I D6  6  2  2  ,D  I NI NGHA  L  L"
7/11/2013,RT,"COPPER, FREE",1022,1307-12810-002,N,0.11MG/L,LC001,DS001,"WS  I D6  6  2  2  ,B  AS  E"
7/11/2013,RT,"COPPER, FREE",1022,1307-12810-003,N,0.17MG/L,LC001,DS001,"WS  I D6  6  2  2  ,OF  F  I CE"
7/11/2013,RT,"COPPER, FREE",1022,1307-12810-004,N,0.089MG/L,LC001,DS001,"WS  I D6  6  2  2  ,D  ORMR  OOM"
7/11/2013,RT,"COPPER, FREE",1022,1307-12810-005,N,0.11MG/L,LC001,DS001,"WSISNIKD6  6  2  2  ,COT  T  AG  ES  I NK"
7/11/2013,RT,LEAD,1030,1307-12810-001,Y,,LC001,DS001,"WS  I D6  6  2  2  ,D  I NI NGHA  L  L"
7/11/2013,RT,LEAD,1030,1307-12810-002,Y,,LC001,DS001,"WS  I D6  6  2  2  ,B  AS  E"
7/11/2013,RT,LEAD,1030,1307-12810-003,N,0.002MG/L,LC001,DS001,"WS  I D6  6  2  2  ,OF  F  I CE"
7/11/2013,RT,LEAD,1030,1307-12810-004,Y,,LC001,DS001,"WS  I D6  6  2  2  ,D  ORMR  OOM"
7/11/2013,RT,LEAD,1030,1307-12810-005,Y,,LC001,DS001,"WSISNIKD6  6  2  2  ,COT  T  AG  ES  I NK"
6/29/2010,RT,"COPPER, FREE",1022,IN33245,N,0.25MG/L,LC001,DS001,D  OR  M2  NDF  L  OO  R
6/29/2010,RT,"COPPER, FREE",1022,IN33248,N,0.27MG/L,LC001,DS001,KI T  CH  EN
6/29/2010,RT,"COPPER, FREE",1022,IN33252,N,0.16MG/L,LC001,DS001,D  OR  M1  STF  L  OOR
6/29/2010,RT,"COPPER, FREE",1022,IN33258,N,0.86MG/L,LC001,DS001,OF  FI C  E
6/29/2010,RT,"COPPER, FREE",1022,IN33266,N,0.53MG/L,LC001,DS001,B  A  SE
6/29/2010,RT,LEAD,1030,IN33245,Y,,LC001,DS001,DOR  M2  NDF  L  OO  R
6/29/2010,RT,LEAD,1030,IN33248,Y,,LC001,DS001,KI T  CH  EN
6/29/2010,RT,LEAD,1030,IN33252,Y,,LC001,DS001,DOR  M1  STF  L  OOR
6/29/2010,RT,LEAD,1030,IN33258,Y,,LC001,DS001,O  F  FI C  E
6/29/2010,RT,LEAD,1030,IN33266,Y,,LC001,DS001,B  A  SE
6/23/2005,RT,"COPPER, FREE",1022,05I0811,N,0.30MG/L,LC001,DS001,
6/23/2005,RT,"COPPER, FREE",1022,05I0812,N,0.23MG/L,LC001,DS001,BASE MED CTR
6/23/2005,RT,"COPPER, FREE",1022,05I0813,N,0.22MG/L,LC001,DS001,O  F  FI C  E
6/23/2005,RT,"COPPER, FREE",1022,05I0814,N,0.23MG/L,LC001,DS001,DOR  M
