Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,,
"",,,,,,,Point,ID,,,
7/26/2017,RT,"COPPER, FREE",1022,17-IB-00846-001,N,0.07MG/L,LC001,DS001,RM 14,,
7/26/2017,RT,"COPPER, FREE",1022,17-IB-00847-001,N,0.09MG/L,LC001,DS001,R  M1  2^9  8B  EA  RR  I DG,ERD,
7/26/2017,RT,"COPPER, FREE",1022,17-IB-00848-001,N,0.03MG/L,LC001,DS001,R  M1  0^9  8B  EA  RR  I DG,ERD,
7/26/2017,RT,"COPPER, FREE",1022,17-IB-00849-001,N,0.11MG/L,LC001,DS001,RM4^9  8B  EA  RR  I DGE,RD,
7/26/2017,RT,"COPPER, FREE",1022,17-IB-00850-001,N,0.11MG/L,LC001,DS001,R  M8^9  8B  EA  RR  I DGE,RD,
7/26/2017,RT,LEAD,1030,17-IB-00846-001,Y,,LC001,DS001,RM1  4,,
7/26/2017,RT,LEAD,1030,17-IB-00847-001,Y,,LC001,DS001,R  M1  2^9  8B  EA  RR  I DG,ERD,
7/26/2017,RT,LEAD,1030,17-IB-00848-001,Y,,LC001,DS001,RM1  0^9  8B  EA  RR  I DG,ERD,
7/26/2017,RT,LEAD,1030,17-IB-00849-001,Y,,LC001,DS001,R  M4^9  8B  EA  RR  I DGE,RD,
7/26/2017,RT,LEAD,1030,17-IB-00850-001,Y,,LC001,DS001,R  M8^9  8B  EA  RR  I DGE,RD,
7/20/2016,RT,"COPPER, FREE",1022,16-IB-00628-001,N,0.11MG/L,LC001,DS001,K  I T  CH  EN^9  8B  EA  RR  I D,GE,
7/20/2016,RT,LEAD,1030,16-IB-00628-001,Y,,LC001,DS001,RKIDT C  HE  N^9  8B  EA  RR  I D,GE,
9/17/2013,RT,"COPPER, FREE",1022,1309-18385-001,N,0.28MG/L,LC001,DS001,"WRDS I D6  0  8  0  ,K  I T  CH  EN",,
9/17/2013,RT,"COPPER, FREE",1022,1309-18385-002,N,0.14MG/L,LC001,DS001,"WS  I D6  0  8  0  ,U  TI L  I T  Y",,
9/17/2013,RT,"COPPER, FREE",1022,1309-18385-003,N,0.13MG/L,LC001,DS001,"WS  I D6  0  8  0  ,C  L  AS  SR  OO",M1  8,
9/17/2013,RT,"COPPER, FREE",1022,1309-18385-004,N,0.11MG/L,LC001,DS001,"WS  I D6  0  8  0  ,GI R  L  S",,
9/17/2013,RT,"COPPER, FREE",1022,1309-18385-005,N,0.13MG/L,LC001,DS001,"WRESSIDT R6O08O0M, CL  A  SS  RO  O",M2  0,
9/17/2013,RT,LEAD,1030,1309-18385-001,Y,,LC001,DS001,"WS  I D6  0  8  0  ,K  I T  CHE  N",,
9/17/2013,RT,LEAD,1030,1309-18385-002,N,0.003MG/L,LC001,DS001,"WS  I D6  0  8  0  ,U  TI L  I T  Y",,
9/17/2013,RT,LEAD,1030,1309-18385-003,N,0.003MG/L,LC001,DS001,"WS  I D6  0  8  0  ,C  L  AS  SR  OO",M1  8,
9/17/2013,RT,LEAD,1030,1309-18385-004,N,0.002MG/L,LC001,DS001,"WS  I D6  0  8  0  ,GI R  L  S",,
9/17/2013,RT,LEAD,1030,1309-18385-005,N,0.009MG/L,LC001,DS001,"RWESSIDT R6O08O0M, CL  A  SS  R  OO",M2  0,
8/20/2010,RT,"COPPER, FREE",1022,IN32382,Y,,LC001,DS001,G  I RL  SROO  MSI N  K,,
8/20/2010,RT,"COPPER, FREE",1022,IN33486,Y,,LC001,DS001,F  A  CU  L  T  YR  OOMK  I TC  H,E  N,
8/20/2010,RT,"COPPER, FREE",1022,IN33493,Y,,LC001,DS001,BOY  SROOMS  I NK2,,
8/20/2010,RT,"COPPER, FREE",1022,IN33499,Y,,LC001,DS001,F  A  CU  L  T  YR  ES  TROOM,S  I N,K
8/20/2010,RT,"COPPER, FREE",1022,IN33511,Y,,LC001,DS001,B  OY  SROOMS  I NK1,,
8/20/2010,RT,LEAD,1030,IN32382,Y,,LC001,DS001,G  I RL  SROO  MSI N  K,,
8/20/2010,RT,LEAD,1030,IN33486,Y,,LC001,DS001,FA  CU  L  T  YR  OOMK  I TC  H,E  N,
8/20/2010,RT,LEAD,1030,IN33493,Y,,LC001,DS001,B  OY  SROOMS  I NK2,,
8/20/2010,RT,LEAD,1030,IN33499,Y,,LC001,DS001,FA  CU  L  T  YR  ES  TROOM,S  I N,K
8/20/2010,RT,LEAD,1030,IN33511,Y,,LC001,DS001,B  OY  SROOMS  I NK1,,
7/30/2007,RT,"COPPER, FREE",1022,IN23328,N,0.11MG/L,LC001,DS001,MEN  SR  OOM,,
7/30/2007,RT,"COPPER, FREE",1022,IN23340,N,0.13MG/L,LC001,DS001,B  OY  SROOM,,
