Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/21/2016,RT,"COPPER, FREE",1022,BV21259,N,0.096MG/L,LC001,DS001,RM 182
9/21/2016,RT,"COPPER, FREE",1022,BV21260,N,0.049MG/L,LC001,DS001,R  M1  2  6
9/21/2016,RT,"COPPER, FREE",1022,BV21261,N,0.049MG/L,LC001,DS001,RM1  1  9
9/21/2016,RT,"COPPER, FREE",1022,BV21262,N,0.049MG/L,LC001,DS001,R  M1  4  6
9/21/2016,RT,"COPPER, FREE",1022,BV21263,N,0.054MG/L,LC001,DS001,R  M1  6  2
9/21/2016,RT,LEAD,1030,BV21259,Y,,LC001,DS001,R  M1  8  2
9/21/2016,RT,LEAD,1030,BV21260,N,0.002MG/L,LC001,DS001,R  M1  2  6
9/21/2016,RT,LEAD,1030,BV21261,Y,,LC001,DS001,R  M1  1  9
9/21/2016,RT,LEAD,1030,BV21262,Y,,LC001,DS001,R  M1  4  6
9/21/2016,RT,LEAD,1030,BV21263,N,0.002MG/L,LC001,DS001,RM1  6  2
9/18/2013,RT,"COPPER, FREE",1022,BF41376,N,0.177MG/L,LC001,DS001,PR  EK
9/18/2013,RT,"COPPER, FREE",1022,BF41377,N,0.070MG/L,LC001,DS001,SWAN  SO  N
9/18/2013,RT,"COPPER, FREE",1022,BF41378,N,0.191MG/L,LC001,DS001,KI TT  AP
9/18/2013,RT,"COPPER, FREE",1022,BF41379,N,0.098MG/L,LC001,DS001,GRA  ND  Y
9/18/2013,RT,"COPPER, FREE",1022,BF41410,N,0.088MG/L,LC001,DS001,H  A  NL  E  Y
9/18/2013,RT,LEAD,1030,BF41376,N,0.001MG/L,LC001,DS001,P  R  EK
9/18/2013,RT,LEAD,1030,BF41377,N,0.002MG/L,LC001,DS001,S  WAN  SO  N
9/18/2013,RT,LEAD,1030,BF41378,N,0.003MG/L,LC001,DS001,K  I TT  AP
9/18/2013,RT,LEAD,1030,BF41379,N,0.003MG/L,LC001,DS001,GRA  ND  Y
9/18/2013,RT,LEAD,1030,BF41410,N,0.001MG/L,LC001,DS001,HA  NL  E  Y
7/13/2010,RT,"COPPER, FREE",1022,IN33111,N,0.44MG/L,LC001,DS001,N  UR  SE  SOF  FI C  E
7/13/2010,RT,"COPPER, FREE",1022,IN33114,N,0.18MG/L,LC001,DS001,PR  EK
7/13/2010,RT,"COPPER, FREE",1022,IN33138,N,0.63MG/L,LC001,DS001,F  A  CU  L  T  YL  OU  NGE
7/13/2010,RT,"COPPER, FREE",1022,IN33157,N,0.14MG/L,LC001,DS001,3  R  DG  RA  DECL  A  SS
7/13/2010,RT,"COPPER, FREE",1022,IN33163,N,0.12MG/L,LC001,DS001,KI T  CH  EN
7/13/2010,RT,LEAD,1030,IN33111,Y,,LC001,DS001,N  UR  SE  SOF  FI C  E
7/13/2010,RT,LEAD,1030,IN33114,Y,,LC001,DS001,PR  EK
7/13/2010,RT,LEAD,1030,IN33138,Y,,LC001,DS001,F  A  CU  L  T  YL  OU  NGE
7/13/2010,RT,LEAD,1030,IN33157,Y,,LC001,DS001,3  R  DG  RA  DECL  A  SS
7/13/2010,RT,LEAD,1030,IN33163,Y,,LC001,DS001,KI T  CH  EN
6/11/2007,RT,"COPPER, FREE",1022,07I1356,Y,,LC001,DS001,KI T  CH  ENSI N  K
6/11/2007,RT,"COPPER, FREE",1022,07I1357,N,0.15MG/L,LC001,DS001,N  UR  SE  SOF  FI C  E
6/11/2007,RT,"COPPER, FREE",1022,07I1358,N,0.03MG/L,LC001,DS001,TR  UD  EA  U3  R  DGR  AD  E
6/11/2007,RT,"COPPER, FREE",1022,07I1359,Y,,LC001,DS001,MCLAANSDSR  C  CI APR  EK
