Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/13/2016,RT,"COPPER, FREE",1022,16-IB-00386-001,N,0.04MG/L,LC001,DS001,MAINTENANCE ^ 173
9/13/2016,RT,"COPPER, FREE",1022,16-IB-00387-001,N,0.06MG/L,LC001,DS001,SKICTHCOHOELN /S RTOOM4^1  7  3
9/13/2016,RT,"COPPER, FREE",1022,16-IB-00388-001,N,0.06MG/L,LC001,DS001,S3RCDH OFOLOL OSRT/BO  YS^1  7  3
9/13/2016,RT,"COPPER, FREE",1022,16-IB-00389-001,N,0.07MG/L,LC001,DS001,NSCUHROSEO/L R SOTO  M1  6^1  7  3
9/13/2016,RT,"COPPER, FREE",1022,16-IB-00390-001,N,0.08MG/L,LC001,DS001,SRCOHOOMO 3L0  S^T 1  7  3S  CH  OOLS  T
9/13/2016,RT,LEAD,1030,16-IB-00386-001,N,0.001MG/L,LC001,DS001,M  AI N  TE  NA  NC  E^1  7  3
9/13/2016,RT,LEAD,1030,16-IB-00387-001,N,0.001MG/L,LC001,DS001,SKICTHCOHOENL /S RTOOM4^1  7  3
9/13/2016,RT,LEAD,1030,16-IB-00388-001,Y,,LC001,DS001,3SRCDH OFOLOLO SRT/BO  YS^1  7  3
9/13/2016,RT,LEAD,1030,16-IB-00389-001,N,0.003MG/L,LC001,DS001,SNCUHROSEO/L R SOTO  M1  6^1  7  3
9/13/2016,RT,LEAD,1030,16-IB-00390-001,N,0.001MG/L,LC001,DS001,RSCOHOOMO 3L0  S^T 1  7  3S  CH  OOLS  T
6/18/2013,RT,"COPPER, FREE",1022,13-IB-00369-001,N,0.06MG/L,LC001,DS001,3  RDF  L  OO  RB  OYS
6/18/2013,RT,"COPPER, FREE",1022,13-IB-00370-001,N,0.12MG/L,LC001,DS001,BKAITTCHHREONO/2M ^/ 51 7^ 31 7S3C SHCOHOOL O
6/18/2013,RT,"COPPER, FREE",1022,13-IB-00371-001,N,0.08MG/L,LC001,DS001,SPRT E  - SC  HOOL  / 3^1  7  3
6/18/2013,RT,"COPPER, FREE",1022,13-IB-00372-001,N,0.05MG/L,LC001,DS001,MSCOHBOILOEL U SNTIT/ 4^1  7  3
6/18/2013,RT,"COPPER, FREE",1022,13-IB-00373-001,N,0.11MG/L,LC001,DS001,MSCIDHDOLOEL S SCTH  OO  L
6/18/2013,RT,LEAD,1030,13-IB-00369-001,Y,,LC001,DS001,3SRCDIE FNLCOEO/1R ^ B 1O73Y SS CHOOL S
6/18/2013,RT,LEAD,1030,13-IB-00370-001,N,0.001MG/L,LC001,DS001,BKAITTCHHREONO/2M ^/ 51 7^ 31 7S3C HSCOHOOL O
6/18/2013,RT,LEAD,1030,13-IB-00371-001,N,0.001MG/L,LC001,DS001,PSRT E  - SC  HOOL  / 3^1  7  3
6/18/2013,RT,LEAD,1030,13-IB-00372-001,Y,,LC001,DS001,MSCOHBOILOEL U SNTI T  / 4^1  7  3
6/18/2013,RT,LEAD,1030,13-IB-00373-001,N,0.006MG/L,LC001,DS001,MSCIDHDOLOEL S SCTH  OO  L
9/11/2012,RT,"COPPER, FREE",1022,12-IB-00078-001,N,0.09MG/L,LC001,DS001,FSACMIEINLYC EC/O1 N^ S1U73M SECRH OOL S
9/11/2012,RT,"COPPER, FREE",1022,12-IB-00079-001,N,0.10MG/L,LC001,DS001,KSCITICEHNECNE/ SSIITNEK /2S ^IT 1E7 13  ^ 173
9/11/2012,RT,"COPPER, FREE",1022,12-IB-00080-001,N,0.08MG/L,LC001,DS001,PSRCEH-OSOCLH OSTO L  / SI T  E3^1  7  3
9/11/2012,RT,"COPPER, FREE",1022,12-IB-00081-001,N,0.06MG/L,LC001,DS001,SMCOHBOILOEL U SNTIT/ R  I GHTH  AN  D
9/11/2012,RT,"COPPER, FREE",1022,12-IB-00082-001,N,0.11MG/L,LC001,DS001,3SRIDDE F/SLI TBEO 4Y S^  173 SCHOOL
9/11/2012,RT,LEAD,1030,12-IB-00078-001,N,0.003MG/L,LC001,DS001,FBAAMTHILRYO COOMN/SSIUTME E5R ^  173 SC
9/11/2012,RT,LEAD,1030,12-IB-00079-001,N,0.002MG/L,LC001,DS001,KSCITICEHNECNE/ SSIITNEK /2S I^T 1E7 13  ^ 173
9/11/2012,RT,LEAD,1030,12-IB-00080-001,N,0.002MG/L,LC001,DS001,PSCREH-OSOCLH OSTO L  / SI T  E3^1  7  3
9/11/2012,RT,LEAD,1030,12-IB-00081-001,Y,,LC001,DS001,SMCOHBOILOEL U SNTIT/ R  I GHTH  AN  D
9/11/2012,RT,LEAD,1030,12-IB-00082-001,N,0.001MG/L,LC001,DS001,S3RIDDE F/SLI TBEO 4Y S^  173 SCHOOL
11/29/2011,RT,"COPPER, FREE",1022,11-IB-00532-001,N,0.08MG/L,LC001,DS001,FBAAMTHILRYO COOMN/SSIUTME E5R ^  173 SC
11/29/2011,RT,"COPPER, FREE",1022,11-IB-00533-001,N,0.10MG/L,LC001,DS001,SKCITICEHNECNE  --  21
11/29/2011,RT,"COPPER, FREE",1022,11-IB-00534-001,N,0.07MG/L,LC001,DS001,K- 1MA  I NT  EN  AN  CE-3
11/29/2011,RT,"COPPER, FREE",1022,11-IB-00535-001,N,0.03MG/L,LC001,DS001,MOBI L  EUN  I TRI GH  TS  I DE-
