Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/29/2016,RT,"COPPER, FREE",1022,1609-22389-001,N,0.078MG/L,LC001,DS001,A-1
9/29/2016,RT,"COPPER, FREE",1022,1609-22389-002,Y,,LC001,DS001,B- 9
9/29/2016,RT,"COPPER, FREE",1022,1609-22389-003,N,0.10MG/L,LC001,DS001,B  - 1  3
9/29/2016,RT,"COPPER, FREE",1022,1609-22389-004,N,0.10MG/L,LC001,DS001,C- 2  3
9/29/2016,RT,"COPPER, FREE",1022,1609-22389-005,N,0.024MG/L,LC001,DS001,D- 2  9
9/29/2016,RT,LEAD,1030,1609-22389-001,N,0.0081MG/L,LC001,DS001,A  - 1
9/29/2016,RT,LEAD,1030,1609-22389-002,Y,,LC001,DS001,B- 9
9/29/2016,RT,LEAD,1030,1609-22389-003,N,0.0019MG/L,LC001,DS001,B  - 1  3
9/29/2016,RT,LEAD,1030,1609-22389-004,Y,,LC001,DS001,C  - 2  3
9/29/2016,RT,LEAD,1030,1609-22389-005,Y,,LC001,DS001,D  - 2  9
9/21/2013,RT,"COPPER, FREE",1022,1309-18860-001,N,0.033MG/L,LC001,DS001,C  L  UB  HO  US  E
9/21/2013,RT,"COPPER, FREE",1022,1309-18860-002,N,0.12MG/L,LC001,DS001,A- 1
9/21/2013,RT,"COPPER, FREE",1022,1309-18860-003,N,0.12MG/L,LC001,DS001,B  - 1  2
9/21/2013,RT,"COPPER, FREE",1022,1309-18860-004,N,0.23MG/L,LC001,DS001,C  - 2  4
9/21/2013,RT,"COPPER, FREE",1022,1309-18860-005,N,0.055MG/L,LC001,DS001,D  - 3  5
9/21/2013,RT,LEAD,1030,1309-18860-001,N,0.002MG/L,LC001,DS001,CL  UB  HO  US  E
9/21/2013,RT,LEAD,1030,1309-18860-002,N,0.003MG/L,LC001,DS001,A  - 1
9/21/2013,RT,LEAD,1030,1309-18860-003,N,0.004MG/L,LC001,DS001,B  - 1  2
9/21/2013,RT,LEAD,1030,1309-18860-004,N,0.002MG/L,LC001,DS001,C- 2  4
9/21/2013,RT,LEAD,1030,1309-18860-005,Y,,LC001,DS001,D- 3  5
6/30/2011,RT,"COPPER, FREE",1022,12I0006,N,0.18MG/L,LC001,DS001,S  OU  RC  E
6/30/2011,RT,"COPPER, FREE",1022,12I0007,N,0.15MG/L,LC001,DS001,D- 3  5
6/30/2011,RT,"COPPER, FREE",1022,12I0008,N,0.04MG/L,LC001,DS001,A- 4
6/30/2011,RT,LEAD,1030,12I0006,Y,,LC001,DS001,SOU  RC  E
6/30/2011,RT,LEAD,1030,12I0007,N,0.013MG/L,LC001,DS001,D  - 3  5
6/30/2011,RT,LEAD,1030,12I0008,Y,,LC001,DS001,A- 4
9/15/2010,RT,"COPPER, FREE",1022,11I0349,N,0.05MG/L,LC001,DS001,D  - 3  5
9/15/2010,RT,"COPPER, FREE",1022,11I0350,N,0.06MG/L,LC001,DS001,A- 1
9/15/2010,RT,"COPPER, FREE",1022,11I0351,N,0.05MG/L,LC001,DS001,B  - 1  2
9/15/2010,RT,"COPPER, FREE",1022,11I0352,N,0.12MG/L,LC001,DS001,C  - 2  4
9/15/2010,RT,"COPPER, FREE",1022,11I0354,N,0.03MG/L,LC001,DS001,CL  UBHO  US  E
9/15/2010,RT,LEAD,1030,11I0349,Y,,LC001,DS001,D  - 3  5
9/15/2010,RT,LEAD,1030,11I0350,N,0.001MG/L,LC001,DS001,A  - 1
9/15/2010,RT,LEAD,1030,11I0351,Y,,LC001,DS001,B  - 1  2
