Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
9/14/2016,RT,"COPPER, FREE",1022,1609-21027-001,N,0.031MG/L,LC001,DS001,"WSID 20818, K189-16",
9/14/2016,RT,"COPPER, FREE",1022,1609-21027-002,N,0.075MG/L,LC001,DS001,"WBRSEIDA K2R08O1O8M, K S1I9N0K-1  62  N  D",F  L
9/14/2016,RT,"COPPER, FREE",1022,1609-21027-003,N,0.054MG/L,LC001,DS001,"MWESNID'S 2 R08O1O8M, K  1  9  1  - 1  6",
9/14/2016,RT,"COPPER, FREE",1022,1609-21027-004,N,0.068MG/L,LC001,DS001,"OWFSFIDIC 2E0 K81IT8C, HK1E6N0 9  -  2  1  0  2  7  ,",
9/14/2016,RT,"COPPER, FREE",1022,1609-21027-005,N,0.081MG/L,LC001,DS001,"WOFSFIDIC 2E0 R81E8S, TKR1O93O-M16D  N-",
9/14/2016,RT,LEAD,1030,1609-21027-001,Y,,LC001,DS001,"RWESSIDT R2O08O1M8,K1  8  9  - 1  6",
9/14/2016,RT,LEAD,1030,1609-21027-002,Y,,LC001,DS001,"WBRSEIDA K2R08O1O8M, K S1I9N0K-1  62  N  D",F  L
9/14/2016,RT,LEAD,1030,1609-21027-003,Y,,LC001,DS001,"WMESNID'S 2 R08O1O8M, K  1  9  1  - 1  6",
9/14/2016,RT,LEAD,1030,1609-21027-004,Y,,LC001,DS001,"OWFSFIDIC 2E0 K81IT8C, HK1E6N0 9  -  2  1  0  2  7  ,",
9/14/2016,RT,LEAD,1030,1609-21027-005,Y,,LC001,DS001,"WOFSFIDIC 2E0 R81E8S, TKR1O93O-M16D  N-",
9/12/2013,RT,"COPPER, FREE",1022,1309-18098-002,N,0.057MG/L,LC001,DS001,"RWESSIDT R2O08O1M8,K1  9  4  - 1  3  ,D  N-",
9/12/2013,RT,"COPPER, FREE",1022,1309-18098-003,N,0.031MG/L,LC001,DS001,"MWESNID'S 2 R08O1O8M, K  1  9  5  - 1  3  ,",
9/12/2013,RT,"COPPER, FREE",1022,1309-18098-004,N,0.047MG/L,LC001,DS001,"KWISTCIDH 2E0N8,1 M8,A KIN1 9  6  - 1  3  ,",
9/12/2013,RT,"COPPER, FREE",1022,1309-18098-005,N,0.10MG/L,LC001,DS001,"UWPSSIDT A2I0R8S1 8M, EKN19'S7 -R1O3,O M",
9/12/2013,RT,LEAD,1030,1309-18098-002,Y,,LC001,DS001,"WOFSFIDIC 2E0 R81E8S, TKR1O94O-M13  ,D  N-",
9/12/2013,RT,LEAD,1030,1309-18098-003,Y,,LC001,DS001,"MWESNID'S 2 R08O1O8M, K  1  9  5  - 1  3  ,",
9/12/2013,RT,LEAD,1030,1309-18098-004,Y,,LC001,DS001,"WKISTCIDH 2E0N8,1 M8,A KIN1 9  6  - 1  3  ,",
9/12/2013,RT,LEAD,1030,1309-18098-005,Y,,LC001,DS001,"WUPSSIDT A2I0R8S1 8M, EKN19'S7 -R1O3,O M",
9/11/2013,RT,"COPPER, FREE",1022,1309-18098-001,N,0.082MG/L,LC001,DS001,"WOFSFIDIC 2E0 R81E8S, TKR1O93O-M13",
9/11/2013,RT,LEAD,1030,1309-18098-001,N,0.002MG/L,LC001,DS001,"OWFSFIDIC 2E0 K81IT8C, HK1E9N3 -  1  3",
9/9/2010,RT,"COPPER, FREE",1022,1009-12342004,Y,,LC001,DS001,OK2F0F4IC-1E0  KKIITTCCHHEENNA  RE  A,
9/9/2010,RT,"COPPER, FREE",1022,1009-12342005,Y,,LC001,DS001,K2  0  5  - 1  0ME  N' SROO  M,
9/9/2010,RT,LEAD,1030,1009-12342004,Y,,LC001,DS001,UK2P0S4T-A10IR KSI T  C  HE  NA  RE  A,
9/9/2010,RT,LEAD,1030,1009-12342005,Y,,LC001,DS001,K2  0  5  - 1  0ME  N' SROO  M,
9/8/2010,RT,"COPPER, FREE",1022,1009-12342001,Y,,LC001,DS001,UK2P0S1T-A10IR OS  K  I TC  HE  N,
9/8/2010,RT,"COPPER, FREE",1022,1009-12342002,Y,,LC001,DS001,K  2  0  2  - 1  0RE  S  TR  OOM,
9/8/2010,RT,"COPPER, FREE",1022,1009-12342003,Y,,LC001,DS001,UK2P0S3T-A10IR D OOFWFNICSET AI R  S,
9/8/2010,RT,LEAD,1030,1009-12342001,Y,,LC001,DS001,RK2E0S1T-R10O OO MK I T  C  HE  N,
9/8/2010,RT,LEAD,1030,1009-12342002,Y,,LC001,DS001,K  2  0  2  - 1  0RE  S  TR  OOM,
9/8/2010,RT,LEAD,1030,1009-12342003,Y,,LC001,DS001,KU2P0S3T-A10IR D OOFWFNICSET AI R  S,
9/19/2007,RT,"COPPER, FREE",1022,0709-07943001,N,0.032MG/L,LC001,DS001,RK2E0S6T-R07O KOIMTCH  EN,
9/19/2007,RT,"COPPER, FREE",1022,0709-07943002,N,0.083MG/L,LC001,DS001,K  2  0  7  - 0  7OF  F  I CEKI T  C  HE  N,
9/19/2007,RT,"COPPER, FREE",1022,0709-07943003,N,0.048MG/L,LC001,DS001,K  2  0  7  - 0  7OF  F  I CERE  ST  R  OO,M
9/19/2007,RT,"COPPER, FREE",1022,0709-07943004,N,0.046MG/L,LC001,DS001,K2  0  9  - 0  7ME  NSROOM,
