Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
2/14/2011,RT,"COPPER, FREE",1022,11C1958,Y,,EP001,TP001,WELL HOUSE
2/14/2011,RT,LEAD,1030,11C1958,Y,,EP001,TP001,WE  L  LHOU  SE
12/14/2010,RT,"COPPER, FREE",1022,11I0598,N,0.34MG/L,EP001,TP001,10 01
12/14/2010,RT,"COPPER, FREE",1022,11I0599,N,0.55MG/L,EP001,TP001,10  6
12/14/2010,RT,"COPPER, FREE",1022,11I0600,N,0.12MG/L,EP001,TP001,2  0  6
12/14/2010,RT,"COPPER, FREE",1022,11I0601,N,0.40MG/L,EP001,TP001,31 0
12/14/2010,RT,"COPPER, FREE",1022,11I0602,N,0.19MG/L,EP001,TP001,4 03
12/14/2010,RT,"COPPER, FREE",1022,11I0603,N,0.18MG/L,EP001,TP001,5  0 2
12/14/2010,RT,"COPPER, FREE",1022,11I0604,N,0.28MG/L,EP001,TP001,7  0 4
12/14/2010,RT,"COPPER, FREE",1022,11I0605,N,0.30MG/L,EP001,TP001,80  4
12/14/2010,RT,"COPPER, FREE",1022,11I0606,N,0.24MG/L,EP001,TP001,9 10
12/14/2010,RT,"COPPER, FREE",1022,11I0607,N,0.21MG/L,EP001,TP001,60  1
12/14/2010,RT,LEAD,1030,11I0598,N,0.003MG/L,EP001,TP001,1  0 01
12/14/2010,RT,LEAD,1030,11I0599,N,0.02MG/L,EP001,TP001,1  0  6
12/14/2010,RT,LEAD,1030,11I0600,N,0.005MG/L,EP001,TP001,20  6
12/14/2010,RT,LEAD,1030,11I0601,N,0.014MG/L,EP001,TP001,31 0
12/14/2010,RT,LEAD,1030,11I0602,N,0.004MG/L,EP001,TP001,4  0 3
12/14/2010,RT,LEAD,1030,11I0603,N,0.005MG/L,EP001,TP001,5  0  2
12/14/2010,RT,LEAD,1030,11I0604,N,0.002MG/L,EP001,TP001,7  0  4
12/14/2010,RT,LEAD,1030,11I0605,N,0.005MG/L,EP001,TP001,80  4
12/14/2010,RT,LEAD,1030,11I0606,N,0.002MG/L,EP001,TP001,9 1  0
12/14/2010,RT,LEAD,1030,11I0607,N,0.007MG/L,EP001,TP001,6  0  1
6/8/2010,RT,"COPPER, FREE",1022,10I0908,N,0.29MG/L,LC001,DS001,1  0  0  1ST  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0919,N,0.20MG/L,LC001,DS001,1  0  6ST  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0920,N,0.11MG/L,LC001,DS001,2  0  6S  T  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0921,N,0.18MG/L,LC001,DS001,3 1  0ST  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0922,N,0.10MG/L,LC001,DS001,40 3S  T  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0923,N,0.17MG/L,LC001,DS001,50 2S  T  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0924,N,0.17MG/L,LC001,DS001,6 01S  T  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0925,N,0.10MG/L,LC001,DS001,70 4ST  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0926,N,0.08MG/L,LC001,DS001,8  0  3S  T  Y  L  ESBR  OOK
6/8/2010,RT,"COPPER, FREE",1022,10I0927,N,0.15MG/L,LC001,DS001,91  1ST  Y  L  ESBR  OOK
6/8/2010,RT,LEAD,1030,10I0908,N,0.002MG/L,LC001,DS001,1  0 01ST  Y  L  ESBR  OOK
6/8/2010,RT,LEAD,1030,10I0919,N,0.001MG/L,LC001,DS001,1  06ST  Y  L  ESBR  OOK
