Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
7/14/2017,RT,"COPPER, FREE",1022,1707-15993-012,N,0.022MG/L,LC001,DS001,328 SOUTH MAIN ST
7/14/2017,RT,"COPPER, FREE",1022,1707-15993-013,N,0.12MG/L,LC001,DS001,6GOL  FCOU  RS  ER  D
7/14/2017,RT,LEAD,1030,1707-15993-012,Y,,LC001,DS001,3  2 8SOU  T  HMA  I NS  T
7/14/2017,RT,LEAD,1030,1707-15993-013,Y,,LC001,DS001,6GOL  FCOU  RS  ER  D
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-001,N,0.080MG/L,LC001,DS001,1 2H  A  MI L  TO  NP  L  AC  E
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-002,N,0.048MG/L,LC001,DS001,5  6P  R  OVI N  CEST
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-003,N,0.023MG/L,LC001,DS001,2 01RI V  ERST
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-004,N,0.027MG/L,LC001,DS001,84MAGO  ONR  D
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-005,N,0.055MG/L,LC001,DS001,1 1  9CE  NT  ERST
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-006,N,0.034MG/L,LC001,DS001,44NOY  ESS  T
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-007,N,0.054MG/L,LC001,DS001,2 1HI GH  L  AN  DA  VE
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-008,N,0.076MG/L,LC001,DS001,18  0  1STA  L  BA  NSRD
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-009,Y,,LC001,DS001,4 0EL  MA  VE
7/13/2017,RT,"COPPER, FREE",1022,1707-15993-010,N,0.044MG/L,LC001,DS001,21 8PR  OVI N  CEST
7/13/2017,RT,LEAD,1030,1707-15993-001,Y,,LC001,DS001,1 2HA  MI L  TO  NP  L  AC  E
7/13/2017,RT,LEAD,1030,1707-15993-002,Y,,LC001,DS001,56PR  OVI N  CEST
7/13/2017,RT,LEAD,1030,1707-15993-003,Y,,LC001,DS001,20 1R  I V  ERST
7/13/2017,RT,LEAD,1030,1707-15993-004,Y,,LC001,DS001,8  4MAGO  ONR  D
7/13/2017,RT,LEAD,1030,1707-15993-005,N,0.0035MG/L,LC001,DS001,1  19CE  NT  ERST
7/13/2017,RT,LEAD,1030,1707-15993-006,Y,,LC001,DS001,4 4N  OY  ESS  T
7/13/2017,RT,LEAD,1030,1707-15993-007,N,0.0078MG/L,LC001,DS001,21HI GH  L  AN  DA  VE
7/13/2017,RT,LEAD,1030,1707-15993-008,N,0.0164MG/L,LC001,DS001,1  8 0  1STA  L  BA  NSRD
7/13/2017,RT,LEAD,1030,1707-15993-009,Y,,LC001,DS001,40EL  MA  VE
7/13/2017,RT,LEAD,1030,1707-15993-010,N,0.0021MG/L,LC001,DS001,21  8PR  OVI N  CEST
7/12/2017,RT,"COPPER, FREE",1022,1707-15993-011,N,0.14MG/L,LC001,DS001,1 0S  E  WE  RP  L  A  NTRD
7/12/2017,RT,LEAD,1030,1707-15993-011,N,0.0095MG/L,LC001,DS001,10S  E  WE  RP  L  A  NTRD
7/27/2016,RT,"COPPER, FREE",1022,1607-16291-001,N,0.040MG/L,LC001,DS001,1 2H  A  MI L  TO  NP  L  AC  E
7/27/2016,RT,"COPPER, FREE",1022,1607-16291-002,Y,,LC001,DS001,3K5IT PCRHOEVNI DE  N  CEST
7/27/2016,RT,"COPPER, FREE",1022,1607-16291-005,N,0.040MG/L,LC001,DS001,66NOR  THAV  E
7/27/2016,RT,"COPPER, FREE",1022,1607-16291-006,N,0.084MG/L,LC001,DS001,4 4N  OY  ESS  T
7/27/2016,RT,"COPPER, FREE",1022,1607-16291-011,Y,,LC001,DS001,3 28SOU  T  HMA  I NS  T
7/27/2016,RT,"COPPER, FREE",1022,1607-16291-013,Y,,LC001,DS001,1  0SE  WE  RP  L  A  NTRD
7/27/2016,RT,LEAD,1030,1607-16291-001,N,0.005MG/L,LC001,DS001,12HA  MI L  TO  NP  L  AC  E
7/27/2016,RT,LEAD,1030,1607-16291-002,Y,,LC001,DS001,K35IT PCRHOEVNI DE  N  CEST
