Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/3/2015,RT,"COPPER, FREE",1022,15-IB-00385-001,N,0.08MG/L,LC001,DS001,KITCHEN SINK ^ 51,
8/3/2015,RT,"COPPER, FREE",1022,15-IB-00386-001,N,0.08MG/L,LC001,DS001,WKIOTCOHDELNA NSDIN DKR ^/  1A4P9T  2,
8/3/2015,RT,"COPPER, FREE",1022,15-IB-00387-001,N,0.05MG/L,LC001,DS001,KWIOTCOHDELNA NSDIN DKR ^/  1A6P3T  3,
8/3/2015,RT,"COPPER, FREE",1022,15-IB-00388-001,N,0.19MG/L,LC001,DS001,WKIOTCOHDELNA NSDIN DKR ^/  2A8P8T  6,
8/3/2015,RT,"COPPER, FREE",1022,15-IB-00389-001,N,0.10MG/L,LC001,DS001,KWIOTCOHDELNA NSDIN DKR ^/  3A2P0T  4,
8/3/2015,RT,LEAD,1030,15-IB-00385-001,N,0.001MG/L,LC001,DS001,WKIOTCOHDELNA NSDIN DKR ^/  5A1P T 2,
8/3/2015,RT,LEAD,1030,15-IB-00386-001,N,0.002MG/L,LC001,DS001,KWIOTCOHDELNA NSDIN DKR ^/  1A4P9T  2,
8/3/2015,RT,LEAD,1030,15-IB-00387-001,N,0.001MG/L,LC001,DS001,WKIOTCOHDELNA NSDIN DKR ^/  1A6P3T  3,
8/3/2015,RT,LEAD,1030,15-IB-00388-001,N,0.002MG/L,LC001,DS001,KWIOTCOHDELNA NSDIN DKR ^/  2A8P8T  6,
8/3/2015,RT,LEAD,1030,15-IB-00389-001,N,0.002MG/L,LC001,DS001,KWIOTCOHDELNA NSDIN DKR ^/  3A2P0T  4,
7/17/2012,RT,"COPPER, FREE",1022,12-IB-00595-001,N,0.08MG/L,LC001,DS001,KWIOTCOHDELNA NSDIN DKR/A  P  T2,
7/17/2012,RT,"COPPER, FREE",1022,12-IB-00596-001,N,0.03MG/L,LC001,DS001,K  I T  CH  ENSI N  K,
7/17/2012,RT,"COPPER, FREE",1022,12-IB-00597-001,N,0.09MG/L,LC001,DS001,K  I T  CH  ENSI N  K,
7/17/2012,RT,"COPPER, FREE",1022,12-IB-00598-001,N,0.12MG/L,LC001,DS001,K  I T  CH  ENSI N  K,
7/17/2012,RT,"COPPER, FREE",1022,12-IB-00599-001,N,0.08MG/L,LC001,DS001,KI T  CH  ENSI N  K,
7/17/2012,RT,LEAD,1030,12-IB-00595-001,N,0.002MG/L,LC001,DS001,K  I T  CH  ENSI N  K,
7/17/2012,RT,LEAD,1030,12-IB-00596-001,Y,,LC001,DS001,KI T  CH  ENSI N  K,
7/17/2012,RT,LEAD,1030,12-IB-00597-001,N,0.002MG/L,LC001,DS001,K  I T  CH  ENSI N  K,
7/17/2012,RT,LEAD,1030,12-IB-00598-001,N,0.002MG/L,LC001,DS001,K  I T  CH  ENSI N  K,
7/17/2012,RT,LEAD,1030,12-IB-00599-001,N,0.003MG/L,LC001,DS001,K  I T  CH  ENSI N  K,
1/17/2012,RT,"COPPER, FREE",1022,12-IC-00233-001,Y,,EP001,TP001,P  U  MPH  OUS  E,
1/17/2012,RT,LEAD,1030,12-IC-00233-001,Y,,EP001,TP001,P  U  MPH  OUS  E,
7/16/2009,RT,"COPPER, FREE",1022,10I0061,N,0.07MG/L,LC001,DS001,5 1  -  2WOOD  L  AN  DD  R,
7/16/2009,RT,"COPPER, FREE",1022,10I0062,N,0.09MG/L,LC001,DS001,K14IT9C-3H WENO OD  LA  N  DDR,
7/16/2009,RT,"COPPER, FREE",1022,10I0063,N,0.06MG/L,LC001,DS001,1K6IT3C-6H WENO OD  L  AN  DDR,
7/16/2009,RT,"COPPER, FREE",1022,10I0064,N,0.14MG/L,LC001,DS001,K28IT8C-4H WENO OD  L  AN  DDR,
7/16/2009,RT,"COPPER, FREE",1022,10I0065,N,0.08MG/L,LC001,DS001,K32IT0C-2H WENO ODL AN  DDR,
7/16/2009,RT,LEAD,1030,10I0061,N,0.002MG/L,LC001,DS001,5K1IT-2C HWEONO  DL  A  N  DDR,
7/16/2009,RT,LEAD,1030,10I0062,N,0.003MG/L,LC001,DS001,1K4IT9C-3H WENO OD  L  AN  DDR,
7/16/2009,RT,LEAD,1030,10I0063,N,0.002MG/L,LC001,DS001,1K6IT3C-6H WENO OD  L  AN  DDR,
7/16/2009,RT,LEAD,1030,10I0064,N,0.002MG/L,LC001,DS001,K28IT8C-4H WENO OD  LA  N  DDR,
7/16/2009,RT,LEAD,1030,10I0065,N,0.003MG/L,LC001,DS001,3K2IT0C-2H WENO OD  L  AN  DDR,
8/28/2006,RT,"COPPER, FREE",1022,07I0253,N,0.07MG/L,LC001,DS001,K19IT WCHOEOND L  AN  DD  R-BL  D  G,3
8/28/2006,RT,"COPPER, FREE",1022,07I0254,N,0.03MG/L,LC001,DS001,2- 4K IWTCOHOEDNL AN  DD  R-B  L  DG,4
