Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
5/24/2017,RT,"COPPER, FREE",1022,1705-11136-004,N,0.070MG/L,LC001,DS001,"WSID 5575, UNIT 2A"
5/24/2017,RT,"COPPER, FREE",1022,1705-11136-005,N,0.070MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T1  D"
5/24/2017,RT,LEAD,1030,1705-11136-004,N,0.0011MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T2  A"
5/24/2017,RT,LEAD,1030,1705-11136-005,N,0.0011MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T1  D"
5/23/2017,RT,"COPPER, FREE",1022,1705-11136-001,N,0.076MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T4  A"
5/23/2017,RT,"COPPER, FREE",1022,1705-11136-002,N,0.021MG/L,LC001,DS001,"WS  I D5  5  7  5  ,V  AU  L  T"
5/23/2017,RT,"COPPER, FREE",1022,1705-11136-003,N,0.070MG/L,LC001,DS001,"WS  I D5  5  7  5  ,3  D"
5/23/2017,RT,LEAD,1030,1705-11136-001,N,0.0014MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T4  A"
5/23/2017,RT,LEAD,1030,1705-11136-002,N,0.0018MG/L,LC001,DS001,"WS  I D5  5  7  5  ,V  AU  L  T"
5/23/2017,RT,LEAD,1030,1705-11136-003,N,0.0019MG/L,LC001,DS001,"WS  I D5  5  7  5  ,3  D"
9/21/2016,RT,"COPPER, FREE",1022,1609-21761-002,N,0.059MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T3  D"
9/21/2016,RT,"COPPER, FREE",1022,1609-21761-003,N,0.075MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T2  A"
9/21/2016,RT,"COPPER, FREE",1022,1609-21761-004,N,0.079MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T1  D"
9/21/2016,RT,"COPPER, FREE",1022,1609-21761-005,N,0.060MG/L,LC001,DS001,"WS  I D5  5  7  5  ,V  AU  L  T"
9/21/2016,RT,LEAD,1030,1609-21761-002,N,0.003MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T3  D"
9/21/2016,RT,LEAD,1030,1609-21761-003,N,0.003MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T2  A"
9/21/2016,RT,LEAD,1030,1609-21761-004,N,0.003MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T1  D"
9/21/2016,RT,LEAD,1030,1609-21761-005,N,0.005MG/L,LC001,DS001,"WS  I D5  5  7  5  ,V  AU  L  T"
9/20/2016,RT,"COPPER, FREE",1022,1609-21761-001,N,0.073MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T4  A"
9/20/2016,RT,LEAD,1030,1609-21761-001,N,0.005MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T4  A"
2/11/2015,RT,"COPPER, FREE",1022,1502-02593-001,N,0.060MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T4  A"
2/11/2015,RT,"COPPER, FREE",1022,1502-02593-002,N,0.055MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T3  D"
2/11/2015,RT,"COPPER, FREE",1022,1502-02593-003,N,0.039MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T2  A"
2/11/2015,RT,"COPPER, FREE",1022,1502-02593-004,N,0.046MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T1  D"
2/11/2015,RT,"COPPER, FREE",1022,1502-02593-005,Y,,LC001,DS001,"WS  I D5  5  7  5  ,V  AU  L  T"
2/11/2015,RT,LEAD,1030,1502-02593-001,N,0.002MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T4  A"
2/11/2015,RT,LEAD,1030,1502-02593-002,N,0.001MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T3  D"
2/11/2015,RT,LEAD,1030,1502-02593-003,N,0.001MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T2  A"
2/11/2015,RT,LEAD,1030,1502-02593-004,N,0.001MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T1  D"
2/11/2015,RT,LEAD,1030,1502-02593-005,Y,,LC001,DS001,"WS  I D5  5  7  5  ,V  AU  L  T"
10/15/2014,RT,"COPPER, FREE",1022,1410-21698-001,N,0.065MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T4  A"
10/15/2014,RT,"COPPER, FREE",1022,1410-21698-002,N,0.057MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T3  D"
10/15/2014,RT,"COPPER, FREE",1022,1410-21698-003,N,0.060MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T2  A"
10/15/2014,RT,"COPPER, FREE",1022,1410-21698-004,N,0.061MG/L,LC001,DS001,"WS  I D5  5  7  5  ,U  NI T1  D"
