Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
9/25/2015,RT,"COPPER, FREE",1022,1509-20871-001,N,0.12MG/L,LC001,DS001,TEACHER'S ROOM,
9/25/2015,RT,"COPPER, FREE",1022,1509-20871-002,N,0.086MG/L,LC001,DS001,SA  GE  NDO  RFROO  M,
9/25/2015,RT,"COPPER, FREE",1022,1509-20871-003,N,0.064MG/L,LC001,DS001,K  I T  CH  EN,
9/25/2015,RT,"COPPER, FREE",1022,1509-20871-004,N,0.070MG/L,LC001,DS001,CRO  SSROO  M,
9/25/2015,RT,"COPPER, FREE",1022,1509-20871-005,N,0.24MG/L,LC001,DS001,T  O  WNOF  FI C  E,
9/25/2015,RT,LEAD,1030,1509-20871-001,Y,,LC001,DS001,T  E  A  CHE  R'SR  OOM,
9/25/2015,RT,LEAD,1030,1509-20871-002,Y,,LC001,DS001,S  A  GE  NDO  RFROO  M,
9/25/2015,RT,LEAD,1030,1509-20871-003,Y,,LC001,DS001,K  I T  CH  EN,
9/25/2015,RT,LEAD,1030,1509-20871-004,Y,,LC001,DS001,CRO  SSROO  M,
9/25/2015,RT,LEAD,1030,1509-20871-005,Y,,LC001,DS001,TO  WNOF  FI C  E,
6/5/2013,RT,"COPPER, FREE",1022,13-IC-01209-001,Y,,EP001,TP001,K  I T  CH  ENSI N  K^5  0NOR  T,H
6/5/2013,RT,LEAD,1030,13-IC-01209-001,Y,,EP001,TP001,SKITTRCEHEETNS  I NK^5  0NOR  T  H,
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00071-001,N,0.07MG/L,LC001,DS001,SKITTRCEHEETNS  I NK^5  0NOR  T  H,
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00072-001,N,0.09MG/L,LC001,DS001,TSET A  C  HE  RSROOM^5  0,
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00073-001,N,0.28MG/L,LC001,DS001,TNOOWRTNH O SFTF I CE^5  0NO  R,T  H
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00074-001,N,0.07MG/L,LC001,DS001,SCTRROESEST RM^5  0NOR  TH,ST
9/5/2012,RT,"COPPER, FREE",1022,12-IB-00075-001,N,0.16MG/L,LC001,DS001,SA  GE  NDO  RFRM^5  0,
9/5/2012,RT,LEAD,1030,12-IB-00071-001,N,0.001MG/L,LC001,DS001,KNIOTRCTHHE NS TSRINEKE T^  5  0NOR  T,H
9/5/2012,RT,LEAD,1030,12-IB-00072-001,Y,,LC001,DS001,TSET A  C  HE  RSROOM^5  0,
9/5/2012,RT,LEAD,1030,12-IB-00073-001,Y,,LC001,DS001,NTOOWRTNH O SFTF I CE^5  0NO  R,T  H
9/5/2012,RT,LEAD,1030,12-IB-00074-001,N,0.006MG/L,LC001,DS001,SCTRROESEST RM^5  0NOR  TH,ST
9/5/2012,RT,LEAD,1030,12-IB-00075-001,N,0.004MG/L,LC001,DS001,SA  GE  NDO  RFRM^5  0,
7/29/2009,RT,"COPPER, FREE",1022,10I0154,N,0.05MG/L,LC001,DS001,HNOANRDTIHC ASPTR BEAETTHT  OP,
7/29/2009,RT,"COPPER, FREE",1022,10I0155,N,0.08MG/L,LC001,DS001,FCLROOOSRSR  OOM,
7/29/2009,RT,"COPPER, FREE",1022,10I0156,N,0.11MG/L,LC001,DS001,KI T  CH  EN,
7/29/2009,RT,"COPPER, FREE",1022,10I0157,N,0.08MG/L,LC001,DS001,K  I N  DE  RGA  RT  E  NRO  OM,
7/29/2009,RT,"COPPER, FREE",1022,10I0158,N,0.08MG/L,LC001,DS001,TE  A  CHE  RSRO  OM,
7/29/2009,RT,LEAD,1030,10I0154,Y,,LC001,DS001,HA  NDI C  APB  AT  HT  OP,
7/29/2009,RT,LEAD,1030,10I0155,N,0.007MG/L,LC001,DS001,CFLROOOSRSR  OOM,
7/29/2009,RT,LEAD,1030,10I0156,Y,,LC001,DS001,K  I T  CH  EN,
7/29/2009,RT,LEAD,1030,10I0157,N,0.004MG/L,LC001,DS001,KI N  DE  RGA  RT  E  NRO  OM,
7/29/2009,RT,LEAD,1030,10I0158,Y,,LC001,DS001,TE  A  CHE  RSRO  OM,
9/12/2006,RT,"COPPER, FREE",1022,07I0455,N,0.10MG/L,LC001,DS001,CRO  SSSI N  K,
9/12/2006,RT,"COPPER, FREE",1022,07I0456,N,0.15MG/L,LC001,DS001,K  I T  CH  EN,
