Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
6/7/2017,RT,"COPPER, FREE",1022,1706-12406-001,Y,,LC001,DS001,"WSID 20152, OFFICE SINK"
6/7/2017,RT,"COPPER, FREE",1022,1706-12406-002,N,0.073MG/L,LC001,DS001,"WS  I D2  0  1  5  2  ,GI R  L  SR  OOM"
6/7/2017,RT,"COPPER, FREE",1022,1706-12406-003,Y,,LC001,DS001,"WS  I D2  0  1  5  2  ,H  AN  DS  I NK"
6/7/2017,RT,"COPPER, FREE",1022,1706-12406-004,Y,,LC001,DS001,"WS  I D2  0  1  5  2  ,J  A  NI T  OR"
6/7/2017,RT,"COPPER, FREE",1022,1706-12406-005,Y,,LC001,DS001,"WCLSOIDS E2T0 1 5  2  ,KI T  CH  ENSI N  K"
6/7/2017,RT,LEAD,1030,1706-12406-001,Y,,LC001,DS001,"WS  I D2  0  1  5  2  ,OF  F  I CES  I NK"
6/7/2017,RT,LEAD,1030,1706-12406-002,N,0.0038MG/L,LC001,DS001,"WS  I D2  0  1  5  2  ,GI R  L  SR  OOM"
6/7/2017,RT,LEAD,1030,1706-12406-003,Y,,LC001,DS001,"WS  I D2  0  1  5  2  ,H  AN  DS  I NK"
6/7/2017,RT,LEAD,1030,1706-12406-004,Y,,LC001,DS001,"WS  I D2  0  1  5  2  ,J  A  NI T  OR"
6/7/2017,RT,LEAD,1030,1706-12406-005,Y,,LC001,DS001,"WCLSOIDS E2T01  5  2,K  I T  CH  ENSI N  K"
11/9/2016,RT,"COPPER, FREE",1022,1611-25932-001,N,0.039MG/L,LC001,DS001,WS  I D2  0  1  5  2K  I T  CHE  NS  I NK
11/9/2016,RT,"COPPER, FREE",1022,1611-25932-002,Y,,LC001,DS001,WS  I D2  0  1  5  2WAT  E  R
11/9/2016,RT,"COPPER, FREE",1022,1611-25932-003,Y,,LC001,DS001,WFOSUIDN T2A01IN5 2G  I RL  SBA  T  H
11/9/2016,RT,"COPPER, FREE",1022,1611-25932-004,Y,,LC001,DS001,WS  I D2  0  1  5  2S  I NKI NOF  F  I CE
11/9/2016,RT,"COPPER, FREE",1022,1611-25932-005,Y,,LC001,DS001,WS  I D2  0  1  5  2B  OY  S
11/9/2016,RT,LEAD,1030,1611-25932-001,Y,,LC001,DS001,WBASTIDH R2O01O5M2  KI T  C  HE  NS  I NK
11/9/2016,RT,LEAD,1030,1611-25932-002,Y,,LC001,DS001,WS  I D2  0  1  5  2WAT  E  R
11/9/2016,RT,LEAD,1030,1611-25932-003,Y,,LC001,DS001,WFOSUIDN T2A01IN5 2G  I RL  SBA  T  H
11/9/2016,RT,LEAD,1030,1611-25932-004,Y,,LC001,DS001,WS  I D2  0  1  5  2S  I NKI NOF  F  I CE
11/9/2016,RT,LEAD,1030,1611-25932-005,Y,,LC001,DS001,WS  I D2  0  1  5  2B  OY  S
9/29/2013,RT,"COPPER, FREE",1022,13-IB-00764-001,Y,,LC001,DS001,KBIATTCHHREONO SMIN  K^3  1S  CH  OOL
9/29/2013,RT,"COPPER, FREE",1022,13-IB-00765-001,N,0.04MG/L,LC001,DS001,WHOAUTESER  RFODUNT  A  I N^3  1
9/29/2013,RT,"COPPER, FREE",1022,13-IB-00766-001,Y,,LC001,DS001,GSCIRHLOSO BLA HTOHRUOSEO MR DS I NK^
9/29/2013,RT,"COPPER, FREE",1022,13-IB-00767-001,Y,,LC001,DS001,3B1O SYC'SH BOAOTLH HROOUOSME S RINDK^3  1
9/29/2013,RT,"COPPER, FREE",1022,13-IB-00768-001,Y,,LC001,DS001,SSICNHKO ION LO HFOFIUCSEE A RRDE A
9/29/2013,RT,LEAD,1030,13-IB-00764-001,Y,,LC001,DS001,KBIATTCHHREONO SMIN ^K 3 ^1  3S1C SHCOHOOLO HL
9/29/2013,RT,LEAD,1030,13-IB-00765-001,N,0.002MG/L,LC001,DS001,HWOAUTESER  RFOD U  NT  A  I N^3  1
9/29/2013,RT,LEAD,1030,13-IB-00766-001,Y,,LC001,DS001,GSCIRHLOSO BLA HTOHRUOSEO MRD S I NK^
9/29/2013,RT,LEAD,1030,13-IB-00767-001,Y,,LC001,DS001,3B1O SYC'SH BOAOTLH HROOUOSME S RINDK^3  1
9/29/2013,RT,LEAD,1030,13-IB-00768-001,Y,,LC001,DS001,SSCINHKO ION LO HFOFIUCSEE A RRDE A
6/22/2011,RT,"COPPER, FREE",1022,11C3281,Y,,EP001,TP001,KBAITTCHHREONO  M^3  1SC  HOO  LH
6/22/2011,RT,LEAD,1030,11C3281,Y,,EP001,TP001,K  I T  CH  EN
8/17/2010,RT,"COPPER, FREE",1022,11I0156,Y,,LC001,DS001,G  I RL  SROO  M
8/17/2010,RT,"COPPER, FREE",1022,11I0157,Y,,LC001,DS001,BOY  SROOM
