Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/23/2007,RT,"COPPER, FREE",1022,0709-08203001,N,0.040MG/L,LC001,DS001,STARTER ROOM
9/23/2007,RT,"COPPER, FREE",1022,0709-08203002,N,0.495MG/L,LC001,DS001,V  A  TDE  CK
9/23/2007,RT,"COPPER, FREE",1022,0709-08203003,N,0.206MG/L,LC001,DS001,L  O  RR  AI N  E( F  ET  A  )PA  CK
9/23/2007,RT,"COPPER, FREE",1022,0709-08203004,N,0.098MG/L,LC001,DS001,C  ON  TR  OLRO  OM
9/23/2007,RT,"COPPER, FREE",1022,0709-08203005,N,0.610MG/L,LC001,DS001,L  A  GO  ONL  A  B
9/23/2007,RT,LEAD,1030,0709-08203001,Y,,LC001,DS001,ST  A  RT  ERROO  M
9/23/2007,RT,LEAD,1030,0709-08203002,N,0.002MG/L,LC001,DS001,VA  TDE  CK
9/23/2007,RT,LEAD,1030,0709-08203003,Y,,LC001,DS001,L  ORR  AI N  E( F  ET  A  )PA  CK
9/23/2007,RT,LEAD,1030,0709-08203004,N,0.001MG/L,LC001,DS001,C  ON  TR  OLRO  OM
9/23/2007,RT,LEAD,1030,0709-08203005,N,0.004MG/L,LC001,DS001,L AGO  ONL  A  B
9/6/2003,RT,"COPPER, FREE",1022,P04216817,N,0.016MG/L,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,"COPPER, FREE",1022,P04216818,N,0.305MG/L,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,"COPPER, FREE",1022,P04216819,N,0.137MG/L,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,"COPPER, FREE",1022,P04216820,N,0.048MG/L,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,"COPPER, FREE",1022,P04216821,N,0.027MG/L,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,LEAD,1030,P04216817,Y,,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,LEAD,1030,P04216818,Y,,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,LEAD,1030,P04216819,Y,,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,LEAD,1030,P04216820,Y,,EP-HIST,SS001,
"",,,,,,,,,
9/6/2003,RT,LEAD,1030,P04216821,Y,,EP-HIST,SS001,
"",,,,,,,,,
9/19/2000,RT,"COPPER, FREE",1022,P01162251,N,0.017MG/L,EP-HIST,SS001,
"",,,,,,,,,
9/19/2000,RT,"COPPER, FREE",1022,P01162252,Y,,EP-HIST,SS001,
"",,,,,,,,,
9/19/2000,RT,"COPPER, FREE",1022,P01162253,N,0.086MG/L,EP-HIST,SS001,
"",,,,,,,,,
9/19/2000,RT,"COPPER, FREE",1022,P01162254,Y,,EP-HIST,SS001,
"",,,,,,,,,
9/19/2000,RT,LEAD,1030,P01162251,N,0.002MG/L,EP-HIST,SS001,
