Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/1/2017,RT,"COPPER, FREE",1022,1708-17421-001,N,0.17MG/L,LC001,DS001,"WSID 21129, SITE #1",
8/1/2017,RT,"COPPER, FREE",1022,1708-17421-002,N,1.1MG/L,LC001,DS001,"WKISTCIDH 2E1N1 2  9  ,SI T  E#  2  ,GI R  L  S",
8/1/2017,RT,"COPPER, FREE",1022,1708-17421-003,N,0.99MG/L,LC001,DS001,"BWASTIDH R2O11O2M9,SI T  E#  3  ,CU  ST",
8/1/2017,RT,"COPPER, FREE",1022,1708-17421-004,N,0.17MG/L,LC001,DS001,"WSESRIDV I2C1E1 2  9  ,SI T  E#  4  ,ME  N",S
8/1/2017,RT,"COPPER, FREE",1022,1708-17421-005,N,0.91MG/L,LC001,DS001,"WROSOIDM 2  1  1  2  9  ,S  I T  E#  5",
8/1/2017,RT,LEAD,1030,1708-17421-001,Y,,LC001,DS001,"WS  I D2  1  1  2  9  ,S  I T  E#  1",
8/1/2017,RT,LEAD,1030,1708-17421-002,Y,,LC001,DS001,"WKISTCIDH 2E1N1 2  9  ,SI T  E#  2  ,GI R  L  S",
8/1/2017,RT,LEAD,1030,1708-17421-003,Y,,LC001,DS001,"WBASTIDH R2O11O2M9,SI T  E#  3  ,CU  ST",
8/1/2017,RT,LEAD,1030,1708-17421-004,Y,,LC001,DS001,"SWESRIDV I2C1E1 2  9  ,S  I  T  E#  4  ,ME  N",S
8/1/2017,RT,LEAD,1030,1708-17421-005,Y,,LC001,DS001,"RWOSOIDM 2  1  1  2  9  ,S  I T  E#  5",
12/8/2016,RT,"COPPER, FREE",1022,1612-28010-001,N,0.020MG/L,LC001,DS001,"WS  I D2  1  1  2  9  ,C  OF  FE  E",
12/8/2016,RT,"COPPER, FREE",1022,1612-28010-002,Y,,LC001,DS001,"SWESRIDV E2R11  2  9  ,K  I  T  C  HE  NS  I NK",
12/8/2016,RT,"COPPER, FREE",1022,1612-28010-003,Y,,LC001,DS001,"WS  I D2  1  1  2  9  ,F  OODSI N  K",
12/8/2016,RT,"COPPER, FREE",1022,1612-28010-004,Y,,LC001,DS001,"WS  I D2  1  1  2  9  ,C  US  TO  MER",
12/8/2016,RT,"COPPER, FREE",1022,1612-28010-005,N,0.036MG/L,LC001,DS001,"WSESRIDV I2C1E1 2S9IN, EKMPL OYE  E",
12/8/2016,RT,LEAD,1030,1612-28010-001,Y,,LC001,DS001,"WBASTIDH R2O11O2M9,COF  F  E  E",
12/8/2016,RT,LEAD,1030,1612-28010-002,Y,,LC001,DS001,"SWESRIDV E2R11  2  9  ,K  I TC  HE  NS  I NK",
12/8/2016,RT,LEAD,1030,1612-28010-003,Y,,LC001,DS001,"WS  I D2  1  1  2  9  ,F  OODSI N  K",
12/8/2016,RT,LEAD,1030,1612-28010-004,Y,,LC001,DS001,"WS  I D2  1  1  2  9  ,C  US  TO  MER",
12/8/2016,RT,LEAD,1030,1612-28010-005,Y,,LC001,DS001,"WSESRIDV I2C1E1 2S9IN, EKMP  LO  YE  E",
2/11/2016,RT,"COPPER, FREE",1022,1602-02955-001,N,0.11MG/L,LC001,DS001,"WBASTIDH R2O11O2M9,COF  F  E  E",
2/11/2016,RT,"COPPER, FREE",1022,1602-02955-002,N,0.10MG/L,LC001,DS001,"SWESRIDV E2R11  2  9  ,K  I TC  HE  N",
2/11/2016,RT,"COPPER, FREE",1022,1602-02955-003,N,0.031MG/L,LC001,DS001,"WS  I D2  1  1  2  9  ,C  US  T.",
2/11/2016,RT,"COPPER, FREE",1022,1602-02955-004,N,0.14MG/L,LC001,DS001,"SWESRIDV I2C1E1 2  9  ,F  OODSI N  K",
2/11/2016,RT,"COPPER, FREE",1022,1602-02955-005,N,0.080MG/L,LC001,DS001,"WS  I D2  1  1  2  9  ,P  RE  PS  I NK",
2/11/2016,RT,LEAD,1030,1602-02955-001,Y,,LC001,DS001,"WS  I D2  1  1  2  9  ,C  OF  FE  E",
2/11/2016,RT,LEAD,1030,1602-02955-002,N,0.001MG/L,LC001,DS001,"WSESRIDV E2R11  2  9  ,KI T  C  HE  N",
2/11/2016,RT,LEAD,1030,1602-02955-003,Y,,LC001,DS001,"WS  I D2  1  1  2  9  ,C  US  T.",
2/11/2016,RT,LEAD,1030,1602-02955-004,Y,,LC001,DS001,"SWESRIDV I2C1E1 2  9  ,F  OODSI N  K",
2/11/2016,RT,LEAD,1030,1602-02955-005,Y,,LC001,DS001,"WS  I D2  1  1  2  9  ,P  RE  PS  I NK",
6/30/2015,RT,"COPPER, FREE",1022,1506-12959-001,N,0.19MG/L,LC001,DS001,"WS  I D2  1  1  2  9  ,F  OODSI N  K1",
6/30/2015,RT,"COPPER, FREE",1022,1506-12959-002,N,0.19MG/L,LC001,DS001,"WS  I D2  1  1  2  9  ,F  OODSI N  K2",
6/30/2015,RT,"COPPER, FREE",1022,1506-12959-003,N,0.39MG/L,LC001,DS001,"WS  I D2  1  1  2  9  ,C  US  TO  MER",
6/30/2015,RT,"COPPER, FREE",1022,1506-12959-004,N,0.17MG/L,LC001,DS001,"SWESRIDV I2C1E1 2  9  ,BA  T  HR  OOM",
