Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
7/11/2017,RT,"COPPER, FREE",1022,1707-15310-001,N,0.082MG/L,LC001,DS001,OPS CTR LAUNDRY SINK,
7/11/2017,RT,"COPPER, FREE",1022,1707-15310-002,N,0.17MG/L,LC001,DS001,TE  RP  S  TR  A1,
7/11/2017,RT,"COPPER, FREE",1022,1707-15310-003,N,0.10MG/L,LC001,DS001,TE  RP  S  TR  A2,
7/11/2017,RT,"COPPER, FREE",1022,1707-15310-004,N,0.060MG/L,LC001,DS001,T  E  RP  S  TR  A3,
7/11/2017,RT,"COPPER, FREE",1022,1707-15310-005,N,0.14MG/L,LC001,DS001,HOR  SEPA  RKS  I NK,
7/11/2017,RT,LEAD,1030,1707-15310-001,N,0.0023MG/L,LC001,DS001,O  PSCT  RL  AU  NDR  YS  I NK,
7/11/2017,RT,LEAD,1030,1707-15310-002,N,0.0011MG/L,LC001,DS001,T  E  RP  S  TR  A1,
7/11/2017,RT,LEAD,1030,1707-15310-003,Y,,LC001,DS001,T  E  RP  S  TR  A2,
7/11/2017,RT,LEAD,1030,1707-15310-004,Y,,LC001,DS001,T  E  RP  S  TR  A3,
7/11/2017,RT,LEAD,1030,1707-15310-005,N,0.0019MG/L,LC001,DS001,H  OR  SEPA  RKS  I NK,
1/26/2017,RT,"COPPER, FREE",1022,1701-01890-001,N,0.12MG/L,LC001,DS001,VI L  L  A  GEOPC  EN  T  ER,
1/26/2017,RT,"COPPER, FREE",1022,1701-01890-002,N,0.14MG/L,LC001,DS001,THEORUPSSETKEEAE FPIIRNSGT S FINLOK O  R,( 1  )
1/26/2017,RT,"COPPER, FREE",1022,1701-01890-003,N,0.13MG/L,LC001,DS001,T  E  RP  S  TE  AFI R  STF  L  OOR,( 2  )
1/26/2017,RT,"COPPER, FREE",1022,1701-01890-004,N,0.10MG/L,LC001,DS001,T  E  RP  S  TE  AFI R  STF  L  OOR,( 3  )
1/26/2017,RT,"COPPER, FREE",1022,1701-01890-005,N,0.13MG/L,LC001,DS001,H  OU  SEPA  RK,
1/26/2017,RT,LEAD,1030,1701-01890-001,N,0.0018MG/L,LC001,DS001,V  I L  L  A  GEOPC  EN  T  ER,
1/26/2017,RT,LEAD,1030,1701-01890-002,Y,,LC001,DS001,THEORUPSSETKEEAE FPIIRNSGT S FINLOK O  R,( 1  )
1/26/2017,RT,LEAD,1030,1701-01890-003,Y,,LC001,DS001,T  E  RP  S  TE  AFI R  STF  L  OOR,( 2  )
1/26/2017,RT,LEAD,1030,1701-01890-004,N,0.0021MG/L,LC001,DS001,TE  RP  S  TE  AFI R  STF  L  OOR,( 3  )
1/26/2017,RT,LEAD,1030,1701-01890-005,N,0.0071MG/L,LC001,DS001,HOU  SEPA  RK,
8/17/2016,RT,"COPPER, FREE",1022,1608-18495-001,N,0.088MG/L,LC001,DS001,V  OCSI N  K,
8/17/2016,RT,"COPPER, FREE",1022,1608-18495-002,N,0.18MG/L,LC001,DS001,T  E  RP  S  TR  A1,
8/17/2016,RT,"COPPER, FREE",1022,1608-18495-003,N,0.077MG/L,LC001,DS001,T  E  RP  S  TR  A2,
8/17/2016,RT,"COPPER, FREE",1022,1608-18495-004,N,0.11MG/L,LC001,DS001,TE  RP  S  TR  A3,
8/17/2016,RT,"COPPER, FREE",1022,1608-18495-005,N,0.093MG/L,LC001,DS001,HOR  SEPA  RK,
8/17/2016,RT,LEAD,1030,1608-18495-001,Y,,LC001,DS001,VOCSI N  K,
8/17/2016,RT,LEAD,1030,1608-18495-002,N,0.001MG/L,LC001,DS001,T  E  RP  S  TR  A1,
8/17/2016,RT,LEAD,1030,1608-18495-003,Y,,LC001,DS001,TE  RP  S  TR  A2,
8/17/2016,RT,LEAD,1030,1608-18495-004,Y,,LC001,DS001,T  E  RP  S  TR  A3,
8/17/2016,RT,LEAD,1030,1608-18495-005,Y,,LC001,DS001,H  OR  SEPA  RK,
7/30/2015,RT,"COPPER, FREE",1022,1507-15620-001,N,0.13MG/L,LC001,DS001,T  E  RP  S  TR  AB  L  DGFL  O  OR,1
7/30/2015,RT,"COPPER, FREE",1022,1507-15620-002,N,0.048MG/L,LC001,DS001,TE  RP  S  TR  AB  L  DGFL  O  OR,2
7/30/2015,RT,"COPPER, FREE",1022,1507-15620-003,N,0.025MG/L,LC001,DS001,TE  RP  S  TR  AB  L  DGFL  O  OR,3
7/30/2015,RT,"COPPER, FREE",1022,1507-15620-004,N,0.026MG/L,LC001,DS001,H  OR  SEPA  RK,
