Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
8/8/2017,RT,"COPPER, FREE",1022,17-IB-00890-001,N,0.14MG/L,LC001,DS001,ROOM 15 TIER 1 ^ 782
8/8/2017,RT,"COPPER, FREE",1022,17-IB-00891-001A,N,0.31MG/L,LC001,DS001,GROEROMMA 1N6  FTLIEART S2  RD
8/8/2017,RT,"COPPER, FREE",1022,17-IB-00892-001,N,0.20MG/L,LC001,DS001,R  OOM1  3T  I E  R2^7  8  2
8/8/2017,RT,"COPPER, FREE",1022,17-IB-00893-001,N,0.20MG/L,LC001,DS001,RGOEROMMA 2N0  FTLIEART S2  R^ D78  2
8/8/2017,RT,"COPPER, FREE",1022,17-IB-00894-001A,N,0.28MG/L,LC001,DS001,RGOEROMMA 1N4  FTLIEART S2  R^ D78  2
8/8/2017,RT,LEAD,1030,17-IB-00890-001,N,0.001MG/L,LC001,DS001,RGOEROMMA 1N5  FTLIEART S1  R^ D78  2
8/8/2017,RT,LEAD,1030,17-IB-00891-001,N,0.014MG/L,LC001,DS001,GROEROMMA 1N6  FTLIEART S2  RD
8/8/2017,RT,LEAD,1030,17-IB-00892-001,N,0.001MG/L,LC001,DS001,R  OOM1  3T  I E  R2^7  8  2
8/8/2017,RT,LEAD,1030,17-IB-00893-001,N,0.003MG/L,LC001,DS001,RGOEROMMA 2N0  FTLIEART S2  R^ D78  2
8/8/2017,RT,LEAD,1030,17-IB-00894-001,N,0.002MG/L,LC001,DS001,GROEROMMA 1N4  FTLIEART S2  R^ D78  2
8/20/2014,RT,"COPPER, FREE",1022,14-IB-00438-001,N,0.04MG/L,LC001,DS001,GKIETRCMHAENN  FSLINAKT S^  7R8D2
8/20/2014,RT,"COPPER, FREE",1022,14-IB-00439-001,N,0.05MG/L,LC001,DS001,KGIETRCMHAENN  FSLINAKT S^  7R8D2
8/20/2014,RT,"COPPER, FREE",1022,14-IB-00440-001,N,0.06MG/L,LC001,DS001,GKIETRCMHEANN  SFLINAKT S^  7R8D2
8/20/2014,RT,"COPPER, FREE",1022,14-IB-00441-001,N,0.04MG/L,LC001,DS001,GKIETRCMHEANN  SFLINAKT S^  7R8D2
8/20/2014,RT,"COPPER, FREE",1022,14-IB-00442-001,N,0.04MG/L,LC001,DS001,KGIETRCMHEANN  FSLINAKT S^  7R8D2
8/20/2014,RT,LEAD,1030,14-IB-00438-001,Y,,LC001,DS001,KGIETRCMHEANN  SFLINAKT S^  7R8D2
8/20/2014,RT,LEAD,1030,14-IB-00439-001,Y,,LC001,DS001,KGIETRCMHAENN  FSLINAKT S^  7R8D2
8/20/2014,RT,LEAD,1030,14-IB-00440-001,N,0.002MG/L,LC001,DS001,GKIETRCMHAENN  SFLINAKT S^  7R8D2
8/20/2014,RT,LEAD,1030,14-IB-00441-001,Y,,LC001,DS001,KGIETRCMHAENN  FSLINAKT S^  7R8D2
8/20/2014,RT,LEAD,1030,14-IB-00442-001,Y,,LC001,DS001,KGIETRCMHAENN  FSLINAKT S^  7R8D2
2/5/2013,RT,"COPPER, FREE",1022,13-IC-00026-001,N,0.02MG/L,EP001,TP001,PGOERINMTA ONF F ELNATTRSY R/KDI T  CH  EN
2/5/2013,RT,LEAD,1030,13-IC-00026-001,Y,,EP001,TP001,SPIONIKN T^  O78F2 E GNETRRMYA/KNIT FCLHAETNS
6/27/2011,RT,"COPPER, FREE",1022,11I1046,N,0.16MG/L,LC001,DS001,ASRINTK R ^O 7O82M G SEINRKM  A  NF  L  A  T  S
6/27/2011,RT,"COPPER, FREE",1022,11I1047,N,0.05MG/L,LC001,DS001,AR  TR  OOMS  I NK
6/27/2011,RT,"COPPER, FREE",1022,11I1048,N,0.05MG/L,LC001,DS001,A  R  TR  OOMS  I NK
6/27/2011,RT,"COPPER, FREE",1022,11I1049,N,0.05MG/L,LC001,DS001,AR  TR  OOMS  I NK
6/27/2011,RT,"COPPER, FREE",1022,11I1050,N,0.05MG/L,LC001,DS001,A  R  TR  OOMS  I NK
6/27/2011,RT,LEAD,1030,11I1046,Y,,LC001,DS001,AR  TR  OOMS  I NK
6/27/2011,RT,LEAD,1030,11I1047,Y,,LC001,DS001,AR  TR  OOMS  I NK
6/27/2011,RT,LEAD,1030,11I1048,Y,,LC001,DS001,A  R  TR  OOMS  I NK
6/27/2011,RT,LEAD,1030,11I1049,Y,,LC001,DS001,A  R  TR  OOMS  I NK
6/27/2011,RT,LEAD,1030,11I1050,Y,,LC001,DS001,AR  TR  OOMS  I NK
7/8/2008,RT,"COPPER, FREE",1022,09I0034,N,0.05MG/L,LC001,DS001,A  R  TR  OOMS  I NK
7/8/2008,RT,"COPPER, FREE",1022,09I0035,N,0.04MG/L,LC001,DS001,AR  TR  OOMS  I NK
