Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
6/8/2017,RT,"COPPER, FREE",1022,17-IB-00441-001,N,0.14MG/L,LC001,DS001,CLASS D ^ RT 107,
6/8/2017,RT,"COPPER, FREE",1022,17-IB-00442-001,N,0.17MG/L,LC001,DS001,K  I T  CH  EN^RT1  0  7,
6/8/2017,RT,"COPPER, FREE",1022,17-IB-00443-001,N,0.13MG/L,LC001,DS001,FB  A  TH^RT1  0  7,
6/8/2017,RT,"COPPER, FREE",1022,17-IB-00444-001,N,0.14MG/L,LC001,DS001,CL  A  SSKB  A  TH^RT1  0  7,
6/8/2017,RT,"COPPER, FREE",1022,17-IB-00445-001,N,0.13MG/L,LC001,DS001,CL  A  SSE^RT1  0  7,
6/8/2017,RT,LEAD,1030,17-IB-00441-001,Y,,LC001,DS001,C  L  A  SSD^R  T1  0  7,
6/8/2017,RT,LEAD,1030,17-IB-00442-001,N,0.004MG/L,LC001,DS001,K  I T  CH  EN^RT1  0  7,
6/8/2017,RT,LEAD,1030,17-IB-00443-001,N,0.003MG/L,LC001,DS001,FB  A  TH^RT1  0  7,
6/8/2017,RT,LEAD,1030,17-IB-00444-001,Y,,LC001,DS001,CL  A  SSKB  A  TH^RT1  0  7,
6/8/2017,RT,LEAD,1030,17-IB-00445-001,Y,,LC001,DS001,C  L  A  SSE^RT1  0  7,
6/5/2014,RT,"COPPER, FREE",1022,14-IB-00115-001,N,0.20MG/L,LC001,DS001,KI T  CH  EN^RT1  0  7,
6/5/2014,RT,"COPPER, FREE",1022,14-IB-00116-001,N,0.14MG/L,LC001,DS001,BA  T  HRO  OMK^RT1  0  7,
6/5/2014,RT,"COPPER, FREE",1022,14-IB-00117-001,N,0.20MG/L,LC001,DS001,CL  A  SS  ROO  MD^R  T1  0  7,
6/5/2014,RT,"COPPER, FREE",1022,14-IB-00118-001,N,0.16MG/L,LC001,DS001,"MCMA  ST  E  RCL  A  S  S"" E""^",R  T
6/5/2014,RT,"COPPER, FREE",1022,14-IB-00119-001,N,0.18MG/L,LC001,DS001,1S0M7I T  HC  L  AS  S^RT1  0  7,
6/5/2014,RT,LEAD,1030,14-IB-00115-001,N,0.004MG/L,LC001,DS001,K  I T  CH  EN^RT1  0  7,
6/5/2014,RT,LEAD,1030,14-IB-00116-001,N,0.003MG/L,LC001,DS001,B  A  T  HRO  OMK^RT1  0  7,
6/5/2014,RT,LEAD,1030,14-IB-00117-001,Y,,LC001,DS001,C  L  A  SS  ROO  MD^R  T1  0  7,
6/5/2014,RT,LEAD,1030,14-IB-00118-001,Y,,LC001,DS001,"M  CMA  ST  E  RCL  A  S  S"" E""^",R  T
6/5/2014,RT,LEAD,1030,14-IB-00119-001,Y,,LC001,DS001,1S0M7I T  HC  L  AS  S^RT1  0  7,
6/8/2011,RT,"COPPER, FREE",1022,11I0905,N,0.17MG/L,LC001,DS001,M2 1  1,
6/8/2011,RT,"COPPER, FREE",1022,11I0906,N,0.20MG/L,LC001,DS001,B  A  T  HRO  OMK,
6/8/2011,RT,"COPPER, FREE",1022,11I0907,N,0.21MG/L,LC001,DS001,KI T  CH  EN,
6/8/2011,RT,"COPPER, FREE",1022,11I0908,N,0.05MG/L,LC001,DS001,BA  T  HRO  OMF,
6/8/2011,RT,"COPPER, FREE",1022,11I0909,N,0.19MG/L,LC001,DS001,CL  A  SS  ROO  ME,
6/8/2011,RT,"COPPER, FREE",1022,11I0910,N,0.17MG/L,LC001,DS001,CL  A  SS  ROO  MD,
6/8/2011,RT,LEAD,1030,11I0905,N,0.001MG/L,LC001,DS001,M2 1  1,
6/8/2011,RT,LEAD,1030,11I0906,Y,,LC001,DS001,BA  T  HRO  OMK,
6/8/2011,RT,LEAD,1030,11I0907,N,0.004MG/L,LC001,DS001,KI T  CH  EN,
6/8/2011,RT,LEAD,1030,11I0908,Y,,LC001,DS001,B  A  T  HRO  OMF,
6/8/2011,RT,LEAD,1030,11I0909,Y,,LC001,DS001,C  L  A  SS  ROO  ME,
6/8/2011,RT,LEAD,1030,11I0910,Y,,LC001,DS001,CL  A  SS  ROO  MD,
5/28/2008,RT,"COPPER, FREE",1022,08I0986,N,0.035MG/L,LC001,DS001,CL  A  SSD-S  I NK,
5/28/2008,RT,"COPPER, FREE",1022,08I0987,Y,,LC001,DS001,BA  T  HK-S  I NK,
