Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
8/15/2016,RT,"COPPER, FREE",1022,1608-17992-001,N,0.020MG/L,LC001,DS001,CLASS #202
8/15/2016,RT,"COPPER, FREE",1022,1608-17992-002,Y,,LC001,DS001,C  L  A  SS#  2  0  4
8/15/2016,RT,"COPPER, FREE",1022,1608-17992-003,Y,,LC001,DS001,CL  A  SS#  2  0  5
8/15/2016,RT,"COPPER, FREE",1022,1608-17992-004,Y,,LC001,DS001,CL  A  SS#  2  0  6
8/15/2016,RT,"COPPER, FREE",1022,1608-17992-005,N,0.020MG/L,LC001,DS001,CL  A  SS#  1  1  6
8/15/2016,RT,LEAD,1030,1608-17992-001,Y,,LC001,DS001,CL  A  SS#  2  0  2
8/15/2016,RT,LEAD,1030,1608-17992-002,Y,,LC001,DS001,C  L  A  SS#  2  0  4
8/15/2016,RT,LEAD,1030,1608-17992-003,Y,,LC001,DS001,CL  A  SS#  2  0  5
8/15/2016,RT,LEAD,1030,1608-17992-004,Y,,LC001,DS001,CL  A  SS#  2  0  6
8/15/2016,RT,LEAD,1030,1608-17992-005,Y,,LC001,DS001,CL  A  SS#  1  1  6
8/20/2013,RT,"COPPER, FREE",1022,1308-16115-001,N,0.081MG/L,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM1  1  6"
8/20/2013,RT,"COPPER, FREE",1022,1308-16115-002,N,0.073MG/L,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM2  0  8"
8/20/2013,RT,"COPPER, FREE",1022,1308-16115-003,N,0.094MG/L,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM2  0  6"
8/20/2013,RT,"COPPER, FREE",1022,1308-16115-004,N,0.066MG/L,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM2  0  4"
8/20/2013,RT,"COPPER, FREE",1022,1308-16115-005,N,0.051MG/L,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM2  0  2"
8/20/2013,RT,LEAD,1030,1308-16115-001,Y,,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM1  1  6"
8/20/2013,RT,LEAD,1030,1308-16115-002,Y,,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM2  0  8"
8/20/2013,RT,LEAD,1030,1308-16115-003,Y,,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM2  0  6"
8/20/2013,RT,LEAD,1030,1308-16115-004,Y,,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM2  0  4"
8/20/2013,RT,LEAD,1030,1308-16115-005,Y,,LC001,DS001,"WS  I D6  6  9  6  ,R  OOM2  0  2"
8/9/2010,RT,"COPPER, FREE",1022,IN33619,Y,,LC001,DS001,ROOM2  0  6
8/9/2010,RT,"COPPER, FREE",1022,IN33644,N,0.15MG/L,LC001,DS001,R  OOM2  0  8
8/9/2010,RT,"COPPER, FREE",1022,IN33655,N,0.12MG/L,LC001,DS001,ROOM2  0  2
8/9/2010,RT,"COPPER, FREE",1022,IN33656,Y,,LC001,DS001,R  OOM1  1  6
8/9/2010,RT,"COPPER, FREE",1022,IN33687,Y,,LC001,DS001,ROOM2  0  4
8/9/2010,RT,LEAD,1030,IN33619,Y,,LC001,DS001,R  OOM2  0  6
8/9/2010,RT,LEAD,1030,IN33644,Y,,LC001,DS001,ROOM2  0  8
8/9/2010,RT,LEAD,1030,IN33655,Y,,LC001,DS001,R  OOM2  0  2
8/9/2010,RT,LEAD,1030,IN33656,Y,,LC001,DS001,ROOM1  1  6
8/9/2010,RT,LEAD,1030,IN33687,Y,,LC001,DS001,ROOM2  0  4
8/9/2007,RT,"COPPER, FREE",1022,IN23475,Y,,LC001,DS001,ROOM2  0  6
8/9/2007,RT,"COPPER, FREE",1022,IN23477,Y,,LC001,DS001,R  OOM2  0  2
8/9/2007,RT,"COPPER, FREE",1022,IN23479,Y,,LC001,DS001,ROOM2  0  4
8/9/2007,RT,"COPPER, FREE",1022,IN23480,Y,,LC001,DS001,R  OOM2  0  8
