Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
8/16/2017,RT,"COPPER, FREE",1022,1708-19383-001,N,0.24MG/L,LC001,DS001,"WSID 5637, #2"
8/16/2017,RT,"COPPER, FREE",1022,1708-19383-002,N,0.34MG/L,LC001,DS001,"WTUSCIDK E5R63V7IL, L#E5  WAY"
8/16/2017,RT,"COPPER, FREE",1022,1708-19383-003,N,0.35MG/L,LC001,DS001,"WTUSCIDK E5R63V7IL, L#E8  WAY"
8/16/2017,RT,"COPPER, FREE",1022,1708-19383-004,N,1.7MG/L,LC001,DS001,"WTUSCIDK E5R63V7IL, L#E18 W AY"
8/16/2017,RT,"COPPER, FREE",1022,1708-19383-005,N,0.49MG/L,LC001,DS001,"WTUSCIDK E5R63V7IL, L#E23 W AY"
8/16/2017,RT,LEAD,1030,1708-19383-001,Y,,LC001,DS001,"TWUSCIDK E5R63V7IL, L#E2  WAY"
8/16/2017,RT,LEAD,1030,1708-19383-002,Y,,LC001,DS001,"TWUSCIDK E5R63V7IL, L#E5  WAY"
8/16/2017,RT,LEAD,1030,1708-19383-003,Y,,LC001,DS001,"TWUSCIDK E5R63V7IL, L#E8  WAY"
8/16/2017,RT,LEAD,1030,1708-19383-004,N,0.0036MG/L,LC001,DS001,"TWUSCIDK E5R63V7IL, L#E18 W AY"
8/16/2017,RT,LEAD,1030,1708-19383-005,Y,,LC001,DS001,"TWUSCIDK E5R63V7IL, L#E23 W AY"
9/3/2014,RT,"COPPER, FREE",1022,1409-18179-001,N,0.090MG/L,LC001,DS001,"WTUSCIDK E5R63V7IL, LLEO TW #A3Y"
9/3/2014,RT,"COPPER, FREE",1022,1409-18179-002,N,0.079MG/L,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  6"
9/3/2014,RT,"COPPER, FREE",1022,1409-18179-003,N,0.085MG/L,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  8"
9/3/2014,RT,"COPPER, FREE",1022,1409-18179-004,N,0.069MG/L,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  1  0"
9/3/2014,RT,"COPPER, FREE",1022,1409-18179-005,N,0.44MG/L,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  1  2"
9/3/2014,RT,LEAD,1030,1409-18179-001,Y,,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  3"
9/3/2014,RT,LEAD,1030,1409-18179-002,Y,,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  6"
9/3/2014,RT,LEAD,1030,1409-18179-003,Y,,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  8"
9/3/2014,RT,LEAD,1030,1409-18179-004,N,0.001MG/L,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  1  0"
9/3/2014,RT,LEAD,1030,1409-18179-005,N,0.004MG/L,LC001,DS001,"WS  I D5  6  3  7  ,L  OT#  1  2"
8/2/2011,RT,"COPPER, FREE",1022,IN37180,N,0.14MG/L,LC001,DS001,L OT1  8
8/2/2011,RT,"COPPER, FREE",1022,IN37183,Y,,LC001,DS001,L  OT9
8/2/2011,RT,"COPPER, FREE",1022,IN37200,N,0.14MG/L,LC001,DS001,L  OT3
8/2/2011,RT,"COPPER, FREE",1022,IN37206,Y,,LC001,DS001,L  O  T8
8/2/2011,RT,"COPPER, FREE",1022,IN37209,Y,,LC001,DS001,L OT6
8/2/2011,RT,LEAD,1030,IN37180,Y,,LC001,DS001,L OT1  8
8/2/2011,RT,LEAD,1030,IN37183,Y,,LC001,DS001,L  O  T9
8/2/2011,RT,LEAD,1030,IN37200,Y,,LC001,DS001,L  O  T3
8/2/2011,RT,LEAD,1030,IN37206,Y,,LC001,DS001,L  O  T8
8/2/2011,RT,LEAD,1030,IN37209,Y,,LC001,DS001,L OT6
8/4/2008,RT,"COPPER, FREE",1022,IN226880,Y,,LC001,DS001,L  O  T4
8/4/2008,RT,"COPPER, FREE",1022,IN26869,N,0.11MG/L,LC001,DS001,L  O  T8  3
8/4/2008,RT,"COPPER, FREE",1022,IN26875,N,0.18MG/L,LC001,DS001,L OT9
8/4/2008,RT,"COPPER, FREE",1022,IN26877,Y,,LC001,DS001,L  OT3
