Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/10/2014,RT,"COPPER, FREE",1022,1409-18757-001,Y,,LC001,DS001,"WSID 5482, 59 VIEWMONT"
9/10/2014,RT,"COPPER, FREE",1022,1409-18757-002,Y,,LC001,DS001,"WS  I D5  4  8  2  ,2  3  5V  I EWMON  T"
9/10/2014,RT,"COPPER, FREE",1022,1409-18757-003,N,0.066MG/L,LC001,DS001,"WS  I D5  4  8  2  ,1  2  8OL  E  SDRI V  E"
9/10/2014,RT,"COPPER, FREE",1022,1409-18757-004,Y,,LC001,DS001,"WS  I D5  4  8  2  ,2  6  6C  RE  ST  WAY"
9/10/2014,RT,"COPPER, FREE",1022,1409-18757-005,Y,,LC001,DS001,"WS  I D5  4  8  2  ,1  7  7OX  Y  OKE"
9/10/2014,RT,LEAD,1030,1409-18757-001,Y,,LC001,DS001,"WS  I D5  4  8  2  ,5  9V  I EWMON  T"
9/10/2014,RT,LEAD,1030,1409-18757-002,Y,,LC001,DS001,"WS  I D5  4  8  2  ,2  3  5V  I EWMON  T"
9/10/2014,RT,LEAD,1030,1409-18757-003,Y,,LC001,DS001,"WS  I D5  4  8  2  ,1  2  8OL  E  SDRI V  E"
9/10/2014,RT,LEAD,1030,1409-18757-004,N,0.001MG/L,LC001,DS001,"WS  I D5  4  8  2  ,2  6  6C  RE  ST  WAY"
9/10/2014,RT,LEAD,1030,1409-18757-005,N,0.001MG/L,LC001,DS001,"WS  I D5  4  8  2  ,1  7  7OX  Y  OKE"
9/15/2011,RT,"COPPER, FREE",1022,IN37756,N,0.11MG/L,LC001,DS001,5  9V  I E  WMO  NT
9/15/2011,RT,"COPPER, FREE",1022,IN37765,Y,,LC001,DS001,2  3  4VI E  WMO  NT
9/15/2011,RT,"COPPER, FREE",1022,IN37773,N,0.13MG/L,LC001,DS001,1  2  8
9/15/2011,RT,"COPPER, FREE",1022,IN37779,N,0.29MG/L,LC001,DS001,1 7  7O  XY  OK  E
9/15/2011,RT,"COPPER, FREE",1022,IN37782,Y,,LC001,DS001,2  6 6CRE  S  TWA  Y
9/15/2011,RT,LEAD,1030,IN37756,Y,,LC001,DS001,59V  I E  WMO  NT
9/15/2011,RT,LEAD,1030,IN37765,Y,,LC001,DS001,2  34V  I E  WMO  NT
9/15/2011,RT,LEAD,1030,IN37773,Y,,LC001,DS001,12 8
9/15/2011,RT,LEAD,1030,IN37779,Y,,LC001,DS001,1  77OXY  OK  E
9/15/2011,RT,LEAD,1030,IN37782,Y,,LC001,DS001,2 66CRE  S  TWA  Y
9/22/2010,RT,"COPPER, FREE",1022,IN33985,Y,,LC001,DS001,2  6 6C  RE  S  TWA  Y
9/22/2010,RT,LEAD,1030,IN33985,Y,,LC001,DS001,2  6  6CRE  S  TWA  Y
9/21/2010,RT,"COPPER, FREE",1022,IN33834,Y,,LC001,DS001,1  77OXY  OK  E
9/21/2010,RT,"COPPER, FREE",1022,IN33973,Y,,LC001,DS001,26 6C  RE  S  TWA  Y
9/21/2010,RT,"COPPER, FREE",1022,IN33984,Y,,LC001,DS001,8  0OL  ESDR  I VE
9/21/2010,RT,"COPPER, FREE",1022,IN33986,Y,,LC001,DS001,1  2  8O  L  ESDR  I VE
9/21/2010,RT,LEAD,1030,IN33834,Y,,LC001,DS001,1  7  7OXY  OK  E
9/21/2010,RT,LEAD,1030,IN33973,Y,,LC001,DS001,2 6  6CRE  S  TWA  Y
9/21/2010,RT,LEAD,1030,IN33984,Y,,LC001,DS001,8  0OL  ESDR  I VE
9/21/2010,RT,LEAD,1030,IN33986,Y,,LC001,DS001,1 28O  L  ESDR  I VE
9/23/2009,RT,"COPPER, FREE",1022,IN25742,Y,,LC001,DS001,1 7  7O  XY  OK  E
9/23/2009,RT,"COPPER, FREE",1022,IN30715,Y,,LC001,DS001,1  2  8OL  ESDR
9/23/2009,RT,LEAD,1030,IN25742,Y,,LC001,DS001,1 7  7OXY  OK  E
9/23/2009,RT,LEAD,1030,IN30715,Y,,LC001,DS001,1 28O  L  ESDR
