Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
6/3/2015,RT,"COPPER, FREE",1022,1506-10339-001,N,0.082MG/L,LC001,DS001,"WSID 5633, UNIT #3"
6/3/2015,RT,"COPPER, FREE",1022,1506-10339-002,N,0.074MG/L,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  1  8"
6/3/2015,RT,"COPPER, FREE",1022,1506-10339-003,N,0.13MG/L,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  1  9"
6/3/2015,RT,"COPPER, FREE",1022,1506-10339-004,N,0.074MG/L,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  3  9"
6/3/2015,RT,"COPPER, FREE",1022,1506-10339-005,N,0.063MG/L,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  7  5"
6/3/2015,RT,LEAD,1030,1506-10339-001,Y,,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  3"
6/3/2015,RT,LEAD,1030,1506-10339-002,Y,,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  1  8"
6/3/2015,RT,LEAD,1030,1506-10339-003,Y,,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  1  9"
6/3/2015,RT,LEAD,1030,1506-10339-004,N,0.001MG/L,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  3  9"
6/3/2015,RT,LEAD,1030,1506-10339-005,Y,,LC001,DS001,"WS  I D5  6  3  3  ,U  NI T#  7  5"
7/10/2012,RT,"COPPER, FREE",1022,1207-09808-001,N,0.15MG/L,LC001,DS001,UNI T2
7/10/2012,RT,"COPPER, FREE",1022,1207-09808-002,N,0.049MG/L,LC001,DS001,UNI T1  8
7/10/2012,RT,"COPPER, FREE",1022,1207-09808-003,N,0.044MG/L,LC001,DS001,UNI T1  9
7/10/2012,RT,"COPPER, FREE",1022,1207-09808-004,N,0.11MG/L,LC001,DS001,UNI T3  9
7/10/2012,RT,"COPPER, FREE",1022,1207-09808-005,N,0.12MG/L,LC001,DS001,U  NI T7  5
7/10/2012,RT,LEAD,1030,1207-09808-001,Y,,LC001,DS001,UNI T2
7/10/2012,RT,LEAD,1030,1207-09808-002,N,0.002MG/L,LC001,DS001,U  NI T1  8
7/10/2012,RT,LEAD,1030,1207-09808-003,Y,,LC001,DS001,UNI T1  9
7/10/2012,RT,LEAD,1030,1207-09808-004,N,0.001MG/L,LC001,DS001,UNI T3  9
7/10/2012,RT,LEAD,1030,1207-09808-005,N,0.002MG/L,LC001,DS001,U  NI T7  5
6/23/2011,RT,"COPPER, FREE",1022,1106-08589-001,N,0.028MG/L,LC001,DS001,U  NI T3
6/23/2011,RT,"COPPER, FREE",1022,1106-08589-002,N,0.13MG/L,LC001,DS001,U  NI T1  8
6/23/2011,RT,"COPPER, FREE",1022,1106-08589-003,N,0.21MG/L,LC001,DS001,U  NI T1  9
6/23/2011,RT,"COPPER, FREE",1022,1106-08589-004,N,0.26MG/L,LC001,DS001,UNI T3  9
6/23/2011,RT,"COPPER, FREE",1022,1106-08589-005,N,0.34MG/L,LC001,DS001,UNI T7  5
6/23/2011,RT,LEAD,1030,1106-08589-001,Y,,LC001,DS001,U  NI T3
6/23/2011,RT,LEAD,1030,1106-08589-002,Y,,LC001,DS001,UNI T1  8
6/23/2011,RT,LEAD,1030,1106-08589-003,N,0.001MG/L,LC001,DS001,U  NI T1  9
6/23/2011,RT,LEAD,1030,1106-08589-004,N,0.001MG/L,LC001,DS001,U  NI T3  9
6/23/2011,RT,LEAD,1030,1106-08589-005,Y,,LC001,DS001,U  NI T7  5
6/24/2010,RT,"COPPER, FREE",1022,1006-08084001,N,0.20MG/L,LC001,DS001,UNI T#  2
6/24/2010,RT,"COPPER, FREE",1022,1006-08084002,N,0.096MG/L,LC001,DS001,UNI T#  1  8
6/24/2010,RT,"COPPER, FREE",1022,1006-08084003,N,0.15MG/L,LC001,DS001,U  NI T#  1  9
6/24/2010,RT,"COPPER, FREE",1022,1006-08084004,N,0.16MG/L,LC001,DS001,UNI T#  3  9
