Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
9/13/2017,RT,"COPPER, FREE",1022,17-IB-01088-001,N,0.06MG/L,LC001,DS001,NURSE
9/13/2017,RT,"COPPER, FREE",1022,17-IB-01089-001A,N,0.66MG/L,LC001,DS001,BB  AT  H  ROOMG  YM
9/13/2017,RT,"COPPER, FREE",1022,17-IB-01090-001,N,0.17MG/L,LC001,DS001,3 RDG  RRM
9/13/2017,RT,"COPPER, FREE",1022,17-IB-01091-001,N,0.07MG/L,LC001,DS001,K  I T  CH  EN
9/13/2017,RT,"COPPER, FREE",1022,17-IB-01092-001A,N,0.22MG/L,LC001,DS001,P  R  EK  I ND  ER  GAR  T  EN
9/13/2017,RT,LEAD,1030,17-IB-01088-001,Y,,LC001,DS001,N  UR  SE
9/13/2017,RT,LEAD,1030,17-IB-01089-001,N,0.005MG/L,LC001,DS001,BB  AT  H  ROOMG  YM
9/13/2017,RT,LEAD,1030,17-IB-01090-001,N,0.002MG/L,LC001,DS001,3R  DG  RRM
9/13/2017,RT,LEAD,1030,17-IB-01091-001,N,0.004MG/L,LC001,DS001,KI T  CH  EN
9/13/2017,RT,LEAD,1030,17-IB-01092-001,N,0.003MG/L,LC001,DS001,P  R  EK  I ND  ER  GAR  T  EN
9/16/2014,RT,"COPPER, FREE",1022,14-IB-00468-001,N,0.16MG/L,LC001,DS001,KI T  CH  EN
9/16/2014,RT,"COPPER, FREE",1022,14-IB-00469-001,N,0.07MG/L,LC001,DS001,BOY  SBA  T  HRO  OM
9/16/2014,RT,"COPPER, FREE",1022,14-IB-00470-001A,N,0.46MG/L,LC001,DS001,3R  DG  RDC  L  AS  S
9/16/2014,RT,"COPPER, FREE",1022,14-IB-00471-001A,N,1.21MG/L,LC001,DS001,P  R  EK  I ND  ER  GAR  T  EN
9/16/2014,RT,"COPPER, FREE",1022,14-IB-00472-001,N,0.09MG/L,LC001,DS001,N  UR  SE
9/16/2014,RT,LEAD,1030,14-IB-00468-001,N,0.003MG/L,LC001,DS001,K  I T  CH  EN
9/16/2014,RT,LEAD,1030,14-IB-00469-001,N,0.002MG/L,LC001,DS001,B  OY  SBA  T  HRO  OM
9/16/2014,RT,LEAD,1030,14-IB-00470-001,N,0.004MG/L,LC001,DS001,3  R  DG  RDC  L  AS  S
9/16/2014,RT,LEAD,1030,14-IB-00471-001,N,0.003MG/L,LC001,DS001,PR  EK  I ND  ER  GAR  T  EN
9/16/2014,RT,LEAD,1030,14-IB-00472-001,N,0.001MG/L,LC001,DS001,NUR  SE
9/14/2013,RT,"COPPER, FREE",1022,13-IB-00564-001A,N,0.48MG/L,LC001,DS001,GRD3RM
9/14/2013,RT,"COPPER, FREE",1022,13-IB-00565-001,N,0.09MG/L,LC001,DS001,K  I T  CH  EN
9/14/2013,RT,"COPPER, FREE",1022,13-IB-00566-001,N,0.05MG/L,LC001,DS001,N  UR  SE
9/14/2013,RT,"COPPER, FREE",1022,13-IB-00567-001,N,0.10MG/L,LC001,DS001,BOY  SBA  T  H
9/14/2013,RT,"COPPER, FREE",1022,13-IB-00568-001A,N,0.86MG/L,LC001,DS001,P  R  EKSI N  K
9/14/2013,RT,LEAD,1030,13-IB-00564-001,N,0.004MG/L,LC001,DS001,G  RD3RM
9/14/2013,RT,LEAD,1030,13-IB-00565-001,N,0.002MG/L,LC001,DS001,K  I T  CH  EN
9/14/2013,RT,LEAD,1030,13-IB-00566-001,N,0.001MG/L,LC001,DS001,NUR  SE
9/14/2013,RT,LEAD,1030,13-IB-00567-001,N,0.003MG/L,LC001,DS001,BOY  SBA  T  H
9/14/2013,RT,LEAD,1030,13-IB-00568-001,N,0.002MG/L,LC001,DS001,PR  EKSI N  K
5/22/2013,RT,"COPPER, FREE",1022,13-IC-01633-001,N,0.02MG/L,EP001,ST001,T  E  A  CHE  RL  O  UNG  E
5/22/2013,RT,LEAD,1030,13-IC-01633-001,Y,,EP001,ST001,TE  A  CHE  RL  O  UNG  E
9/16/2012,RT,"COPPER, FREE",1022,12-IB-00546-001,N,0.05MG/L,LC001,DS001,N  UR  SE  ' SRM
9/16/2012,RT,"COPPER, FREE",1022,12-IB-00547-001,N,0.16MG/L,LC001,DS001,3  R  DG  RDR  M
