Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/23/2017,RT,"COPPER, FREE",1022,17-IB-00903-001,N,0.06MG/L,LC001,DS001,ROOM 15 SINK ^ 320,
8/23/2017,RT,"COPPER, FREE",1022,17-IB-00904-001,N,0.06MG/L,LC001,DS001,SRCOHOOMO 5L S HINILKL  ^D 3R2  0S  CH  OO,L
8/23/2017,RT,"COPPER, FREE",1022,17-IB-00905-001,N,0.07MG/L,LC001,DS001,HROILOL MD R1S  I NK^3  2  0S  CHO  O,L
8/23/2017,RT,"COPPER, FREE",1022,17-IB-00906-001,N,0.07MG/L,LC001,DS001,RHIOLOL MD R2S  I NK^3  2  0S  CHO  O,L
8/23/2017,RT,"COPPER, FREE",1022,17-IB-00907-001,N,0.12MG/L,LC001,DS001,KHIITLLC HDERNSI N  K^3  2  0,
8/23/2017,RT,LEAD,1030,17-IB-00903-001,Y,,LC001,DS001,SRCOHOOMO 1L5  HSIILNLK D ^R 3  2  0,
8/23/2017,RT,LEAD,1030,17-IB-00904-001,N,0.002MG/L,LC001,DS001,SRCOHOOMO 5L S HINILKL  ^D 3R2  0S  CH  OO,L
8/23/2017,RT,LEAD,1030,17-IB-00905-001,Y,,LC001,DS001,HRIOLOL MD R1S  I NK^3  2  0S  CHO  O,L
8/23/2017,RT,LEAD,1030,17-IB-00906-001,Y,,LC001,DS001,HROILOL MD R2S  I NK^3  2  0S  CHO  O,L
8/23/2017,RT,LEAD,1030,17-IB-00907-001,Y,,LC001,DS001,KHIITLLC HDERNSI N  K^3  2  0,
2/14/2017,RT,"COPPER, FREE",1022,17-IC-00165-001,Y,,EP001,TP001,STECSHTO TOALP H/MILALI NDTR  R  M^3  2  0,
2/14/2017,RT,LEAD,1030,17-IC-00165-001,Y,,EP001,TP001,TSECSHTO TOALP H/MILALI NDTR  R  M^3  2  0,
8/19/2014,RT,"COPPER, FREE",1022,14-IB-00518-001B,N,0.12MG/L,LC001,DS001,SKCINHDOEORLG HAIRLDL EDNR SI N  K/ #  2^,
8/19/2014,RT,"COPPER, FREE",1022,14-IB-00519-001,N,0.15MG/L,LC001,DS001,3K2IT0C SHCEHNO SOINL KH/I#L1L  ^D 3R2 0,
8/19/2014,RT,"COPPER, FREE",1022,14-IB-00520-001,N,0.13MG/L,LC001,DS001,RSCOHOOMO 1L5  HSIILNLK D ^R 3  2  0,
8/19/2014,RT,"COPPER, FREE",1022,14-IB-00521-001,N,0.04MG/L,LC001,DS001,KSICTHCOHOELN  HSIILNLK D/#R3^5  6  3,
8/19/2014,RT,"COPPER, FREE",1022,14-IB-00522-001,Y,,LC001,DS001,KEIATSCTH EELNM SOINRKE/ #R5D ^3  9  2,
8/19/2014,RT,LEAD,1030,14-IB-00518-001B,Y,,LC001,DS001,FKLINADSETR IRGOANR DREDNS  I NK  / #  2^,
8/19/2014,RT,LEAD,1030,14-IB-00519-001,Y,,LC001,DS001,K32IT0C SHCEHNO SOINL KH/I#L1L  ^D 3R2 0,
8/19/2014,RT,LEAD,1030,14-IB-00520-001,N,0.001MG/L,LC001,DS001,SRCOHOOMO 1L5  HSIILNLK D ^R 3  2  0,
8/19/2014,RT,LEAD,1030,14-IB-00521-001,Y,,LC001,DS001,KSCITHCOHOELN  HSIILNLK D/#R3^5  6  3,
8/19/2014,RT,LEAD,1030,14-IB-00522-001,Y,,LC001,DS001,EKIATSCTH EELNM SOINRKE/ #R5D ^3  9  2,
2/12/2014,RT,"COPPER, FREE",1022,14-IC-00125-001,Y,,EP001,TP001,TFELASSTT T IARPO MN ARINDTRM^3  2  0,
2/12/2014,RT,LEAD,1030,14-IC-00125-001,Y,,EP001,TP001,STECSHTO TOALP H MILALI NDTR  R  M^3  2  0,
9/13/2011,RT,"COPPER, FREE",1022,12I0284,N,0.12MG/L,LC001,DS001,RSCOHOOMO 1L5 H #I4L LDR,
9/13/2011,RT,"COPPER, FREE",1022,12I0285,N,0.12MG/L,LC001,DS001,L  IBR  AR  Y#  5,
9/13/2011,RT,"COPPER, FREE",1022,12I0286,N,0.11MG/L,LC001,DS001,R  M2#  3,
9/13/2011,RT,"COPPER, FREE",1022,12I0287,N,0.15MG/L,LC001,DS001,K  I N  DE  RGA  RT  E  N#  2,
9/13/2011,RT,"COPPER, FREE",1022,12I0288,N,0.11MG/L,LC001,DS001,K  I T  CH  EN1,
9/13/2011,RT,LEAD,1030,12I0284,N,0.001MG/L,LC001,DS001,R  OOM1  5#  4,
9/13/2011,RT,LEAD,1030,12I0285,N,0.001MG/L,LC001,DS001,L  I B  R  AR  Y#  5,
9/13/2011,RT,LEAD,1030,12I0286,Y,,LC001,DS001,R  M2#  3,
9/13/2011,RT,LEAD,1030,12I0287,N,0.001MG/L,LC001,DS001,K  I N  DE  RGA  RT  E  N#  2,
9/13/2011,RT,LEAD,1030,12I0288,Y,,LC001,DS001,K  I T  CH  EN1,
