Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
6/10/2016,RT,"COPPER, FREE",1022,16-IB-00328-001,N,0.10MG/L,LC001,DS001,AOT GARAGE SINK ^,
6/10/2016,RT,"COPPER, FREE",1022,16-IB-00329-001,N,0.14MG/L,LC001,DS001,MDMCVK INBRLEEYA KARVOEOMSI N  K^,
6/10/2016,RT,"COPPER, FREE",1022,16-IB-00330-001,N,0.09MG/L,LC001,DS001,DMMCVK IMNLEENYS  ABVAET HS  I NK^,
6/10/2016,RT,"COPPER, FREE",1022,16-IB-00331-001,N,0.09MG/L,LC001,DS001,PMOCLKIICNEL EPYU BALVIECBA  T  HS  I N,K
6/10/2016,RT,"COPPER, FREE",1022,16-IB-00332-001,N,0.10MG/L,LC001,DS001,P^ OMLCICKIEN BLERYE AAKV ER OOMS  I N,K
6/10/2016,RT,"COPPER, FREE",1022,16-IC-02385-001,N,0.02MG/L,EP002,TP001,E^ NMTCRKYIN PLOEIYN TA V  E,
6/10/2016,RT,LEAD,1030,16-IB-00328-001,N,0.002MG/L,LC001,DS001,A  OTGA  RA  GESI N  K^,
6/10/2016,RT,LEAD,1030,16-IB-00329-001,Y,,LC001,DS001,MDMCKV IBNRLEEYA KARVOEOMSI N  K^,
6/10/2016,RT,LEAD,1030,16-IB-00330-001,Y,,LC001,DS001,MDMCVKI MNLEENYS  ABVAET HS  I NK^,
6/10/2016,RT,LEAD,1030,16-IB-00331-001,N,0.003MG/L,LC001,DS001,PMOCLKIICNEL EPYU BALVIECB  AT  HS  I N,K
6/10/2016,RT,LEAD,1030,16-IB-00332-001,Y,,LC001,DS001,^P OMLCICKIEN BLERYE AAKV ER OOMS  I N,K
6/10/2016,RT,LEAD,1030,16-IC-02385-001,Y,,EP002,TP001,^E NMTCRKYIN PLOEIYN TA V  E,
9/9/2013,RT,"COPPER, FREE",1022,13-IB-00543-001,N,0.08MG/L,LC001,DS001,P  OL  I C  ES  I NK,
9/9/2013,RT,"COPPER, FREE",1022,13-IB-00544-001,N,0.15MG/L,LC001,DS001,POL  I C  E,
9/9/2013,RT,"COPPER, FREE",1022,13-IB-00545-001,N,0.13MG/L,LC001,DS001,D  MW,
9/9/2013,RT,"COPPER, FREE",1022,13-IB-00546-001,N,0.11MG/L,LC001,DS001,D  MVBA  T  H,
9/9/2013,RT,"COPPER, FREE",1022,13-IB-00547-001,N,0.11MG/L,LC001,DS001,AOTS  I NK,
9/9/2013,RT,LEAD,1030,13-IB-00543-001,Y,,LC001,DS001,P  OL  I C  ES  I NK,
9/9/2013,RT,LEAD,1030,13-IB-00544-001,N,0.003MG/L,LC001,DS001,P  OL  I C  E,
9/9/2013,RT,LEAD,1030,13-IB-00545-001,Y,,LC001,DS001,DMW,
9/9/2013,RT,LEAD,1030,13-IB-00546-001,Y,,LC001,DS001,D  MVBA  T  H,
9/9/2013,RT,LEAD,1030,13-IB-00547-001,N,0.004MG/L,LC001,DS001,A  OTS  I NK,
5/23/2013,RT,"COPPER, FREE",1022,13-IC-01600-001,N,0.04MG/L,EP002,TP001,DMVBR  EA  KR  OOMS  I NK,
5/23/2013,RT,LEAD,1030,13-IC-01600-001,Y,,EP002,TP001,DMVBR  EA  KR  OOMS  I NK,
7/26/2012,RT,"COPPER, FREE",1022,12-IB-00492-001,N,0.09MG/L,LC001,DS001,POL  I C  ES  I NK^S  T  AT  E,
7/26/2012,RT,"COPPER, FREE",1022,12-IB-00493-001,N,0.10MG/L,LC001,DS001,APLOATC GEA  RA  GESI N  K^S  T  AT  E,
7/26/2012,RT,"COPPER, FREE",1022,12-IB-00494-001,N,0.14MG/L,LC001,DS001,APLOATC AED  MI NS  I NK^S  T  AT  E,
7/26/2012,RT,"COPPER, FREE",1022,12-IB-00495-001,N,0.08MG/L,LC001,DS001,PDLMAVC BEA  TH  ROO  M^ST  A  T  E,
7/26/2012,RT,"COPPER, FREE",1022,12-IB-00496-001,N,0.22MG/L,LC001,DS001,DPLMAVC BERE  A  KR  OOMS  I NK^,
7/26/2012,RT,LEAD,1030,12-IB-00492-001,N,0.005MG/L,LC001,DS001,PSOTALTICEE P SLIANCKE ^ST  A  TE,
7/26/2012,RT,LEAD,1030,12-IB-00493-001,N,0.002MG/L,LC001,DS001,APOLATC GEA  RA  GESI N  K^S  T  AT  E,
7/26/2012,RT,LEAD,1030,12-IB-00494-001,N,0.003MG/L,LC001,DS001,PALOATC AED  MI NS  I NK^S  T  AT  E,
7/26/2012,RT,LEAD,1030,12-IB-00495-001,Y,,LC001,DS001,DPLMAVC BEA  TH  ROO  M^ST  A  T  E,
7/26/2012,RT,LEAD,1030,12-IB-00496-001,Y,,LC001,DS001,PDLMAVC BERE  A  KR  OOMS  I NK^,
