Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location,
"",,,,,,,Point,ID,,
8/10/2015,RT,"COPPER, FREE",1022,15-IB-00424-001,N,0.04MG/L,LC001,DS001,KITCHEN SINK ^ 1254,
8/10/2015,RT,"COPPER, FREE",1022,15-IB-00425-001,N,0.15MG/L,LC001,DS001,KRIOTUCTHEE N2  WSIENSKT ^3  7  7HI L  L,S  T
8/10/2015,RT,"COPPER, FREE",1022,15-IB-00426-001,Y,,LC001,DS001,K  I T  CH  ENSI N  K^1  0  5,
8/10/2015,RT,"COPPER, FREE",1022,15-IB-00427-001,N,0.09MG/L,LC001,DS001,PKIETACCHHEANM S RINDK^1  5  4,
8/10/2015,RT,"COPPER, FREE",1022,15-IB-00428-001,N,0.06MG/L,LC001,DS001,MKIOTCUHNETANI NS IVNIKE W^ 3 D17R  R  OUT  E,
8/10/2015,RT,LEAD,1030,15-IB-00424-001,Y,,LC001,DS001,2K IETACSHTE NS  I NK^1  2  5  4,
8/10/2015,RT,LEAD,1030,15-IB-00425-001,N,0.003MG/L,LC001,DS001,RKIOTUCTHEE N2  WSIENSKT ^3  7  7HI L  L,S  T
8/10/2015,RT,LEAD,1030,15-IB-00426-001,Y,,LC001,DS001,KI T  CH  ENSI N  K^1  0  5,
8/10/2015,RT,LEAD,1030,15-IB-00427-001,N,0.001MG/L,LC001,DS001,PKIETACCHHEANM S RINDK^1  5  4,
8/10/2015,RT,LEAD,1030,15-IB-00428-001,N,0.002MG/L,LC001,DS001,MKIOTCUHNETANI NS IVNIKE W^ 3 D17R  R  OUT  E,
3/3/2014,RT,"COPPER, FREE",1022,14-IC-00496-001,Y,,EP001,TP001,K2 IETACSHTE NS  I NK^1  2  5  4RT  E,2
3/3/2014,RT,LEAD,1030,14-IC-00496-001,Y,,EP001,TP001,WKI T  C  HE  NS  I NK^1  2  5  4RT  E,2
6/5/2012,RT,"COPPER, FREE",1022,12-IB-00313-001,N,0.08MG/L,LC001,DS001,KW  S  I N  K/ S  WI N  GT  AP  / MI X  ER,
6/5/2012,RT,"COPPER, FREE",1022,12-IB-00314-001,N,0.05MG/L,LC001,DS001,FKA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/5/2012,RT,"COPPER, FREE",1022,12-IB-00315-001,N,0.03MG/L,LC001,DS001,KFA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/5/2012,RT,"COPPER, FREE",1022,12-IB-00316-001,N,0.12MG/L,LC001,DS001,KFA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/5/2012,RT,"COPPER, FREE",1022,12-IB-00317-001,Y,,LC001,DS001,KFA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/5/2012,RT,LEAD,1030,12-IB-00313-001,Y,,LC001,DS001,FKA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/5/2012,RT,LEAD,1030,12-IB-00314-001,Y,,LC001,DS001,KFA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/5/2012,RT,LEAD,1030,12-IB-00315-001,Y,,LC001,DS001,FKA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/5/2012,RT,LEAD,1030,12-IB-00316-001,N,0.002MG/L,LC001,DS001,FKA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/5/2012,RT,LEAD,1030,12-IB-00317-001,Y,,LC001,DS001,KFA SUINCKE/TS WI N  GT  AP  / MI X  ER,
6/1/2009,RT,"COPPER, FREE",1022,09I0873,N,0.05MG/L,LC001,DS001,1F2A5U4C RETT  2WES  T  -KS  WI N  G,
6/1/2009,RT,"COPPER, FREE",1022,09I0874,N,0.05MG/L,LC001,DS001,T37A7P /HMILIXLE SRT -F KA USCWEITN G,
6/1/2009,RT,"COPPER, FREE",1022,09I0875,N,0.17MG/L,LC001,DS001,T37A7P /HMILIXLE SRT -F KA USCWEITN G,
6/1/2009,RT,"COPPER, FREE",1022,09I0876,N,0.12MG/L,LC001,DS001,T15A4P /MMOIXUENRT AFAINU VCIEETWDR  .,-K
6/1/2009,RT,"COPPER, FREE",1022,09I0877,N,0.03MG/L,LC001,DS001,"3S1W7I NRGT  2T AEPA/SMTIX - EKR,  SFWAUINCGE T",
6/1/2009,RT,LEAD,1030,09I0873,Y,,LC001,DS001,1T2A5P4/M RITX E2R W FEASUTC- EKT S  WI NG,
6/1/2009,RT,LEAD,1030,09I0874,N,0.001MG/L,LC001,DS001,T37A7P /HMILIXLE SRT -F KA USCWEITN G,
6/1/2009,RT,LEAD,1030,09I0875,N,0.002MG/L,LC001,DS001,T37A7P /HMILIXLE SRT -F KA USCWEITN G,
6/1/2009,RT,LEAD,1030,09I0876,Y,,LC001,DS001,T15A4P /MMOIXUENRT AFAINU VCIEETWDR  .,-K
6/1/2009,RT,LEAD,1030,09I0877,Y,,LC001,DS001,"3S1W7I NRGT  2T AEPA/SMTIX - EKR,  SFWAUINCGE T",
9/19/2006,RT,"COPPER, FREE",1022,07I0619,N,0.04MG/L,LC001,DS001,TSAOPM/MERIX/1E2R5 4F ARUTCEE 2T,
9/19/2006,RT,"COPPER, FREE",1022,07I0620,N,0.20MG/L,LC001,DS001,4 78PE  AR  HE  RNRD,
