Date,,Analyte,Code,Lab Number,<,Concentration Units,Sample,Facility,Sampling Location
"",,,,,,,Point,ID,
6/15/2017,RT,"COPPER, FREE",1022,15-IB-00727-001,N,0.08MG/L,LC001,DS001,BASE ^ 736 VT 15 WEST
6/15/2017,RT,"COPPER, FREE",1022,15-IB-00728-001A,N,0.31MG/L,LC001,DS001,MSK  I T  CHE  N^7  3  6VT1  5
6/15/2017,RT,"COPPER, FREE",1022,15-IB-00729-001,N,0.13MG/L,LC001,DS001,MWSE SFTA CS^7  3  6V  T1  5WE  ST
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00654-001,N,0.13MG/L,LC001,DS001,MSA  RT^7  3  6V  T1  5WE  ST
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00655-001,N,0.09MG/L,LC001,DS001,MS2  0  1^7  3  6V  T1  5WE  S  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00656-001,N,0.13MG/L,LC001,DS001,MS2  1  1^7  3  6V  T1  5WE  S  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00657-001,N,0.14MG/L,LC001,DS001,MS3  0  1^7  3  6V  T1  5WE  S  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00658-001,N,0.13MG/L,LC001,DS001,M  S3  1  1^7  3  6V  T1  5WE  S  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00659-001A,N,0.30MG/L,LC001,DS001,L  I B  R  AR  Y^7  3  6V  T1  5WE  S  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00660-001A,N,0.62MG/L,LC001,DS001,A2  1  5^7  3  6V  T1  5WE  S  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00661-001A,N,0.69MG/L,LC001,DS001,A2  0  2^7  3  6V  T1  5WE  S  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00662-001A,N,0.38MG/L,LC001,DS001,H  SOF  FI C  E^7  3  6VT1  5
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00663-001,N,0.15MG/L,LC001,DS001,HWSE SATR T2^7  3  6V  T1  5WE  ST
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00664-001A,N,0.33MG/L,LC001,DS001,L S^7  3  6V  T1  5WE  S  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00665-001A,N,0.29MG/L,LC001,DS001,HSFA  CS^7  3  6V  T1  5WE  ST
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00666-001A,N,0.39MG/L,LC001,DS001,CUL  I N  AR  Y^7  3  6VT1  5
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00667-001A,N,0.40MG/L,LC001,DS001,WH E&S HTS^7  3  6V  T1  5WE  ST
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00668-001A,N,1.27MG/L,LC001,DS001,T3  0^7  3  6VT1  5WES  T
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00669-001A,N,0.34MG/L,LC001,DS001,CON  ST  RU  CT  I ON^7  3  6VT1  5
6/15/2017,RT,"COPPER, FREE",1022,17-IB-00670-001A,N,0.45MG/L,LC001,DS001,CWEECS T^  7  3  6VT1  5WES  T
6/15/2017,RT,LEAD,1030,15-IB-00727-001,N,0.003MG/L,LC001,DS001,B  A  SE^7  3  6V  T1  5WE  ST
6/15/2017,RT,LEAD,1030,15-IB-00728-001,N,0.002MG/L,LC001,DS001,MSK  I T  CHE  N^7  3  6VT1  5
6/15/2017,RT,LEAD,1030,15-IB-00729-001,Y,,LC001,DS001,MWSE SFTA CS^7  3  6V  T1  5WE  ST
6/15/2017,RT,LEAD,1030,17-IB-00654-001,N,0.006MG/L,LC001,DS001,MSA  RT^7  3  6V  T1  5WE  ST
6/15/2017,RT,LEAD,1030,17-IB-00655-001,Y,,LC001,DS001,M  S2  0  1^7  3  6V  T1  5WE  S  T
6/15/2017,RT,LEAD,1030,17-IB-00656-001,Y,,LC001,DS001,MS2  1  1^7  3  6V  T1  5WE  S  T
6/15/2017,RT,LEAD,1030,17-IB-00657-001,Y,,LC001,DS001,M  S3  0  1^7  3  6V  T1  5WE  S  T
6/15/2017,RT,LEAD,1030,17-IB-00658-001,N,0.002MG/L,LC001,DS001,M  S3  1  1^7  3  6V  T1  5WE  S  T
6/15/2017,RT,LEAD,1030,17-IB-00659-001,Y,,LC001,DS001,L I  B  R  AR  Y^7  3  6V  T1  5WE  S  T
6/15/2017,RT,LEAD,1030,17-IB-00660-001,N,0.005MG/L,LC001,DS001,A2  1  5^7  3  6V  T1  5WE  S  T
6/15/2017,RT,LEAD,1030,17-IB-00661-001,N,0.002MG/L,LC001,DS001,A2  0  2^7  3  6V  T1  5WE  S  T
6/15/2017,RT,LEAD,1030,17-IB-00662-001,N,0.002MG/L,LC001,DS001,H  SOF  FI C  E^7  3  6VT1  5
6/15/2017,RT,LEAD,1030,17-IB-00663-001,N,0.002MG/L,LC001,DS001,HWSE SATR T2^7  3  6V  T1  5WE  ST
6/15/2017,RT,LEAD,1030,17-IB-00664-001,N,0.001MG/L,LC001,DS001,LS^7  3  6V  T1  5WE  S  T
