"EPA Region","Submission Year","Submission Quarter","PWS ID","PWS Name","Primacy Agency Code","Contaminant Name","Sample Measure (mg/L)","Sampling Start Date","Sampling End Date","PWS Activity Code","PWS Type Code","Owner Type Description","Primacy Type Description","Population Served Count","Primary Source Code","PWS Deactivation Date","Season Begin Date","Season End Date","Is Wholesaler Ind","Is School Or Daycare Ind","Service Connections Count"
"01","2017","2","010502003","Narragansett Four Winds Community Center","01","COPPER SUMMARY","2.325","01/01/2017","06/30/2017","A","NTNCWS","Native American","Tribal","30","GW","-","01-01","12-31","N","Y","4"
"04","2017","2","041210001","MICCOSUKEE TRIBE OF INDIANS","04","COPPER SUMMARY","2","01/01/2014","12/31/2014","A","CWS","Native American","Tribal","500","GW","-","-","-","N","N","170"
"04","2017","2","041210001","MICCOSUKEE TRIBE OF INDIANS","04","COPPER SUMMARY","2.5","01/01/2015","12/31/2015","A","CWS","Native American","Tribal","500","GW","-","-","-","N","N","170"
"04","2017","2","043700056","CHEROKEE - ROUGH BRANCH WATER SYSTEM","04","COPPER SUMMARY","1.391","01/01/2013","12/31/2015","A","CWS","Native American","Tribal","192","GW","-","-","-","N","N","35"
"05","2017","2","055293801","WAH WAHS NOO DA KE","05","COPPER SUMMARY","1.9","01/01/2014","12/31/2016","A","CWS","Native American","Tribal","25","GW","-","-","-","N","N","17"
"05","2017","2","055294701","NAYTAHWAUSH","05","COPPER SUMMARY","2.04","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","462","GW","-","-","-","N","N","138"
"05","2017","2","055294702","PONSFORD/PINE POINT","05","COPPER SUMMARY","1.405","01/01/2015","06/30/2015","A","CWS","Native American","Tribal","70","GW","-","-","-","N","N","23"
"05","2017","2","055294702","PONSFORD/PINE POINT","05","COPPER SUMMARY","2.49","07/01/2015","12/31/2015","A","CWS","Native American","Tribal","70","GW","-","-","-","N","N","23"
"05","2017","2","055295301","NEW POST","05","COPPER SUMMARY","1.35","01/01/2015","12/31/2015","A","CWS","Native American","Tribal","150","GW","-","-","-","N","N","51"
"05","2017","2","055295301","NEW POST","05","COPPER SUMMARY","1.6","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","150","GW","-","-","-","N","N","51"
"06","2017","2","062004183","KICKAPOO HOUSING COMPLEX","06","COPPER SUMMARY","2.35","01/01/2015","06/30/2015","A","CWS","Native American","Tribal","683","GW","-","-","-","N","N","61"
"07","2017","2","070000008","IOWA TRIBE OF KS & NE","07","COPPER SUMMARY","2.6","01/01/2012","12/31/2014","A","CWS","Native American","Tribal","690","GW","-","-","-","N","N","62"
"08","2017","2","083090050","ASSINIBOINE & SIOUX RURAL WATER SYSTEM","08","COPPER SUMMARY","2.03","01/01/2017","06/30/2017","A","CWS","Native American","Tribal","690","SW","-","-","-","Y","N","245"
"08","2017","2","083090050","ASSINIBOINE & SIOUX RURAL WATER SYSTEM","08","COPPER SUMMARY","3.17","01/01/2016","06/30/2016","A","CWS","Native American","Tribal","690","SW","-","-","-","Y","N","245"
"08","2017","2","083090051","POPLAR","08","COPPER SUMMARY","1.7","07/01/2016","12/31/2016","A","CWS","Native American","Tribal","2900","SWP","-","-","-","N","Y","970"
"08","2017","2","084990004","WHITE MESA WATER SYSTEM","08","COPPER SUMMARY","2.11","01/01/2014","12/31/2016","A","CWS","Native American","Tribal","300","GW","-","-","-","N","N","85"
"09","2017","2","090400302","Avi Casino","09","COPPER SUMMARY","1.5","01/01/2015","06/30/2015","A","CWS","Native American","Tribal","3000","GW","-","-","-","N","N","217"
"09","2017","2","090400740","San Carlos Apache Health Center","09","COPPER SUMMARY","1.92","01/01/2016","06/30/2016","A","NTNCWS","Federal government","Tribal","733","GWP","-","01-01","12-31","N","N","14"
"09","2017","2","090400740","San Carlos Apache Health Center","09","COPPER SUMMARY","1.52","07/01/2016","12/31/2016","A","NTNCWS","Federal government","Tribal","733","GWP","-","01-01","12-31","N","N","14"
"09","2017","2","090600059","South Campo","09","COPPER SUMMARY","1.454","01/01/2014","12/31/2016","A","CWS","Native American","Tribal","48","GW","-","-","-","N","N","15"
"09","2017","2","090600133","Shanel Tribal Utility District","09","COPPER SUMMARY","1.55","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","1000","GWP","-","-","-","N","N","80"
"09","2017","2","090600145","Point Arena Rancheria","09","COPPER SUMMARY","1.5","01/01/2014","12/31/2016","A","CWS","Native American","Tribal","425","GW","-","-","-","N","N","71"
"09","2017","2","090605143","Yurok - Terwer Water System","09","COPPER SUMMARY","1.8","01/01/2014","12/31/2016","A","CWS","Native American","Tribal","300","GW","-","-","-","N","N","160"
"09","2017","2","090605158","Campo Casino (Golden Acorn Casino)","09","COPPER SUMMARY","56","01/01/2014","12/31/2016","A","NTNCWS","Native American","Tribal","1000","GW","-","01-01","12-31","N","N","4"
"09","2017","2","090605158","Campo Casino (Golden Acorn Casino)","09","COPPER SUMMARY","52","01/01/2014","12/31/2016","A","NTNCWS","Native American","Tribal","1000","GW","-","01-01","12-31","N","N","4"
"09","2017","2","090605158","Campo Casino (Golden Acorn Casino)","09","COPPER SUMMARY","54","01/01/2014","12/31/2016","A","NTNCWS","Native American","Tribal","1000","GW","-","01-01","12-31","N","N","4"
"09","2017","2","090605164","Big Valley Rancheria Water District","09","COPPER SUMMARY","1.7","07/01/2014","12/31/2014","A","CWS","Native American","Tribal","3135","GW","-","-","-","N","N","42"
"09","2017","2","093534021","Wingate High School - BIA","09","COPPER SUMMARY","2","01/01/2014","12/31/2016","A","CWS","Federal government","Tribal","910","GW","-","-","-","Y","Y","75"
"10","2017","2","104101132","BIA CHEMAWA INDIAN SCHOOL","10","COPPER SUMMARY","1.5","07/01/2015","12/31/2015","A","CWS","Federal government","Tribal","650","GW","-","-","-","N","Y","5"
"10","2017","2","104101132","BIA CHEMAWA INDIAN SCHOOL","10","COPPER SUMMARY","1.42","01/01/2014","12/31/2014","A","CWS","Federal government","Tribal","650","GW","-","-","-","N","Y","5"
"10","2017","2","104101132","BIA CHEMAWA INDIAN SCHOOL","10","COPPER SUMMARY","1.42","01/01/2014","12/31/2014","A","CWS","Federal government","Tribal","650","GW","-","-","-","N","Y","5"
"10","2017","2","104101132","BIA CHEMAWA INDIAN SCHOOL","10","COPPER SUMMARY","1.4","01/01/2015","12/31/2015","A","CWS","Federal government","Tribal","650","GW","-","-","-","N","Y","5"
"10","2017","2","104101132","BIA CHEMAWA INDIAN SCHOOL","10","COPPER SUMMARY","1.68","07/01/2016","12/31/2016","A","CWS","Federal government","Tribal","650","GW","-","-","-","N","Y","5"
"10","2017","2","105300086","OLYMPIC PARK TRAILER CT","10","COPPER SUMMARY","4","01/01/2016","06/30/2016","A","CWS","Private","Tribal","50","GW","-","-","-","N","N","18"
"10","2017","2","105300086","OLYMPIC PARK TRAILER CT","10","COPPER SUMMARY","2.2","07/01/2015","12/31/2015","A","CWS","Private","Tribal","50","GW","-","-","-","N","N","18"
"10","2017","2","105300086","OLYMPIC PARK TRAILER CT","10","COPPER SUMMARY","2.5","01/01/2012","12/31/2014","A","CWS","Private","Tribal","50","GW","-","-","-","N","N","18"
"10","2017","2","105300086","OLYMPIC PARK TRAILER CT","10","COPPER SUMMARY","3.6","07/01/2016","12/31/2016","A","CWS","Private","Tribal","50","GW","-","-","-","N","N","18"
"10","2017","2","105300086","OLYMPIC PARK TRAILER CT","10","COPPER SUMMARY","1.9","01/01/2015","12/31/2017","A","CWS","Private","Tribal","50","GW","-","-","-","N","N","18"
"10","2017","2","105300087","LOWER ELWHA VALLEY/TRIBAL CENTER","10","COPPER SUMMARY","1.46","01/01/2013","12/31/2015","A","CWS","Native American","Tribal","511","GW","-","-","-","N","N","131"
"10","2017","2","105300108","7 CEDARS CASINO","10","COPPER SUMMARY","10.5","01/01/2016","06/30/2016","A","NTNCWS","Native American","Tribal","450","GW","-","01-01","12-31","N","N","1"
"10","2017","2","105300108","7 CEDARS CASINO","10","COPPER SUMMARY","7.72","07/01/2015","12/31/2015","A","NTNCWS","Native American","Tribal","450","GW","-","01-01","12-31","N","N","1"
"10","2017","2","105300108","7 CEDARS CASINO","10","COPPER SUMMARY","10.4","07/01/2014","12/31/2014","A","NTNCWS","Native American","Tribal","450","GW","-","01-01","12-31","N","N","1"
"10","2017","2","105300108","7 CEDARS CASINO","10","COPPER SUMMARY","5.62","01/01/2015","06/30/2015","A","NTNCWS","Native American","Tribal","450","GW","-","01-01","12-31","N","N","1"
"10","2017","2","105300120","WHISPERING CEDARS","10","COPPER SUMMARY","1.5","01/01/2016","12/31/2016","A","CWS","Native American","Tribal","25","GW","-","-","-","N","N","2"
"10","2017","2","105311105","ANGEL OF THE WINDS","10","COPPER SUMMARY","1.563","01/01/2015","06/30/2015","A","NTNCWS","Native American","Tribal","2303","GW","-","01-01","12-31","N","N","5"
"10","2017","2","AK2110619","HAINES","AK","COPPER SUMMARY","1.4","01/01/2013","12/31/2015","N","CWS","Local government","State","1613","SW","04-AUG-2016","01-01","12-31","N","N","605"
"10","2017","2","AK2120012","VALLENAR VIEW MOBILE HOME PARK","AK","COPPER SUMMARY","1.7","01/01/2016","06/30/2016","A","CWS","Private","State","225","SW","-","-","-","N","N","77"
"10","2017","2","AK2120135","BOYER TOWING","AK","COPPER SUMMARY","7.09","07/01/2014","12/31/2014","A","TNCWS","Private","State","39","SW","-","01-01","12-31","N","N","7"
"10","2017","2","AK2120216","THORNE BAY, CITY OF","AK","COPPER SUMMARY","1.39","01/01/2015","12/31/2015","A","CWS","Local government","State","470","SW","-","-","-","N","N","140"
"10","2017","2","AK2121485","WAL-MART","AK","COPPER SUMMARY","2.35","01/01/2013","12/31/2015","A","NTNCWS","Private","State","110","GW","-","01-01","12-31","N","N","1"
"10","2017","2","AK2121485","WAL-MART","AK","COPPER SUMMARY","1.8","01/01/2016","06/30/2016","A","NTNCWS","Private","State","110","GW","-","01-01","12-31","N","N","1"
"10","2017","2","AK2216198","MARANATHA WATER UTILITIES","AK","COPPER SUMMARY","1.61","07/01/2014","12/31/2014","A","CWS","Private","State","220","GW","-","-","-","N","N","16"
"10","2017","2","AK2220170","WASILLA CREEK COMMONS","AK","COPPER SUMMARY","2.47","01/01/2014","12/31/2014","A","CWS","Private","State","180","GW","-","-","-","N","N","60"
"10","2017","2","AK2220170","WASILLA CREEK COMMONS","AK","COPPER SUMMARY","1.63","01/01/2016","06/30/2016","A","CWS","Private","State","180","GW","-","-","-","N","N","60"
"10","2017","2","AK2220170","WASILLA CREEK COMMONS","AK","COPPER SUMMARY","2.81","01/01/2015","12/31/2015","A","CWS","Private","State","180","GW","-","-","-","N","N","60"
"10","2017","2","AK2220429","WOLF EYE CENTER","AK","COPPER SUMMARY","1.7","01/01/2015","12/31/2015","A","NTNCWS","Private","State","77","GW","-","01-01","12-31","N","N","1"
"10","2017","2","AK2220446","MSBSD DAY SCHOOL","AK","COPPER SUMMARY","2.1","07/01/2015","12/31/2015","A","NTNCWS","Local government","State","125","GW","-","08-17","05-20","N","Y","1"
"10","2017","2","AK2220446","MSBSD DAY SCHOOL","AK","COPPER SUMMARY","1.4","01/01/2015","06/30/2015","A","NTNCWS","Local government","State","125","GW","-","08-17","05-20","N","Y","1"
"10","2017","2","AK2225819","MSBSD TEELAND MIDDLE SCHOOL","AK","COPPER SUMMARY","1.7","01/01/2013","12/31/2015","A","NTNCWS","Local government","State","748","GW","-","08-17","05-20","N","Y","1"
"10","2017","2","AK2240561","KPBSD MOOSE PASS SCHOOL","AK","COPPER SUMMARY","2.05","01/01/2015","06/30/2015","A","NTNCWS","Local government","State","34","GW","-","09-01","06-01","N","Y","1"
"10","2017","2","AK2240707","SELDOVIA WATER SYSTEM","AK","COPPER SUMMARY","1.9","07/01/2016","12/31/2016","A","CWS","Local government","State","418","SW","-","-","-","N","N","181"
"10","2017","2","AK2243006","RED DIAMOND CENTER","AK","COPPER SUMMARY","2.4855","07/01/2014","12/31/2014","A","NTNCWS","Private","State","175","GW","-","01-01","12-31","N","N","4"
"10","2017","2","AK2249028","ASHTON PARK","AK","COPPER SUMMARY","3.905","07/01/2014","12/31/2014","A","CWS","Private","State","75","GW","-","-","-","N","N","31"
"10","2017","2","AK2250061","OLD HARBOR","AK","COPPER SUMMARY","1.635","01/01/2012","12/31/2014","A","CWS","Local government","State","216","SW","-","-","-","N","N","96"
"10","2017","2","AK2250134","LARSEN BAY WATER SYSTEM","AK","COPPER SUMMARY","1.538","01/01/2012","12/31/2014","A","CWS","Native American","State","271","SW","-","-","-","N","N","89"
"10","2017","2","AK2260260","NONDALTON","AK","COPPER SUMMARY","2.21","01/01/2012","12/31/2014","A","CWS","Local government","State","205","SW","-","-","-","N","N","72"
"10","2017","2","AK2261460","SALMON ROE","AK","COPPER SUMMARY","1.8","01/01/2015","12/31/2017","A","CWS","Private","State","31","GW","-","-","-","N","N","7"
"10","2017","2","AK2270312","CITY OF HOOPER BAY","AK","COPPER SUMMARY","1.369","01/01/2014","12/31/2014","A","CWS","Local government","State","1200","GW","-","-","-","N","N","89"
"10","2017","2","AK2271033","ATMAUTLUAK WATER SYSTEM","AK","COPPER SUMMARY","1.8","01/01/2016","06/30/2016","A","CWS","Native American","State","311","GW","-","-","-","N","N","2"
"10","2017","2","AK2271083","YK DELTA REGIONAL HOSPITAL","AK","COPPER SUMMARY","4.7","01/01/2016","06/30/2016","A","CWS","Native American","State","575","GW","-","-","-","N","N","5"
"10","2017","2","AK2271334","YUKON KUSKOKWIM CORRECTIONAL","AK","COPPER SUMMARY","2.46","07/01/2016","12/31/2016","A","NTNCWS","State government","State","200","GW","-","01-01","12-31","N","N","2"
"10","2017","2","AK2271334","YUKON KUSKOKWIM CORRECTIONAL","AK","COPPER SUMMARY","5.18","01/01/2016","06/30/2016","A","NTNCWS","State government","State","200","GW","-","01-01","12-31","N","N","2"
"10","2017","2","AK2280040","SHAGELUK WATER SYSTEM","AK","COPPER SUMMARY","3.155","01/01/2016","06/30/2016","A","CWS","Native American","State","60","GW","-","-","-","N","N","4"
